C000001_en_000	Armed forces occupations
C003337_en_004	emergency response mission worker
C003337_en_005	emergency response team worker
C003337_en_006	emergency worker
C003337_en_007	environmental emergency worker
C003337_en_008	first responder
C003337_en_009	first response worker
C003337_en_010	incident response worker
C003337_en_011	natural emergency response worker
C003338_en_000	dismantling worker
C003338_en_001	disassembly worker
C003339_en_000	aquaculture recirculation technician
C003339_en_001	fish farm recirculation technician
C003339_en_002	fishery recirculation technician
C003339_en_003	technician in aquaculture recirculation
C003340_en_000	material testing technician
C003340_en_001	material tester
C003340_en_002	material testing technologist
C003340_en_003	material testing technology analyst
C003340_en_004	material testing technology research analyst
C003340_en_005	material testing technology research scientist
C003340_en_006	material testing technology researcher
C003340_en_007	material testing technology scholar
C003340_en_008	material testing technology science researcher
C003340_en_009	material testing technology scientist
C003340_en_010	material testing technology studies analyst
C003340_en_011	material testing technology studies research analyst
C003340_en_012	material testing technology studies research scientist
C003340_en_013	material testing technology studies researcher
C003340_en_014	material testing technology studies scholar
C003340_en_015	material testing technology studies scientist
C003340_en_016	materials tester
C003340_en_017	materials testing technician
C003340_en_018	materials testing technologist
C003341_en_000	casino gaming manager
C003341_en_001	electronic gaming manager
C003341_en_002	gaming manager
C003341_en_003	gaming operations manager
C003341_en_004	gaming service manager
C003341_en_005	gaming team manager
C003341_en_006	group gaming manager
C003341_en_007	group head of gaming
C003341_en_008	head of electronic gaming
C003341_en_009	head of gaming
C003341_en_010	senior gaming manager
C003342_en_000	art therapist
C003342_en_001	dramatherapist
C003343_en_000	corrugator operator
C003343_en_001	cardboard machine operator
C003343_en_002	carton machine operator
C003343_en_003	carton machine specialist
C003343_en_004	carton machine technician
C003343_en_005	corrugated paper maker
C003343_en_006	corrugated paperboard maker
C003343_en_007	corrugating machine specialist
C003343_en_008	corrugating machine technician
C003343_en_009	corrugator operative
C003343_en_010	corrugator specialist
C003343_en_011	corrugator technician
C003343_en_012	corrugator worker
C003344_en_000	silversmith
C003344_en_001	boutique silversmith
C003344_en_002	silver earrings fabricator
C003344_en_003	silver earrings maker
C003344_en_004	silver jewel smith
C003344_en_005	silver jewellery fabricator
C003344_en_006	silver jewellery maker
C003344_en_007	silver ring fabricator
C003344_en_008	silver ring maker
C003344_en_009	silversmiths
C003344_en_010	trophy maker
C003344_en_011	trophy silversmith
C003345_en_000	wholesale merchant in agricultural machinery and equipment
C003345_en_001	B2B sales consultant in agricultural machinery and equipment
C003345_en_002	assistant wholesale merchant in agricultural machinery and equipment
C003345_en_003	business to business sales consultant in agricultural machinery and equipment
C003345_en_004	business to business seller in agricultural machinery and equipment
C003345_en_005	graduate wholesale merchant in agricultural machinery and equipment
C003345_en_006	senior wholesale merchant in agricultural machinery and equipment
C003345_en_007	trainee wholesale merchant in agricultural machinery and equipment
C003345_en_008	wholesale buyer in agricultural machinery and equipment
C003345_en_009	wholesale merchandiser in agricultural machinery and equipment
C003345_en_010	wholesale trader in agricultural machinery and equipment
C003345_en_011	wholesaler in agricultural machinery and equipment
C003346_en_000	general veterinarian
C003346_en_001	all-purpose veterinary
C003346_en_002	companion animal veterinarian
C003346_en_003	comprehensive vet
C003346_en_004	equine veterinarian
C003346_en_005	family vet
C003346_en_006	food production animal veterinarian
C003346_en_007	general vet
C003346_en_008	general veterinarians
C003346_en_009	veterinary surgeon
C003347_en_000	political journalist
C003347_en_001	journalist specialising in EU politics
C003347_en_002	journalist specialising in US politics
C003347_en_003	journalist specialising in global politics
C003347_en_004	journalist specialising in international politics
C003347_en_005	political analyst
C003347_en_006	political commentator
C003347_en_007	political correspondent
C003347_en_008	political reporter
C003347_en_009	politics reporter
C003348_en_000	industrial production manager
C003348_en_001	area production manager
C003348_en_002	industrial production and manufacturing manager
C003348_en_003	industrial production supervisor
C003348_en_004	production control manager
C003348_en_005	production control supervisor
C003348_en_006	production line manager
C003348_en_007	production manufacturing manager
C003348_en_008	production manufacturing supervisor
C003349_en_000	hospitality establishment security officer
C003349_en_001	hospitality establishment security guard
C003349_en_002	hospitality establishment security manager
C003349_en_003	hospitality security manager
C003349_en_004	hospitality security officer
C003349_en_005	hotel security manager
C003349_en_006	hotel security officer
C003350_en_000	drilling machine operator
C003350_en_001	CNC drilling machine operator
C003350_en_002	adzing and drilling machine operator
C003350_en_003	computer controlled drilling machine operator
C003350_en_004	computer numerical controlled drilling machine operator
C003350_en_005	drill and reamer technician
C003350_en_006	drill punch operative
C003350_en_007	drill punch operator
C003350_en_008	drill set-up operative
C003350_en_009	drill set-up operator
C003350_en_010	drill setup operative
C003350_en_011	drill setup operator
C003350_en_012	driller and broacher
C003350_en_013	driller and reamer
C003350_en_014	drilling and broaching technician
C003350_en_015	drilling machine inspector
C003350_en_016	drilling machine operative
C003350_en_017	drilling machine tender
C003350_en_018	drilling machine worker
C003350_en_019	drilling mill operator
C003350_en_020	foot drill operative
C003350_en_021	foot drill operator
C003350_en_022	gang drill operative
C003350_en_023	gang drill operator
C003350_en_024	horizontal drilling milling machine set-up operator
C003350_en_025	multiple-spindle vertical drilling mill set-up operator
C003350_en_026	vertical drilling mill operator
C003351_en_000	script writer
C003351_en_001	TV script writer
C003351_en_002	TV series script writer
C003351_en_003	film author
C003351_en_004	movie author
C003351_en_005	movie script writer
C003351_en_006	screen writer
C003351_en_007	screenplay writer
C003351_en_008	television script writer
C003351_en_009	television writer
C003352_en_000	fishing net maker
C003352_en_001	drift net maker
C003352_en_002	fisheries net maker
C003352_en_003	maker of fishing nets
C003353_en_000	ceramicist
C003353_en_001	artistic ceramicist
C003353_en_002	ceramics artist
C003353_en_003	ceramics designer & maker
C003353_en_004	ceramics designer and maker
C003353_en_005	ceramics maker & designer
C003353_en_006	ceramics maker and designer
C003353_en_007	ceramist
C003354_en_000	chemical engineer
C003354_en_001	ceramics chemical engineer
C003354_en_002	chemical engineering adviser
C003354_en_003	chemical engineering consultant
C003354_en_004	chemical engineering expert
C003354_en_005	chemical engineering specialist
C003354_en_006	chemical technology engineer
C003354_en_007	chemical technology engineering adviser
C003354_en_008	chemical technology engineering consultant
C003354_en_009	chemical technology engineering expert
C003354_en_010	chemical technology engineering specialist
C003354_en_011	chemicals engineer
C003354_en_012	glass chemical engineer
C003354_en_013	pyrotechnics chemical engineer
C003354_en_014	refinery process engineer
C003354_en_015	water purification chemical engineer
C003355_en_000	compression moulding machine operator
C003355_en_001	compression molding machine operative
C003355_en_002	compression molding machine operator
C003355_en_003	compression molding machine setter
C003355_en_004	compression moulding machine operative
C003355_en_005	compression moulding machine setter
C003355_en_006	molding machine operative
C003355_en_007	molding machine setter
C003355_en_008	moulding machine operative
C003355_en_009	moulding machine setter
C003355_en_010	production operative (plastic moulding)
C003355_en_011	production operator (plastic moulding)
C003356_en_000	subtitler
C003356_en_001	CART provider
C003356_en_002	caption editor
C003356_en_003	caption writer
C003356_en_004	captioner
C003356_en_005	closed caption editor
C003356_en_006	film subtitler
C003356_en_007	live subtitler
C003356_en_008	subtitler / adapter
C003356_en_009	subtitler / adaptor
C003356_en_010	subtitler and surtitler
C003356_en_011	subtitlers
C003356_en_012	subtitles adapter
C003356_en_013	subtitles adaptor
C003356_en_014	video subtitler
C003357_en_000	e-learning developer
C003357_en_001	e-learning developers
C003357_en_002	e-learning producer
C003357_en_003	eLearning developers
C003357_en_004	eLearning producer
C003358_en_000	tool and die maker
C003358_en_001	die dresser
C003358_en_002	die maker
C003358_en_003	die setter
