C000001_hr_000	Vojna zanimanja
C003323_hr_010	špediterski tehničar za uvoz i izvoz kemijskih proizvoda
C003324_hr_000	prometnik/prometnica tramvaja
C003324_hr_001	kontrolor tramvajskog i autobusnog prometa
C003324_hr_002	kontrolorka tramvajskog i autobusnog prometa
C003324_hr_003	prometnica tramvaja
C003324_hr_004	prometnik tramvaja
C003325_hr_000	geotehničar/geotehničarka
C003325_hr_001	geofizička tehničarka
C003325_hr_002	geofizički tehničar
C003325_hr_003	geotehničar
C003325_hr_004	geotehničarka
C003326_hr_000	operator/operatorica kladioničke ploče na konjskim utrkama
C003326_hr_001	operator kladioničke ploče na konjskim utrkama
C003326_hr_002	operatorica kladioničke ploče na konjskim utrkama
C003327_hr_000	nutricionist /nutricionistkinja za životinjsku hranu
C003327_hr_001	nutricionist za hranu za životinje
C003327_hr_002	nutricionist za životinjsku hranu
C003327_hr_003	nutricionistkinja za hranu za životinje
C003327_hr_004	nutricionistkinja za životinjsku hranu
C003327_hr_005	stručnjak za hranu za životinje
C003327_hr_006	stručnjak za životinjsku hranu
C003327_hr_007	stručnjakinja za hranu za životinje
C003327_hr_008	stručnjakinja za životinjsku hranu
C003328_hr_000	ulični prodavač/ulična prodavačica hrane
C003328_hr_001	ulična prodavačica hrane
C003328_hr_002	ulični prodavač hrane
C003329_hr_000	direktor/direktorica uvoza i izvoza kućanskih aparata
C003329_hr_001	direktor uvoza i izvoza kućanskih aparata
C003329_hr_002	direktorica uvoza i izvoza kućanskih aparata
C003330_hr_000	rukovatelj/rukovateljica uređajem za zavarivanje elektronskim snopom
C003330_hr_001	rukovatelj uređajem za zavarivanje elektronskim snopom
C003330_hr_002	rukovateljica uređajem za zavarivanje elektronskim snopom
C003331_hr_000	čelnik/čelnica interesne organizacije
C003331_hr_001	čelnica interesne organizacije
C003331_hr_002	čelnica interesne udruge
C003331_hr_003	čelnica sindikata
C003331_hr_004	čelnik interesne organizacije
C003331_hr_005	čelnik interesne udruge
C003331_hr_006	čelnik sindikata
C003332_hr_000	rukovatelj/rukovateljica uređajem za eloksiranje
C003332_hr_001	rukovatelj opremom za anodiziranje
C003332_hr_002	rukovatelj uređajem za eloksiranje
C003332_hr_003	rukovateljica opremom za anodiziranje
C003332_hr_004	rukovateljica uređajem za eloksiranje
C003333_hr_000	predavač/predavačica strojarstva
C003333_hr_001	predavač strojarstva
C003333_hr_002	predavačica strojarstva
C003333_hr_003	sveučilišna profesorica strojarstva
C003333_hr_004	sveučilišni profesor strojarstva
C003334_hr_000	željeznički kondukter / željeznička kondukterka
C003334_hr_001	kondukter spavaćih vagona
C003334_hr_002	kondukterka spavaćih vagona
C003334_hr_003	željeznička kondukterka
C003334_hr_004	željeznički kondukter
C003335_hr_000	uzgajatelj /uzgajateljica svinja
C003335_hr_001	specijalist za uzgoj svinja
C003335_hr_002	specijalistica za uzgoj svinja
C003335_hr_003	uzgajatelj svinja
C003335_hr_004	uzgajatelj za svinje
C003335_hr_005	uzgajateljica svinja
C003335_hr_006	uzgajateljica za svinje
C003335_hr_007	uzgajivač svinja
C003335_hr_008	uzgajivačica svinja
C003336_hr_000	ofset tiskar/ofset tiskarica
C003336_hr_001	ofset tiskar
C003336_hr_002	ofset tiskarica
C003337_hr_000	pripadnik/pripadnica službe spašavanja
C003337_hr_001	pripadnica službe spašavanja
C003337_hr_002	pripadnik službe spašavanja
C003338_hr_000	radnik/radnica na demontaži
C003338_hr_001	radnica na demontaži
C003338_hr_002	radnik na demontaži
C003339_hr_000	tehnolog/tehnologinja uzgoja u recirkulaciji u akvakulturi
C003339_hr_001	tehnolog uzgoja u recirkulaciji u akvakulturi
C003339_hr_002	tehnologinja uzgoja u recirkulaciji u akvakulturi
C003340_hr_000	tehničar/tehničarka za ispitivanje građevinskih materijala
C003340_hr_001	tehničar za ispitivanje građevinskih materijala
C003340_hr_002	tehničarka za ispitivanje građevinskih materijala
C003341_hr_000	voditelj/voditeljica igara u kasinu
C003341_hr_001	voditelj igara u kasinu
C003341_hr_002	voditelj kasina
C003341_hr_003	voditeljica igara u kasinu
C003341_hr_004	voditeljica kasina
C003342_hr_000	umjetnički terapeut/umjetnička terapeutkinja
C003342_hr_001	umjetnička terapeutkinja
C003342_hr_002	umjetnički terapeut
C003343_hr_000	rukovatelj/rukovateljica strojem u kartonaži
C003343_hr_001	rukovatelj pomoćnim strojem u kartonaži
C003343_hr_002	rukovatelj strojem u kartonaži
C003343_hr_003	rukovateljica pomoćnim strojem u kartonaži
C003343_hr_004	rukovateljica strojem u kartonaži
C003344_hr_000	srebrnar/srebrnarica
C003344_hr_001	srebrnar
C003344_hr_002	srebrnarica
C003345_hr_000	veletrgovac/veletrgovkinja strojevima i opremom za poljoprivredu
C003345_hr_001	komercijalist veleprodaje za poljoprivredne strojeve i opremu
C003345_hr_002	komercijalistica veleprodaje za poljoprivredne strojeve i opremu
C003345_hr_003	prodajna predstavnica za poljoprivredne strojeve i opremu
C003345_hr_004	prodajna zastupnica za poljoprivredne strojeve i opremu
C003345_hr_005	prodajni predstavnik za poljoprivredne strojeve i opremu
C003345_hr_006	prodajni zastupnik za poljoprivredne strojeve i opremu
C003345_hr_007	trgovac poljoprivrednim strojevima na veliko
C003345_hr_008	trgovkinja poljoprivrednim strojevima na veliko
C003345_hr_009	veleprodajna komercijalistica za poljoprivredne strojeve i opremu
C003345_hr_010	veleprodajna trgovkinja strojevima i opremom za poljoprivredu
C003345_hr_011	veleprodajni komercijalist za poljoprivredne strojeve i opremu
C003345_hr_012	veleprodajni trgovac strojevima i opremom za poljoprivredu
C003345_hr_013	veletrgovac strojevima i opremom za poljoprivredu
C003345_hr_014	veletrgovkinja strojevima i opremom za poljoprivredu
C003346_hr_000	opći veterinar/opća veterinarka
C003346_hr_001	opća djelatnica veterinarske prakse
C003346_hr_002	opća veterinarka
C003346_hr_003	opći djelatnik veterinarske prakse
C003346_hr_004	opći veterinar
C003346_hr_005	veterinar za konje
C003346_hr_006	veterinarka za konje
C003347_hr_000	politički novinar/politička novinarka
C003347_hr_001	politička novinarka
C003347_hr_002	politički novinar
C003348_hr_000	direktor/direktorica proizvodnje i proizvodnih postupaka
C003348_hr_001	direktor proizvodnje i proizvodnih postupaka
C003348_hr_002	direktor proizvodnje i proizvodnih postupaka (prerađivačka industrija)
C003348_hr_003	direktorica proizvodnje i proizvodnih postupaka
C003348_hr_004	direktorica proizvodnje i proizvodnih postupaka (prerađivačka industrija)
C003349_hr_000	službenik sigurnosti u hotelijerstvu/službenica sigurnosti u hotelijerstvu
C003349_hr_001	menadžer sigurnosti u hotelijerstvu
C003349_hr_002	menadžerica sigurnosti u hotelijerstvu
C003349_hr_003	upravitelj hotelske sigurnosti
C003349_hr_004	upravitelj sigurnosti hotela
C003349_hr_005	upravitelj sigurnošću u hotelijerstvu
C003349_hr_006	upraviteljica hotelske sigurnosti
C003349_hr_007	upraviteljica sigurnosti hotela
C003349_hr_008	upraviteljica sigurnošću u hotelijerstvu
C003350_hr_000	rukovatelj/rukovateljica strojem za bušenje kovina
C003350_hr_001	rukovatelj strojem za bušenje kovina
C003350_hr_002	rukovateljica strojem za bušenje kovina
C003351_hr_000	scenarist/scenaristica
C003351_hr_001	autor scenarija
C003351_hr_002	autorica scenarija
C003351_hr_003	scenarist
C003351_hr_004	scenaristica
C003352_hr_000	izrađivač/izrađivačica ribarskih mreža
C003352_hr_001	izrađivač ribarskih mreža
C003352_hr_002	izrađivačica ribarskih mreža
C003353_hr_000	umjetnik keramičar/umjetnica keramičarka
C003353_hr_001	akademska keramičarka
C003353_hr_002	akademski keramičar
C003353_hr_003	umjetnica keramičarka
C003353_hr_004	umjetnik keramičar
C003354_hr_000	kemijski inženjer/kemijska inženjerka
C003354_hr_001	inženjer kemijske tehnologije
C003354_hr_002	inženjerka kemijske tehnologije
C003354_hr_003	kemijska inženjerka
C003354_hr_004	kemijski inženjer
C003355_hr_000	ljevač/ljevačica plastičnih masa
C003355_hr_001	ljevač plastičnih masa
C003355_hr_002	ljevačica plastičnih masa
C003355_hr_003	pomoćna rukovateljica strojem za istiskivanje plastike
C003355_hr_004	pomoćni rukovatelj strojem za istiskivanje plastike
C003355_hr_005	rukovatelj strojem za istiskivanje plastike
C003355_hr_006	rukovateljica strojem za istiskivanje plastike
C003356_hr_000	prevoditelj/prevoditeljica podnaslova
C003356_hr_001	prevoditelj podnaslova
C003356_hr_002	prevoditelj titlova
C003356_hr_003	prevoditeljica podnaslova
C003356_hr_004	prevoditeljica titlova
C003357_hr_000	stručnjak /stručnjakinja za razvoj e-učenja
C003357_hr_001	specijalist za razvoj alata u e-učenju
C003357_hr_002	specijalist za razvoj e-učenja
C003357_hr_003	specijalistica za razvoj alata u e-učenju
C003357_hr_004	specijalistica za razvoj e-učenja
C003357_hr_005	stručnjak za razvijanje e-učenja
C003357_hr_006	stručnjak za razvoj e-učenja
C003357_hr_007	stručnjakinja za razvijanje e-učenja
C003357_hr_008	stručnjakinja za razvoj e-učenja
C003358_hr_000	izrađivač/izrađivačica matrica
C003358_hr_001	izrađivač matrica
C003358_hr_002	izrađivačica matrica
C003359_hr_000	crtač/crtačica stripova
C003359_hr_001	autor stripova
C003359_hr_002	autorica stripova
C003359_hr_003	crtač stripova
C003359_hr_004	crtačica stripova
C003360_hr_000	monter/monterka elektronike u vozilima
C003360_hr_001	monter elektronike u vozilima
C003360_hr_002	monterka elektronike u vozilima
C003361_hr_000	djelatnik /djelatnica uređaja za izradu cigareta
C003361_hr_001	djelatnica na uređaju za izradu cigareta
C003361_hr_002	djelatnica uređaja za izradu cigareta
C003361_hr_003	djelatnik na uređaju za izradu cigareta
C003361_hr_004	djelatnik uređaja za izradu cigareta
C003361_hr_005	operater stroja za izradu cigareta
C003361_hr_006	operaterka stroja za izradu cigareta
C003361_hr_007	radnica na uređaju za izradu cigareta
C003361_hr_008	radnik na uređaju za izradu cigareta
C003362_hr_000	rukovatelj/rukovateljica strojem za vezenje na tekstilu
C003362_hr_001	rukovatelj strojem za vezenje na tekstilu
C003362_hr_002	rukovateljica strojem za vezenje na tekstilu
C003363_hr_000	duhovnik/duhovnica
C003363_hr_001	duhovnica
C003363_hr_002	duhovnik
C003363_hr_003	vjerska službenica
C003363_hr_004	vjerski službenik
C003364_hr_000	vodoinstalater i plinoinstalater/vodoinstalaterka i plinoinstalaterka
C003364_hr_001	vodoinstalater i plinoinstalater
C003364_hr_002	vodoinstalaterka i plinoinstalaterka
C003365_hr_000	rukovatelj strojem za rafiniranje/rukovateljica strojem za rafiniranje
C003365_hr_001	djelatnica na strojevima za rafiniranje
C003365_hr_002	djelatnica na stroju za rafiniranje
C003365_hr_003	djelatnik na strojevima za rafiniranje
C003365_hr_004	djelatnik na stroju za rafiniranje
C003365_hr_005	radnica na strojevima za rafiniranje
C003365_hr_006	radnica na stroju za rafiniranje
C003365_hr_007	radnik na strojevima za rafiniranje
C003365_hr_008	radnik na stroju za rafiniranje
C003365_hr_009	rukovatelj strojem za rafiniranje
C003365_hr_010	rukovatelj strojevima za rafiniranje
C003365_hr_011	rukovateljica strojem za rafiniranje
C003365_hr_012	rukovateljica strojevima za rafiniranje
C003366_hr_000	laboratorijski tehničar / laboratorijska tehničarka za kontrolu kvalitete obuće
C003366_hr_001	laboratorijska tehničarka za kontrolu kvalitete obuće
C003366_hr_002	laboratorijski tehničar za kontrolu kvalitete obuće
C003367_hr_000	računovođa/računovotkinja
C003367_hr_001	računovotkinja
C003367_hr_002	računovođa
C003368_hr_000	voditelj/voditeljica prodavaonice bicikala
C003368_hr_001	voditelj prodavaonice bicikala
C003368_hr_002	voditeljica prodavaonice bicikala
C003369_hr_000	tehničar/tehničarka za mehatroniku
C003369_hr_001	mehatroničar
C003369_hr_002	mehatroničarka
C003369_hr_003	tehničar mehatronike
C003369_hr_004	tehničar za mehatroniku
C003369_hr_005	tehničarka mehatronike
C003369_hr_006	tehničarka za mehatroniku
C003370_hr_000	rukovatelj/rukovateljica uređajem za eksploziv
C003370_hr_001	pomoćna rukovateljica uređajem za eksploziv
C003370_hr_002	pomoćna rukovateljica uređajem za streljivo
C003370_hr_003	pomoćni rukovatelj uređajem za eksploziv
C003370_hr_004	pomoćni rukovatelj uređajem za streljivo
C003370_hr_005	rukovatelj uređajem za pirotehničke proizvode
C003370_hr_006	rukovatelj uređajem za streljivo
C003370_hr_007	rukovatelj uređajima za eksplozive
C003370_hr_008	rukovateljica uređajem za pirotehničke proizvode
C003370_hr_009	rukovateljica uređajem za streljivo
C003370_hr_010	rukovateljica uređajima za eksplozive
C003371_hr_000	direktor/direktorica distribucije mesa i mesnih proizvoda
C003371_hr_001	direktor distribucije mesa i mesnih proizvoda
C003371_hr_002	direktorica distribucije mesa i mesnih proizvoda
C003372_hr_000	skiper/skiperica
C003372_hr_001	kapetan riječnog broda
C003372_hr_002	kapetanica riječnog broda
C003372_hr_003	skiper
C003372_hr_004	skiperica
C003372_hr_005	voditelj čamca
C003372_hr_006	voditeljica čamca
C003373_hr_000	ravnatelj/ravnateljica doma za starije osobe
C003373_hr_001	ravnatelj doma za starije osobe
C003373_hr_002	ravnatelj ustanove socijalnog rada
C003373_hr_003	ravnateljica doma za starije osobe
C003373_hr_004	ravnateljica ustanove socijalnog rada
C003374_hr_000	rukovatelj/rukovateljica viličarom
C003374_hr_001	rukovatelj viličarom
C003374_hr_002	rukovateljica viličarom
C003374_hr_003	vozač viličara
C003374_hr_004	vozačica viličara
C003375_hr_000	rukovatelj/rukovateljica bagerom
C003375_hr_001	rukovatelj bagerom
C003375_hr_002	rukovatelj građevinskim strojevima
C003375_hr_003	rukovatelj jaružalom
C003375_hr_004	rukovatelj rovokopačem
C003375_hr_005	rukovatelj samohodnim građevinskim strojevima
C003375_hr_006	rukovatelj strojem za zemljane radove
C003375_hr_007	rukovateljica bagerom
C003375_hr_008	rukovateljica građevinskim strojevima
C003375_hr_009	rukovateljica jaružalom
C003375_hr_010	rukovateljica rovokopačem
C003375_hr_011	rukovateljica samohodnim građevinskim strojevima
C003375_hr_012	rukovateljica strojem za zemljane radove
C003375_hr_013	vozač strojeva za iskop
C003375_hr_014	vozačica strojeva za iskop
C003376_hr_000	biolog/biologinja
C003376_hr_001	biolog
C003376_hr_002	biologinja
C003376_hr_003	zoolog
C003376_hr_004	zoologinja
C003377_hr_000	instalater/instalaterka sustava za navodnjavanje
C003377_hr_001	instalater irigacijskog sustava
C003377_hr_002	instalater sustava navodnjavanja
C003377_hr_003	instalater sustava za navodnjavanje
C003377_hr_004	instalaterka irigacijskog sustava
C003377_hr_005	instalaterka sustava za navodnjavanje
C003378_hr_000	voditelj/voditeljica razvoja proizvoda obuće
C003378_hr_001	voditelj razvoja proizvoda obuće
C003378_hr_002	voditeljica razvoja proizvoda obuće
C003379_hr_000	voditelj/voditeljica odjela tehničkih i informatičkih poslova
C003379_hr_001	voditelj odjela tehničkih i informatičkih poslova
C003379_hr_002	voditelj odjela tehničkih, uslužnih i informatičkih poslova
C003379_hr_003	voditeljica odjela tehničkih i informatičkih poslova
C003379_hr_004	voditeljica odjela tehničkih, uslužnih i informatičkih poslova
C003380_hr_000	špediterski službenik/špediterska službenica za uvoz i izvoz alatnih strojeva
C003380_hr_001	službenica uvoza i izvoza alatnih strojeva
C003380_hr_002	službenik uvoza i izvoza alatnih strojeva
C003380_hr_003	tehničar za logistiku i špediciju za uvoz i izvoz alatnih strojeva
C003380_hr_004	tehničarka za logistiku i špediciju za uvoz i izvoz alatnih strojeva
C003380_hr_005	špediterska službenica uvoza/izvoza alatnih strojeva
C003380_hr_006	špediterska službenica za uvoz i izvoz alatnih strojeva
C003380_hr_007	špediterska tehničarka za uvoz i izvoz alatnih strojeva
C003380_hr_008	špediterski službenik uvoza/izvoza alatnih strojeva
C003380_hr_009	špediterski službenik za uvoz i izvoz alatnih strojeva
C003380_hr_010	špediterski tehničar za uvoz i izvoz alatnih strojeva
C003381_hr_000	inspektor/inspektorica za motore u zrakoplovu
C003381_hr_001	inspektor za motore u zrakoplovu
C003381_hr_002	inspektorica za motore u zrakoplovu
C003382_hr_000	arhitekt/arhitektica interijera
C003382_hr_001	arhitekt interijera
C003382_hr_002	arhitektica interijera
C003382_hr_003	projektant interijera
C003382_hr_004	projektantica interijera
C003383_hr_000	inženjer/inženjerka geotehnike
C003383_hr_001	inženjer geotehnike
C003383_hr_002	inženjer rudarstva i geotehnike
C003383_hr_003	inženjer za geotehniku
C003383_hr_004	inženjerka geotehnike
C003383_hr_005	inženjerka rudarstva i geotehnike
C003383_hr_006	inženjerka za geotehniku
C003384_hr_000	rudarski radnik/rudarska radnica
C003384_hr_001	radnica u rudnicima i kamenolomima
C003384_hr_002	radnica u rudniku
C003384_hr_003	radnik u rudnicima i kamenolomima
C003384_hr_004	radnik u rudniku
C003384_hr_005	rudarska radnica
C003384_hr_006	rudarski radnik
C003385_hr_000	veterinarski recepcionar/veterinarska recepcionarka
C003385_hr_001	recepcionar u veterinarskoj ambulanti
C003385_hr_002	recepcionar u veterini
C003385_hr_003	recepcionarka u veterinarskoj ambulanti
C003385_hr_004	recepcionarka u veterini
C003385_hr_005	veterinarska recepcionarka
C003385_hr_006	veterinarski recepcionar
C003386_hr_000	šumar/šumarica
C003386_hr_001	upravitelj šumom
C003386_hr_002	upravitelji šumama
C003387_hr_000	voditelj/voditeljica benzinske postaje
C003387_hr_001	voditelj benzinske postaje
C003387_hr_002	voditeljica benzinske postaje
C003388_hr_000	nadzorni inženjer/nadzorna inženjerka gradnje
C003388_hr_001	ispitivač građevinskih konstrukcija
C003388_hr_002	ispitivač građevinskih proizvoda
