C000001_it_000	Forze armate
C002811_it_006	responsabile servizio noleggio di macchine e attrezzature agricole
C002811_it_007	specialista del noleggio di macchine e attrezzature agricole
C002812_it_000	responsabile manutenzione dei mezzi di trasporto su strada
C002812_it_001	responsabile manutenzione flotta veicoli
C002812_it_002	responsabile manutenzione trasporti su gomma
C002812_it_003	responsabile manutenzione veicoli per trasporto su strada
C002813_it_000	addetto alla fermentazione del vino/addetta alla fermentazione del vino
C002813_it_001	addetta alla fermentazione del vino
C002813_it_002	addetto alla fermentazione del vino
C002813_it_003	fermentatore del vino
C002813_it_004	fermentatrice del vino
C002814_it_000	mediatore culturale educativo/mediatrice culturale educativa
C002814_it_001	mediatore culturale educativo
C002814_it_002	mediatrice culturale educativa
C002815_it_000	classificatore piallacci/classificatrice piallacci
C002815_it_001	addetta controllo qualità legno compensato
C002815_it_002	addetta controllo qualità piallacci
C002815_it_003	addetto controllo qualità legno compensato
C002815_it_004	addetto controllo qualità piallacci
C002815_it_005	classificatore piallacci
C002815_it_006	classificatrice piallacci
C002815_it_007	selezionatore fogli di piallaccio
C002815_it_008	selezionatore piallacci
C002815_it_009	selezionatrice fogli di piallaccio
C002815_it_010	selezionatrice piallacci
C002816_it_000	intagliatore su legno/intagliatrice su legno
C002816_it_001	inciditrice su legno
C002816_it_002	incisora su legno
C002816_it_003	incisore su legno
C002816_it_004	intagliatore su legno
C002816_it_005	intagliatrice su legno
C002816_it_006	intarsiatore su legno
C002816_it_007	intarsiatrice su legno
C002816_it_008	ornatista su legno
C002816_it_009	sbalzatore in legno
C002816_it_010	sbalzatrice in legno
C002816_it_011	scultore in legno
C002816_it_012	scultrice in legno
C002817_it_000	consulente per la violenza di genere
C002817_it_001	operatore sociale specializzato in assistenza alle vittime di violenza di genere
C002817_it_002	operatrice sociale specializzata in assistenza alle vittime di violenza di genere
C002818_it_000	cuoco di partita di pesce/cuoca di partita di pesce
C002818_it_001	cuoca di partita di pesce
C002818_it_002	cuoca esperta in pesce
C002818_it_003	cuoca specializzata in cucina di pesce
C002818_it_004	cuoco di partita di pesce
C002818_it_005	cuoco esperto in pesce
C002818_it_006	cuoco specializzato in cucina di pesce
C002819_it_000	consulente viticolo/consulente viticola
C002819_it_001	consulente viticola
C002819_it_002	consulente viticola enologica
C002819_it_003	consulente viticolo
C002819_it_004	consulente viticolo enologico
C002819_it_005	consulente vitivinicola
C002819_it_006	consulente vitivinicolo
C002820_it_000	specialista import-export di macchinari per l’estrazione, l’edilizia e l’ingegneria civile
C002820_it_001	importatore-esportatore di macchinari per l'estrazione, l'edilizia e l'ingegneria civile
C002820_it_002	importatrice-esportatrice di macchinari per l'estrazione, l'edilizia e l'ingegneria civile
C002820_it_003	responsabile import-export di macchinari per l'estrazione, l'edilizia e l'ingegneria civile
C002821_it_000	appaltatore principale nel settore dell’edilizia
C002821_it_001	appaltatore del cantiere
C002821_it_002	appaltatore edilizio
C002821_it_003	dirigente dell'edilizia
C002821_it_004	responsabile del progetto edilizio
C002822_it_000	responsabile generale del trasporto marittimo
C002822_it_001	direttore del trasporto marittimo
C002822_it_002	direttore generale del trasporto marittimo
C002822_it_003	direttrice del trasporto marittimo
C002822_it_004	direttrice generale del trasporto marittimo
C002823_it_000	esperto in modellazione 3D/esperta in modellazione 3D
C002823_it_001	esperta di computer grafica
C002823_it_002	esperta in modellazione 3D
C002823_it_003	esperto di computer grafica
C002823_it_004	esperto in modellazione 3D
C002823_it_005	modellista 3D
C002824_it_000	magistrato di sorveglianza/magistrata di sorveglianza
C002824_it_001	agente di controllo della libertà vigilata
C002824_it_002	assistente sociale al servizio penale
C002824_it_003	esperta reinserimento ex carcerati
C002824_it_004	esperto reinserimento ex carcerati
C002824_it_005	funzionaria addetta alla sorveglianza di individui in libertà provvisoria
C002824_it_006	funzionario addetto alla sorveglianza di individui in libertà provvisoria
C002824_it_007	magistrato di sorveglianza
C002824_it_008	responsabile dell'esecuzione penale esterna
C002825_it_000	geografo/geografa
C002825_it_001	geografa
C002825_it_002	geografa culturale
C002825_it_003	geografa economica
C002825_it_004	geografo
C002825_it_005	geografo culturale
C002825_it_006	geografo economico
C002826_it_000	addetto alla fatturazione/addetta alla fatturazione
C002826_it_001	addetta alla contabilità
C002826_it_002	addetta alla fatturazione
C002826_it_003	addetta alle scritture contabili
C002826_it_004	addetto alla contabilità
C002826_it_005	addetto alla fatturazione
C002826_it_006	addetto alle scritture contabili
C002826_it_007	contabile clienti
C002826_it_008	fatturista
C002826_it_009	primanotista
C002826_it_010	primanotista d'ordine
C002826_it_011	ragioniera
C002826_it_012	ragioniera contabile
C002826_it_013	ragioniere
C002826_it_014	ragioniere contabile
C002827_it_000	operatore di impianti per la preparazione della pasta di legno/operatrice di impianti per la preparazione della pasta di legno
C002827_it_001	operatore di impianti per la preparazione della pasta di legno
C002827_it_002	operatrice di impianti per la preparazione della pasta di legno
C002828_it_000	galvanostegista
C002828_it_001	operatore ai trattamenti galvanici
C002828_it_002	operatrice ai trattamenti galvanici
C002829_it_000	responsabile finanziamenti
C002829_it_001	amministratore sovvenzioni
C002829_it_002	amministratrice sovvenzioni
C002829_it_003	responsabile assegni di ricerca
C002830_it_000	ingegnere dell’automazione
C002830_it_001	ingegnere di robotica
C002830_it_002	ingegnere robotico
C002831_it_000	sviluppatore di software per dispositivi mobili industriali/sviluppatrice di software per dispositivi mobili industriali
C002831_it_001	sviluppatore di software per dispositivi mobili industriali
C002831_it_002	sviluppatrice di software per dispositivi mobili industriali
C002832_it_000	responsabile degli acquisti TIC
C002832_it_001	acquirente IT
C002832_it_002	compratore di prodotti informatici
C002832_it_003	compratrice di prodotti informatici
C002832_it_004	consumatore IT
C002832_it_005	consumatrice IT
C002832_it_006	responsabili degli acquisti TIC
C002833_it_000	cuoco-grigliere/cuoca-grigliera
C002833_it_001	cuoca addetta alla griglia
C002833_it_002	cuoca-grigliera
C002833_it_003	cuoco addetto alla griglia
C002833_it_004	cuoco-grigliere
C002833_it_005	grigliera
C002833_it_006	grigliere
C002834_it_000	responsabile import-export di macchine utensili
C002834_it_001	manager del commercio internazionale di macchine utensili
C002834_it_002	responsabile del commercio internazionale di macchine utensili
C002835_it_000	generale di brigata
C002835_it_001	brigadier generale
C002835_it_002	brigadier generale dell'esercito
C002835_it_003	generale di brigata dell'esercito
C002835_it_004	generale di brigata delle forze armate
C002836_it_000	geometra consulente immobiliare
C002836_it_001	geometra
C002836_it_002	geometra comunale
C002836_it_003	ingegnere civile junior
C002836_it_004	perito immobiliare
C002837_it_000	responsabile di canile
C002837_it_001	responsabile di asilo per animali
C002837_it_002	responsabile di gattile
C002837_it_003	responsabile di pensione per animali
C002837_it_004	responsabile di pensione per cani e gatti
C002838_it_000	ingegnere civile in ambito aeroportuale
C002839_it_000	disegnatore di mobili/disegnatrice di mobili
C002839_it_001	designer di arredamento
C002839_it_002	designer di mobili
C002839_it_003	disegnatore di arredamento
C002839_it_004	disegnatore di arredi
C002839_it_005	disegnatore di mobili
C002839_it_006	disegnatrice di arredamento
C002839_it_007	disegnatrice di arredi
C002839_it_008	disegnatrice di mobili
C002839_it_009	progettista di mobili e arredi
C002840_it_000	installatore di cucine/installatrice di cucine
C002840_it_001	falegname montatore di cucine
C002840_it_002	installatore di cucine
C002840_it_003	installatrice di cucine
C002840_it_004	montatore di cucine
C002840_it_005	montatrice di cucine
C002841_it_000	addetto alla forgiatura con pressa meccanica/addetta alla forgiatura con pressa meccanica
C002841_it_001	addetta alla forgiatura con pressa meccanica
C002841_it_002	addetto alla forgiatura con pressa meccanica
C002841_it_003	operatore di pressa meccanica
C002841_it_004	operatore di pressa meccanica per stampaggio
C002841_it_005	operatore di pressa meccanica per stampatura
C002841_it_006	operatrice di pressa meccanica
C002841_it_007	operatrice di pressa meccanica per stampaggio
C002841_it_008	operatrice di pressa meccanica per stampatura
C002842_it_000	cosmologo/cosmologa
C002842_it_001	anetologa
C002842_it_002	astronoma
C002842_it_003	astronomo
C002842_it_004	cosmologa
C002842_it_005	cosmologo
C002842_it_006	planetologo
C002843_it_000	operatore di macchina per taglio laser/operatrice di macchina per taglio laser
C002843_it_001	operaia addetta al taglio laser di metalli
C002843_it_002	operaio addetto al taglio laser di metalli
C002843_it_003	operatore di macchina per taglio laser
C002843_it_004	operatore di taglio laser
C002843_it_005	operatrice di macchina per taglio laser
C002843_it_006	operatrice di taglio laser
C002844_it_000	costruttore di strumenti chirurgici/costruttrice di strumenti chirurgici
C002844_it_001	costruttore di dispositivi ortopedici
C002844_it_002	costruttore di strumenti chirurgici
C002844_it_003	costruttrice di dispositivi ortopedici
C002844_it_004	costruttrice di strumenti chirurgici
C002844_it_005	operatore di dispositivi ortopedici su misura
C002844_it_006	operatrice di dispositivi ortopedici su misura
C002844_it_007	riparatore di strumenti chirurgici
C002844_it_008	riparatrice di strumenti chirurgici
C002845_it_000	istruttore di guida/istruttrice di guida
C002845_it_001	insegnante di autoscuola
C002845_it_002	istruttore di autoscuola
C002845_it_003	istruttore di guida
C002845_it_004	istruttore di scuola guida
C002845_it_005	istruttrice di autoscuola
C002845_it_006	istruttrice di guida
C002845_it_007	istruttrice di scuola guida
C002845_it_008	responsabile didattica autoscuola
C002845_it_009	responsabile didattico autoscuola
C002846_it_000	addetto alla frantumazione/addetta alla frantumazione
C002846_it_001	addetta alla frantumazione
C002846_it_002	addetta alla frullettatrice per trattamento di minerali
C002846_it_003	addetta alle macine
C002846_it_004	addetto alla frantumazione
C002846_it_005	addetto alla frullettatrice per trattamento di minerali
C002846_it_006	addetto alle macine
C002847_it_000	assistente editoriale
C002847_it_001	assistente di redazione
C002847_it_002	correttore di bozze
C002847_it_003	correttrice di bozze
C002848_it_000	sommozzatore soccorritore/sommozzatrice soccorritrice
C002848_it_001	sommozzatore soccorritore
C002848_it_002	sommozzatrice soccorritrice
C002848_it_003	sub soccorritore
C002848_it_004	sub soccorritrice
C002849_it_000	tecnico di ingegneria industriale
C002850_it_000	responsabile dei servizi
C002850_it_001	designer grafico
C002850_it_002	manager dei servizi
C002850_it_003	responsabile dei servizi di pulizia
C002850_it_004	responsabile del design grafico
C002850_it_005	service manager
C002851_it_000	comandante di peschereccio
C002851_it_001	capitano di peschereccio
C002852_it_000	manicure
C002852_it_001	addetta salone per unghie
C002852_it_002	addetto salone per unghie
C002852_it_003	assistente salone per unghie
C002852_it_004	estetista delle mani
C002852_it_005	estetista mani
C002852_it_006	estetista manicurista
C002852_it_007	nail artist
C002852_it_008	onicotecnica
C002852_it_009	onicotecnico
C002852_it_010	operatore salone per unghie
C002852_it_011	operatrice salone per unghie
C002852_it_012	tecnico della ricostruzione unghie
C002852_it_013	tecnico di centro di ricostruzione unghie
C002853_it_000	ingegnere metallurgico
C002854_it_000	maniscalco
C002854_it_001	artigiana specializzata nella realizzazione di ferri per cavalli e bovini
C002854_it_002	artigiano specializzato nella realizzazione di ferri per cavalli e bovini
C002854_it_003	esperta di zoccoli di cavalli
C002854_it_004	esperto di zoccoli di cavalli
C002854_it_005	maniscalchi
C002855_it_000	ufficiale della guardia costiera
C002856_it_000	responsabile trucco e parrucco
C002856_it_001	responsabile trucco e parrucche
C002857_it_000	marittimo
C002858_it_000	sviluppatore di applicazioni informatiche/sviluppatrice di applicazioni informatiche
C002858_it_001	sviluppatore di software applicativi
C002858_it_002	sviluppatore di soluzioni
C002858_it_003	sviluppatrice di software applicativi
C002858_it_004	sviluppatrice di soluzioni
C002859_it_000	cabarettista
C002859_it_001	comica
C002859_it_002	comico
C002860_it_000	operatore di motosega da depezzatura/operatrice di motosega da depezzatura
C002860_it_001	boscaiola
C002860_it_002	boscaiolo
