C000001_sl_000	Vojaški poklici
C003187_sl_001	dopisnica
C003187_sl_002	dopisnik
C003187_sl_003	gospodarska novinarka
C003187_sl_004	gospodarski novinar
C003187_sl_005	novinar za gospodarstvo
C003187_sl_006	novinarka za gospodarstvo
C003187_sl_007	poročevalec
C003187_sl_008	poročevalka
C003187_sl_009	reporter
C003187_sl_010	reporterka
C003188_sl_000	vodja blagajne in stikov z obiskovalci v kulturno-umetniški ustanovi
C003188_sl_001	vodja blagajne v gledališču
C003188_sl_002	vodja blagajne, stikov z obiskovalci in gostinske ponudbe v kulturno-umetniški ustanovi
C003188_sl_003	vodja gledališke blagajne
C003188_sl_004	vodja hostesne recepcije
C003188_sl_005	vodja informacijskega središča in prodaje vstopnic
C003188_sl_006	vodja prodaje vstopnic v gledališču
C003189_sl_000	umetniški vodja/umetniška vodja
C003189_sl_001	umetniška direktorica
C003189_sl_002	umetniška vodja
C003189_sl_003	umetniški direktor
C003189_sl_004	umetniški vodja
C003190_sl_000	šiviljec/šivilja za popravljanje oblačil
C003190_sl_001	šivilja za popravljanje oblačil
C003190_sl_002	šiviljec za popravljanje oblačil
C003191_sl_000	inženir/inženirka strojništva za motorje
C003191_sl_001	inženir strojništva za motorje
C003191_sl_002	inženirka strojništva za motorje
C003192_sl_000	skrbnik/skrbnica nabave
C003192_sl_001	komercialist za nabavo
C003192_sl_002	komercialistka za nabavo
C003192_sl_003	koordinator nabave
C003192_sl_004	koordinatorka nabave
C003192_sl_005	skrbnica nabave
C003192_sl_006	skrbnik nabave
C003193_sl_000	industrijski livar/industrijska livarka
C003193_sl_001	industrijska livarka
C003193_sl_002	industrijski livar
C003194_sl_000	vodja izvoza in uvoza sadja in zelenjave
C003194_sl_001	področna vodja izvoza sadja in zelenjave
C003194_sl_002	področni vodja izvoza sadja in zelenjave
C003194_sl_003	vodja izvoza sadja in zelenjave
C003194_sl_004	vodja uvoza sadja in zelenjave
C003195_sl_000	vodja izvoza in uvoza kmetijskih surovin, semena in krme
C003195_sl_001	področna vodja izvoza kmetijskih surovin, semena in krme
C003195_sl_002	področni vodja izvoza kmetijskih surovin, semena in krme
C003195_sl_003	vodja izvoza in uvoza kmetijskih surovin, semena in živalske krme
C003195_sl_004	vodja izvoza kmetijskih surovin, semena in krme
C003195_sl_005	vodja oddelka izvoza in uvoza kmetijskih surovin, semena in krme
C003195_sl_006	vodja uvoza kmetijskih surovin, semena in krme
C003196_sl_000	balzamer/balzamerka
C003196_sl_001	balzamer
C003196_sl_002	balzamerka
C003197_sl_000	sladarski mojster/sladarska mojstrica
C003197_sl_001	mojster pridobivanja slada
C003197_sl_002	mojstrica pridobivanja slada
C003197_sl_003	sladarska mojstrica
C003197_sl_004	sladarski mojster
C003198_sl_000	popravljavec/popravljavka nakita
C003198_sl_001	draguljar
C003198_sl_002	draguljarka
C003198_sl_003	popravljavec nakita
C003198_sl_004	popravljavka nakita
C003199_sl_000	nadzornik/nadzornica v proizvodnji tirnih vozil
C003199_sl_001	nadzornica v proizvodnji tirnih vozil
C003199_sl_002	nadzornik v proizvodnji tirnih vozil
C003200_sl_000	socialni delavec/socialna delavka za rehabilitacijo
C003200_sl_001	socialna delavka za poklicno rehabilitacijo
C003200_sl_002	socialna delavka za rehabilitacijo
C003200_sl_003	socialni delavec za poklicno rehabilitacijo
C003200_sl_004	socialni delavec za rehabilitacijo
C003201_sl_000	strokovni sodelavec za uvoz in izvoz porcelana in druge steklenine/strokovna sodelavka za uvoz in izvoz porcelana in druge steklenine
C003201_sl_001	referent za uvoz in izvoz porcelana in druge steklenine
C003201_sl_002	referentka za uvoz in izvoz porcelana in druge steklenine
C003201_sl_003	strokovna sodelavka za uvoz in izvoz porcelana in druge steklenine
C003201_sl_004	strokovni sodelavec za uvoz in izvoz porcelana in druge steklenine
C003202_sl_000	skrbnik/skrbnica spletišča
C003202_sl_001	skrbnica spletišča
C003202_sl_002	skrbnica spletnih mest
C003202_sl_003	skrbnik spletišča
C003202_sl_004	skrbnik spletnih mest
C003202_sl_005	spletar
C003202_sl_006	spletarka
C003202_sl_007	spletna skrbnica
C003202_sl_008	spletni skrbnik
C003203_sl_000	upravljavec/upravljavka kontejnerskega dvigala
C003203_sl_001	upravljavec kontejnerskega dvigala
C003203_sl_002	upravljavka kontejnerskega dvigala
C003204_sl_000	popravljavec/popravljavka obutve
C003204_sl_001	popravljavec obutve
C003204_sl_002	popravljavka obutve
C003204_sl_003	čevljar
C003204_sl_004	čevljarka
C003205_sl_000	inženir/inženirka površinske obdelave
C003205_sl_001	inženir površinske obdelave
C003205_sl_002	inženirka površinske obdelave
C003206_sl_000	kinooperater/kinooperaterka
C003206_sl_001	kinooperater
C003206_sl_002	kinooperaterka
C003207_sl_000	tehnik/tehnica za optoelektroniko
C003207_sl_001	tehnica za optoelektroniko
C003207_sl_002	tehnik za optoelektroniko
C003208_sl_000	vodja klicnega centra
C003208_sl_001	koordinator klicnega centra
C003208_sl_002	koordinator kontaktnega centra
C003208_sl_003	koordinatorka klicnega centra
C003208_sl_004	koordinatorka kontaktnega centra
C003208_sl_005	vodja centra za stranke
C003208_sl_006	vodja kontaktnega centra
C003209_sl_000	delavec/delavka za dela pri podiranju stavb
C003209_sl_001	delavec za dela pri podiranju stavb
C003209_sl_002	delavka za dela pri podiranju stavb
C003209_sl_003	podiralec stavb
C003209_sl_004	podiralka stavb
C003209_sl_005	rušilec stavb
C003209_sl_006	rušilka stavb
C003210_sl_000	upravnik/upravnica nepremičnin
C003210_sl_001	upravnica nepremičnin
C003210_sl_002	upravnik nepremičnin
C003211_sl_000	strokovni sodelavec za uvoz in izvoz parfumov in kozmetike/strokovna sodelavka za uvoz in izvoz parfumov in kozmetike
C003211_sl_001	referent za uvoz in izvoz parfumov in kozmetike
C003211_sl_002	referentka za uvoz in izvoz parfumov in kozmetike
C003211_sl_003	strokovna sodelavka za uvoz in izvoz parfumov in kozmetike
C003211_sl_004	strokovni sodelavec za uvoz in izvoz parfumov in kozmetike
C003212_sl_000	pomožni mornar/pomožna mornarka v notranji plovbi
C003212_sl_001	pomožna mornarka v notranji plovbi
C003212_sl_002	pomožni mornar v notranji plovbi
C003213_sl_000	vodja prekladalnih storitev v pomorskem prometu
C003213_sl_001	menedžer pristaniško-prekladalnih storitev
C003213_sl_002	menedžer storitev v pomorskem prometu
C003213_sl_003	menedžerka pristaniško-prekladalnih storitev
C003213_sl_004	menedžerka storitev v pomorskem prometu
C003214_sl_000	vodja distribucije električnih gospodinjskih aparatov
C003214_sl_001	koordinator logistike in distribucije električnih gospodinjskih aparatov
C003214_sl_002	koordinatorka logistike in distribucije električnih gospodinjskih aparatov
C003214_sl_003	vodja distribucije elektroaparatov
C003214_sl_004	vodja distribucijske verige za električne gospodinjske aparate
C003214_sl_005	vodja logistike in distribucije električnih gospodinjskih aparatov
C003214_sl_006	vodja oskrbovalne verige z električnimi gospodinjskimi aparati
C003214_sl_007	vodja prodaje in distribucije električnih gospodinjskih aparatov
C003215_sl_000	inšpektor/inšpektorica za nadzor nad nevarnimi odpadki
C003215_sl_001	inšpektor za nadzor nad nevarnimi odpadki
C003215_sl_002	inšpektor za nevarne odpadke
C003215_sl_003	inšpektorica za nadzor nad nevarnimi odpadki
C003215_sl_004	inšpektorica za nevarne odpadke
C003216_sl_000	poslovodja izposojevalnice
C003217_sl_000	trgovec/trgovka na debelo z živimi živalmi
C003217_sl_001	trgovec na debelo z živimi živalmi
C003217_sl_002	trgovka na debelo z živimi živalmi
C003218_sl_000	svetovalec/svetovalka za energetiko
C003218_sl_001	svetovalec za energetiko
C003218_sl_002	svetovalka za energetiko
C003219_sl_000	vodja blagovne znamke
C003219_sl_001	menedžer blagovne znamke
C003219_sl_002	vodja blagovnih znamk
C003219_sl_003	vodja znamke
C003220_sl_000	vodja financiranja programov
C003220_sl_001	vodja programskega financiranja
C003221_sl_000	sestavljavec/sestavljavka finomehaničnih instrumentov
C003221_sl_001	finomehanik
C003221_sl_002	finomehaničarka
C003221_sl_003	sestavljavec finomehaničnih instrumentov
C003221_sl_004	sestavljavka finomehaničnih instrumentov
C003222_sl_000	tehnični risar/tehnična risarka za ogrevanje, prezračevanje, klimatizacijo in hlajenje
C003222_sl_001	tehnična risarka za ogrevanje, prezračevanje, klimatizacijo in hlajenje
C003222_sl_002	tehnični risar za ogrevanje, prezračevanje, klimatizacijo in hlajenje
C003223_sl_000	izvajalec/izvajalka postopkov konzerviranja sadja in zelenjave
C003223_sl_001	izvajalec postopkov konzerviranja sadja in zelenjave
C003223_sl_002	izvajalka postopkov konzerviranja sadja in zelenjave
C003223_sl_003	konzervator sadja
C003223_sl_004	konzervatorka sadja
C003223_sl_005	predelovalec sadja in zelenjave
C003223_sl_006	predelovalka sadja in zelenjave
C003224_sl_000	upravljavec/upravljavka stroja za potopno oblikovanje izdelkov iz kavčuka
C003224_sl_001	upravljavec stroja za potopno oblikovanje izdelkov iz kavčuka
C003224_sl_002	upravljavka stroja za potopno oblikovanje izdelkov iz kavčuka
C003225_sl_000	menedžer/menedžerka v rudarstvu
C003225_sl_001	menedžer v rudarstvu
C003225_sl_002	menedžerka v rudarstvu
C003225_sl_003	rudarska poslovodja
C003225_sl_004	rudarski poslovodja
C003225_sl_005	vodja kamnoloma
C003225_sl_006	vodja proizvodnje v kamnolomu
C003225_sl_007	vodja rudarskih del
C003226_sl_000	dividendni analitik/dividendna analitičarka
C003226_sl_001	analitik za dividende
C003226_sl_002	analitičarka za dividende
C003226_sl_003	dividendna analitičarka
C003226_sl_004	dividendni analitik
C003227_sl_000	vodja pralnice
C003228_sl_000	slaščičar/slaščičarka
C003228_sl_001	izdelovalec sladkega peciva
C003228_sl_002	izdelovalec slaščic
C003228_sl_003	izdelovalec tort
C003228_sl_004	izdelovalka sladkega peciva
C003228_sl_005	izdelovalka slaščic
C003228_sl_006	izdelovalka tort
C003228_sl_007	slaščičar
C003228_sl_008	slaščičarka
C003229_sl_000	svetovalec/svetovalka za razvoj podeželja
C003229_sl_001	gozdna čuvajka
C003229_sl_002	gozdni čuvaj
C003229_sl_003	skupinovodja za vzdrževanje naravnih območij
C003229_sl_004	svetovalec za razvoj podeželja
C003229_sl_005	svetovalka za razvoj podeželja
C003229_sl_006	čuvaj parka
C003229_sl_007	čuvajka parka
C003230_sl_000	strokovnjak/strokovnjakinja za oglaševanje
C003230_sl_001	oglaševalska strokovnjakinja
C003230_sl_002	oglaševalski strokovnjak
C003230_sl_003	strokovnjak za oglaševanje
C003230_sl_004	strokovnjakinja za oglaševanje
C003231_sl_000	kemik za dišave/kemičarka za dišave
C003231_sl_001	kemik za dišave
C003231_sl_002	kemičarka za dišave
C003232_sl_000	prodajalec/prodajalka glasbe in filmov
C003232_sl_001	prodajalec glasbe in filmov
C003232_sl_002	prodajalec kaset
C003232_sl_003	prodajalec plošč
C003232_sl_004	prodajalec zvočnih in video nosilcev
C003232_sl_005	prodajalka glasbe in filmov
C003232_sl_006	prodajalka kaset
C003232_sl_007	prodajalka plošč
C003232_sl_008	prodajalka zvočnih in video nosilcev
C003233_sl_000	vodja distribucije pijač
C003233_sl_001	distributer pijač
C003233_sl_002	koordinator logistike in distribucije pijač
C003233_sl_003	koordinatorka logistike in distribucije pijač
C003233_sl_004	vodja distribucijske verige za pijače
C003233_sl_005	vodja načrtovanja oskrbovalne verige s pijačami
C003233_sl_006	vodja oskrbovalne verige s pijačami
C003233_sl_007	vodja prodaje in distribucije pijač
C003234_sl_000	patentni inženir/patentna inženirka
C003234_sl_001	inženir za patente
C003234_sl_002	inženirka za patente
C003234_sl_003	patentna inženirka
C003234_sl_004	patentni inženir
C003235_sl_000	vodja distribucije kmetijskih strojev in naprav
C003235_sl_001	distributer kmetijskih strojev in naprav
C003235_sl_002	vodja distribucije kmetijskih strojev in opreme
C003235_sl_003	vodja logistike in distribucije kmetijskih strojev in naprav
C003235_sl_004	vodja logistike za kmetijske stroje in opremo
C003235_sl_005	vodja oskrbovalne verige s kmetijskimi stroji in napravami
C003235_sl_006	vodja oskrbovalne verige s kmetijskimi stroji in opremo
C003236_sl_000	tehnik/tehnica na področju reprodukcije v akvakulturi
C003236_sl_001	tehnica na področju reprodukcije v akvakulturi
C003236_sl_002	tehnik na področju reprodukcije v akvakulturi
C003237_sl_000	trgovec/trgovka na debelo s pijačami
C003237_sl_001	trgovec na debelo s pijačami
C003237_sl_002	trgovka na debelo s pijačami
C003238_sl_000	upravljavec/upravljavka naprave za mletje kakava
C003238_sl_001	upravljavec mletja kakava
C003238_sl_002	upravljavec naprave za mletje kakava
C003238_sl_003	upravljavka mletja kakava
C003238_sl_004	upravljavka naprave za mletje kakava
C003239_sl_000	omrežni načrtovalec IKT/omrežna načrtovalka IKT
C003239_sl_001	arhitekt omrežja
C003239_sl_002	arhitektka omrežja
C003239_sl_003	načrtovalec omrežja
C003239_sl_004	načrtovalec za omrežja
C003239_sl_005	načrtovalka omrežja
C003239_sl_006	načrtovalka za omrežja
C003239_sl_007	omrežna načrtovalka
C003239_sl_008	omrežni načrtovalec
C003240_sl_000	upravljavec/upravljavka drobilnega mlina za pridelavo alkoholnih pijač
C003240_sl_001	upravljavec drobilnega mlina za pridelavo alkoholnih pijač
C003240_sl_002	upravljavec drobilnika
C003240_sl_003	upravljavec drobilnika za grozdje
C003240_sl_004	upravljavec mlina za grozdje
C003240_sl_005	upravljavka drobilnega mlina za pridelavo alkoholnih pijač
C003240_sl_006	upravljavka drobilnika
C003240_sl_007	upravljavka drobilnika za grozdje
C003240_sl_008	upravljavka mlina za grozdje
C003241_sl_000	asistent/asistentka gledališke režije
C003241_sl_001	asistent gledališke režije
C003241_sl_002	asistent gledališkega rešiserja
C003241_sl_003	asistent režije
C003241_sl_004	asistentka gledališke režije
C003241_sl_005	asistentka gledališkega režiserja
C003241_sl_006	asistentka režije
C003242_sl_000	prodajalec/prodajalka delikatese
C003242_sl_001	prodajalec delikatese
C003242_sl_002	prodajalka delikatese
C003243_sl_000	inženir/inženirka gradbeništva za hidroelektrarne
C003243_sl_001	inženir gradbeništva za hidroelektrarne
C003243_sl_002	inženirka gradbeništva za hidroelektrarne
C003244_sl_000	pohištveni mizar/pohištvena mizarka
C003244_sl_001	mizar
C003244_sl_002	mizarka
C003244_sl_003	pohištvbena mizarka
C003244_sl_004	pohištveni mizar
C003245_sl_000	urbanist/urbanistka
C003245_sl_001	urbanist
C003245_sl_002	urbanistka
C003246_sl_000	svečar/svečarka
C003246_sl_001	izdelovalec sveč
C003246_sl_002	izdelovalka sveč
C003246_sl_003	svečar
C003246_sl_004	svečarka
C003247_sl_000	vodja vzgojno-izobraževalne organizacije
C003247_sl_001	menedžer vzgojno-izobraževalne organizacije
C003247_sl_002	menedžer vzgojno-izobraževalnega zavoda
C003247_sl_003	menedžerka vzgojno-izobraževalne organizacije
C003247_sl_004	menedžerka vzgojno-izobraževalnega zavoda
C003247_sl_005	ravnatelj vzgojno-izobraževalnega zavoda
C003247_sl_006	ravnateljica vzgojno-izobraževalnega zavoda
C003248_sl_000	strokovnjak/strokovnjakinja za cenovne strategije
C003248_sl_001	strokovnjak za cenovne strategije
C003248_sl_002	strokovnjakinja za cenovne strategije
C003249_sl_000	delavec/delavka v samopostrežni pralnici
C003249_sl_001	delavec v samopostrežni pralnici
C003249_sl_002	delavka v samopostrežni pralnici
C003249_sl_003	pomočnica v samopostrežni pralnici
C003249_sl_004	pomočnik v samopostrežni pralnici
C003250_sl_000	upravljavec/upravljavka stroja za oblikovanje steklenih izdelkov
C003250_sl_001	upravljavec stroja za oblikovanje steklenih izdelkov
C003250_sl_002	upravljavka stroja za oblikovanje steklenih izdelkov
C003251_sl_000	svetovalec/svetovalka za priseljevanje
C003251_sl_001	svetovalec za priseljevanje
C003251_sl_002	svetovalka za priseljevanje
C003252_sl_000	načrtovalec /načrtovalka sistema IKT
C003252_sl_001	arhitekt sistema IKT
C003252_sl_002	arhitektka sistema IKT
C003252_sl_003	načrtovalec IKT-sistema
C003252_sl_004	načrtovalec sistema ICT
C003252_sl_005	načrtovalec sistema IKT
C003252_sl_006	načrtovalka IKT-sistema
C003252_sl_007	načrtovalka sistema ICT
C003252_sl_008	načrtovalka sistema IKT
C003253_sl_000	vodja trgovine s sladkarijami
C003253_sl_001	poslovodja trgovine s slatkarijami
C003253_sl_002	vodja prodajalne sladkarij
C003254_sl_000	kuhinjski pomočnik/kuhinjska pomočnica
C003254_sl_001	kuhinjska pomočnica
C003254_sl_002	kuhinjski pomočnik
C003254_sl_003	pomivalec posode
C003254_sl_004	pomivalka posode
C003254_sl_005	pomočnica v kuhinji
C003254_sl_006	pomočnik v kuhinji
C003254_sl_007	čistilec delovnih površin
C003254_sl_008	čistilka delovnih površin
C003255_sl_000	svetovalec/svetovalka za živinorejo
C003255_sl_001	kmetijska svetovalka
C003255_sl_002	kmetijski svetovalec
C003255_sl_003	strokovnjak za rejo živine
C003255_sl_004	strokovnjak za živinorejo
C003255_sl_005	strokovnjakinja za rejo živine
C003255_sl_006	strokovnjakinja za živinorejo
C003255_sl_007	svetovalec za živinorejo
C003255_sl_008	svetovalka za živinorejo
C003256_sl_000	strokovni sodelavec za uvoz in izvoz tekstila ter tekstilnih polizdelkov in surovin/strokovna sodelavka za uvoz in izvoz tekstila ter tekstilnih polizdelkov in surovin
C003256_sl_001	referent za uvoz in izvoz tekstila ter tekstilnih polizdelkov in surovin
C003256_sl_002	referentka za uvoz in izvoz tekstila ter tekstilnih polizdelkov in surovin
C003256_sl_003	strokovna sodelavka za uvoz in izvoz tekstila ter tekstilnih polizdelkov in surovin
C003256_sl_004	strokovni sodelavec za uvoz in izvoz tekstila ter tekstilnih polizdelkov in surovin
C003257_sl_000	barman/barmanka
C003257_sl_001	barman
C003257_sl_002	barmanka
