C000001_lv_000	Armijas profesijas
C003391_lv_002	matemātikas skolotājs vidusskolā
C003392_lv_000	būvju inspektors
C003392_lv_001	būvinspektors
C003392_lv_002	būvinženieris
C003392_lv_003	būvju inspektore
C003393_lv_000	mobilo telefonu mehāniķis
C003393_lv_001	mobilo telefonu labotājs
C003393_lv_002	mobilo telefonu mehāniķe
C003393_lv_003	mobilo telefonu remontētājs
C003394_lv_000	kodolinženieris
C003394_lv_001	kodolenerģijas inženiere
C003394_lv_002	kodolenerģijas inženieris
C003394_lv_003	kodolenerģētikas inženieris
C003395_lv_000	halal lopu kāvējs
C003395_lv_001	lopu kāvēja pēc halal metodes
C003395_lv_002	lopu kāvējs pēc halal metodes
C003395_lv_003	lopu kāvējs pēc halāla metodes
C003396_lv_000	elektroenerģijas sadales elektroinženieris
C003396_lv_001	elektroenerģijas sadales elektroinženiere
C003397_lv_000	gāzes uzpildes stacijas operators
C003397_lv_001	autogāzes uzpildes stacijas operators
C003397_lv_002	gāzes uzpildes stacijas operatore
C003398_lv_000	izsoles vadītājs
C003398_lv_001	izsoles vadītāja
C003398_lv_002	kustamā īpašuma izsoles vadītājs
C003398_lv_003	nekustamā īpašuma izsoles vadītājs
C003399_lv_000	preču krājumu plānotājs
C003399_lv_001	preču krājumu plānotāja
C003400_lv_000	lidaparāta stjuarts
C003400_lv_001	gaisa kuģa stjuarte
C003400_lv_002	gaisa kuģa stjuarts
C003400_lv_003	gaisakuģa stjuarts
C003400_lv_004	jaunākais stjuarts
C003400_lv_005	lidmašīnas stjuarts
C003400_lv_006	vecākais stjuarts
C003401_lv_000	viesaukle
C003401_lv_001	viesauklis
C003402_lv_000	mūzikas skolotājs
C003402_lv_001	dziedāšanas skolotājs
C003402_lv_002	eiritmijas pasniedzējs
C003402_lv_003	eiritmists
C003402_lv_004	mūzikas pasniedzējs
C003402_lv_005	mūzikas pedagogs
C003402_lv_006	mūzikas skolotāja
C003403_lv_000	ugunsdzēsības dienesta priekšnieks
C003403_lv_001	ugunsdzēsēju brigādes vadītājs
C003403_lv_002	ugunsdzēsības depo vadītājs
C003403_lv_003	ugunsdzēsības dienesta priekšniece
C003403_lv_004	ugunsdzēsības nodaļas vadītājs
C003404_lv_000	ceļa remonta strādnieks
C003404_lv_001	ceļa remonta strādniece
C003405_lv_000	kuģa kapteinis
C003405_lv_001	kuģa kapteine
C003406_lv_000	programmatūras izstrādātājs
C003406_lv_001	lietojumprogrammu inženiere
C003406_lv_002	lietojumprogrammu inženieris
C003406_lv_003	lietojumprogrammu izstrādātāja
C003406_lv_004	lietojumprogrammu izstrādātājs
C003406_lv_005	lietotņu programmētāja
C003406_lv_006	lietotņu programmētājs
C003406_lv_007	programmaparatūras izstrādātāja
C003406_lv_008	programmaparatūras izstrādātājs
C003406_lv_009	programmatūra izstrādātāja
C003406_lv_010	risinājumu izstrādātāja
C003406_lv_011	risinājumu izstrādātājs
C003407_lv_000	gaisa spēku virsnieks
C003407_lv_001	gaisa spēku virsniece
C003408_lv_000	ielu apgaismes elektriķis
C003408_lv_001	ielu apgaismes elektriķe
C003409_lv_000	dzērienu veikala vadītājs
C003409_lv_001	dzērienu veikala vadītāja
C003410_lv_000	ādas izstrādājumu ražošanas iekārtu ekspluatācijas tehniķis
C003410_lv_001	ādas izstrādājumu ražošanas iekārtu ekspluatācijas tehniķe
C003411_lv_000	programmatūras pārvaldnieks
C003411_lv_001	IKT lietojumprogrammu vadītāja
C003411_lv_002	IKT lietojumprogrammu vadītājs
C003411_lv_003	lietojumprogrammu vadītāja
C003411_lv_004	lietojumprogrammu vadītājs
C003411_lv_005	programmatūras pārvaldniece
C003411_lv_006	programmatūras vadītāja
C003411_lv_007	programmatūras vadītājs
C003412_lv_000	elektrostacijas dispečertelpas operators
C003412_lv_001	elektrostacijas dispečertelpas operatore
C003413_lv_000	tekstilrūpniecības iekārtu importa un eksporta speciālists
C003413_lv_001	tekstilrūpniecības iekārtu importa un eksporta speciāliste
C003414_lv_000	bakterioloģijas tehniķis
C003414_lv_001	bakterioloģijas tehniķe
C003415_lv_000	kafijas, tējas, kakao un garšvielu importa un eksporta speciālists
C003415_lv_001	kafijas, tējas, kakao un garšvielu importa un eksporta speciāliste
C003416_lv_000	literatūrzinātnieks
C003416_lv_001	literatūrzinātniece
C003417_lv_000	ziedu un augu vairumtirgotājs
C003417_lv_001	ziedu un augu vairumtirgotāja
C003417_lv_002	ziedu un stādu vairumtirgotājs
C003418_lv_000	bioķīmijas inženieris
C003418_lv_001	bioķīmijas inženiere
C003418_lv_002	bioķīmisko procesu inženieris
C003419_lv_000	gaisa kravu apkalpošanas koordinators
C003419_lv_001	gaisa kravu apkalpošanas koordinatore
C003420_lv_000	akmeņkalis
C003420_lv_001	akmeņkale
C003420_lv_002	mūrnieks
C003421_lv_000	apģērbu ražošanas tehniķis
C003421_lv_001	apģērbu ražošanas procesu tehniķis
C003421_lv_002	apģērbu ražošanas tehniķe
C003422_lv_000	mājaprūpētājs
C003422_lv_001	mājaprūpētāja
C003423_lv_000	aeronavigācijas informācijas speciālists
C003423_lv_001	aeronavigācijas datu apstrādes sistēmu inženieris
C003423_lv_002	aeronavigācijas informācijas speciāliste
C003424_lv_000	mežsargs
C003424_lv_001	meža aizsardzības speciāliste
C003424_lv_002	meža aizsardzības speciālists
C003424_lv_003	mežsardze
C003425_lv_000	mežsaimniecības tehnikas tehniķis
C003425_lv_001	mežizstrādes tehnikas tehniķe
C003425_lv_002	mežizstrādes tehnikas tehniķis
C003425_lv_003	mežsaimniecības tehnikas remontstrādniece
C003425_lv_004	mežsaimniecības tehnikas remontstrādnieks
C003425_lv_005	mežsaimniecības tehnikas tehniķe
C003426_lv_000	apmetējs
C003426_lv_001	apdares darbu strādnieks
C003426_lv_002	apmetēja
C003427_lv_000	gadījuma darbu strādnieks
C003427_lv_001	gadījuma darbu strādniece
C003428_lv_000	telekomunikāciju iekārtu pārdevējs
C003428_lv_001	telesakaru pakalpojumu un iekārtu pārdevēja
C003428_lv_002	telesakaru pakalpojumu un iekārtu pārdevējs
C003429_lv_000	neaustā tekstila ražošanas tehniķis
C003429_lv_001	neaustā tekstila ražošanas tehniķe
C003430_lv_000	medicīnas laboratorijas vadītājs
C003430_lv_001	medicīnas laboratorijas vadītāja
C003431_lv_000	viskija maisītājs
C003431_lv_001	viskija maisītāja
C003431_lv_002	viskija maisīšanas meistars
C003432_lv_000	tūrisma informācijas centra vadītājs
C003432_lv_001	tūrisma informācijas centra menedžere
C003432_lv_002	tūrisma informācijas centra menedžeris
C003432_lv_003	tūrisma informācijas centra vadītāja
C003433_lv_000	sadzīves tehnikas tehniķis
C003433_lv_001	sadzīves tehnikas remontētāja
C003433_lv_002	sadzīves tehnikas remontētājs
C003434_lv_000	dzīvnieku hidroterapeits
C003434_lv_001	dzīvnieku fizioterapeite
C003434_lv_002	dzīvnieku fizioterapeits
C003434_lv_003	dzīvnieku hidroterapeite
C003435_lv_000	kontaktu centra vadītājs
C003435_lv_001	klientu apkalpošanas centra vadītājs
C003435_lv_002	kontaktu centra vadītāja
C003436_lv_000	reklāmas aģents
C003436_lv_001	reklāmas aģente
C003436_lv_002	reklāmas konsultants
C003437_lv_000	maizes un miltu produktu ražošanas operators
C003437_lv_001	maizes un miltu produktu ražošanas operatore
C003437_lv_002	miltu sijāšanas iekārtas operators
C003438_lv_000	jauniešu centra vadītājs
C003438_lv_001	bērnu un jauniešu centra vadītājs
C003438_lv_002	jaunatnes centra vadītājs
C003438_lv_003	jauniešu centra vadītāja
C003439_lv_000	sietspiedes formu izgatavošanas speciālists
C003439_lv_001	sietspiedes formu izgatavošanas speciāliste
C003439_lv_002	trafaretdrukas formu izgatavošanas speciālists
C003439_lv_003	trafaretdrukas speciālists
C003440_lv_000	idiofono mūzikas instrumentu izgatavotājs
C003440_lv_001	grabekļu izgatavotājs
C003440_lv_002	idiofono mūzikas instrumentu izgatavotāja
C003440_lv_003	idiofonu izgatavotājs
C003440_lv_004	mūzikas instrumentu izgatavotājs
C003440_lv_005	pašskaņu izgatavotājs
C003440_lv_006	zvaniņu izgatavotājs
C003440_lv_007	zvanu izgatavotājs
C003441_lv_000	autotransporta nodaļas vadītājs
C003441_lv_001	autotransporta nodaļas vadītāja
C003442_lv_000	pārvākšanās koordinators
C003442_lv_001	biroja pārvešanas plānotājs
C003442_lv_002	biroja pārvietošanas koordinators
C003442_lv_003	pārvākšanās koordinatore
C003443_lv_000	ķīmiskās apstrādes uzraugs
C003443_lv_001	ķīmiskās apstrādes uzraudze
C003444_lv_000	elektrisko kabeļu montieris
C003444_lv_001	elektrisko kabeļu montiere
C003445_lv_000	manuālais saiņotājs
C003445_lv_001	roku darba iesaiņotāja
C003445_lv_002	roku darba iesaiņotājs
C003446_lv_000	laukaugu audzēšanas brigadieris
C003446_lv_001	labības ražošanas brigadiere
C003446_lv_002	labības ražošanas brigadieris
C003446_lv_003	labības ražošanas daļas vadītāja
C003446_lv_004	labības ražošanas daļas vadītājs
C003446_lv_005	laukaugu audzēšana brigadiere
C003447_lv_000	personāla struktūrvienības vadītājs
C003447_lv_001	personāla mācību direktors
C003447_lv_002	personāla struktūrvienības direktors
C003447_lv_003	personāla struktūrvienības vadītāja
C003447_lv_004	personālvadības struktūrvienības direktors
C003447_lv_005	personālvadības struktūrvienības vadītājs
C003448_lv_000	frizieris parūku meistars
C003448_lv_001	friziere parūku meistare
C003448_lv_002	parūku meistars
C003449_lv_000	miertiesnesis
C003449_lv_001	miertiesnese
C003450_lv_000	vilcienu kustības dispečers
C003450_lv_001	vilcienu kustības dispečere
C003451_lv_000	mūziķis
C003451_lv_001	akordeonists
C003451_lv_002	altists
C003451_lv_003	arfists
C003451_lv_004	bundzinieks
C003451_lv_005	fagotists
C003451_lv_006	flautists
C003451_lv_007	klarnetists
C003451_lv_008	koklētājs
C003451_lv_009	kontrabasists
C003451_lv_010	kora dziedātājs
C003451_lv_011	mežradznieks
C003451_lv_012	mūziķe
C003451_lv_013	obojists
C003451_lv_014	operas vokālists
C003451_lv_015	orķestra diriģents
C003451_lv_016	orķestra mūziķis
C003451_lv_017	pianists
C003451_lv_018	solists
C003451_lv_019	trombonists
C003451_lv_020	vijolnieks
C003451_lv_021	čellists
C003451_lv_022	ģitārists
C003452_lv_000	politiskās partijas pārstāvis
C003452_lv_001	politiskās partijas funkcionārs
C003452_lv_002	politiskās partijas pilnvarotais
C003452_lv_003	politiskās partijas pilnvarotā
C003453_lv_000	vidusskolas aktiermākslas skolotājs
C003453_lv_001	aktiermākslas skolotāja vidusskolā
C003453_lv_002	aktiermākslas skolotājs vidusskolā
C003454_lv_000	nefasēto produktu krāvējs
C003454_lv_001	cukurfabrikas strādnieks
C003454_lv_002	nefasēto produktu krāvēja
C003454_lv_003	nefasētā cukura krāvējs
C003455_lv_000	zooloģiskā dārza dzīvnieku kopējs
C003455_lv_001	dzīvnieku kopējs
C003455_lv_002	zooloģiskā dārza dzīvnieku kopēja
C003455_lv_003	zooloģiskā dārza gids
C003455_lv_004	zvērkopis
C003456_lv_000	lietotu preču veikala vadītājs
C003456_lv_001	komisijas veikala vadītājs
C003456_lv_002	lietotu preču veikala vadītāja
C003457_lv_000	lauksaimniecības tehnikas mehāniķis
C003457_lv_001	lauksaimniecības tehnikas mehāniķe
C003458_lv_000	personīgais treneris
C003458_lv_001	personīgais trenere
C003459_lv_000	piena produktu un pārtikas eļļu importa un eksporta speciālists
C003459_lv_001	piena produktu un pārtikas eļļu importa un eksporta speciāliste
C003460_lv_000	tekstilprodukcijas apstrādes iekārtas operators
C003460_lv_001	tekstilprodukcijas apstrādes iekārtas operatore
C003461_lv_000	ārlietu politikas speciālists
C003461_lv_001	ārlietu politikas referente
C003461_lv_002	ārlietu politikas referents
C003462_lv_000	virtuves palīgs
C003462_lv_001	virtuves palīdze
C003462_lv_002	virtuves palīgstrādniece
C003462_lv_003	virtuves palīgstrādnieks
C003463_lv_000	klientu reģistrators
C003463_lv_001	klientu reģistratore
C003464_lv_000	metināšanas inspektors
C003464_lv_001	metināšanas inspektore
C003465_lv_000	psiholoģiskās palīdzības konsultants
C003465_lv_001	psiholoģiskās palīdzības konsultante
C003465_lv_002	psihosomatiskās medicīnas speciālists
C003466_lv_000	izglītības politikas speciālists
C003466_lv_001	izglītības politikas referente
C003466_lv_002	izglītības politikas referents
C003467_lv_000	antikvariāta pārdevējs
C003467_lv_001	pārdevēja antikvariātā
C003467_lv_002	pārdevējs antikvariātā
C003467_lv_003	senlietu pārdevējs
C003468_lv_000	raktuvju drošības speciālists
C003468_lv_001	raktuvju drošības speciāliste
C003469_lv_000	drapēriju un paklāju tīrītājs
C003469_lv_001	drapēriju un paklāju tīrītāja
C003470_lv_000	iepazīšanās pakalpojumu konsultants
C003470_lv_001	iepazīšanās pakalpojumu konsultante
C003471_lv_000	izejvielu sagatavotājs
C003471_lv_001	izejvielu sagatavotāja
C003471_lv_002	izejvielu saņemšanas operators
C003472_lv_000	automobiļu un vieglo transportlīdzekļu nomas pārstāvis
C003472_lv_001	automobiļu un vieglo transportlīdzekļu nomas pārstāve
C003473_lv_000	dārgakmeņu vērtētājs
C003473_lv_001	dārgakmeņu eksperts
C003473_lv_002	dārgakmeņu novērtētāja
C003473_lv_003	dārgakmeņu novērtētājs
C003473_lv_004	dārgakmeņu novērtēšanas speciālists
C003473_lv_005	gemologs
C003474_lv_000	fizioterapeita asistents
C003474_lv_001	fizioterapeita asistente
C003475_lv_000	elektronisko mūzikas instrumentu izgatavotājs
C003475_lv_001	elektronisko mūzikas instrumentu izgatavotāja
C003476_lv_000	briļļu un optikas veikala vadītājs
C003476_lv_001	briļļu un optikas veikala vadītāja
C003476_lv_002	optikas salona vadītājs
C003477_lv_000	pamatskolas speciālās izglītības skolotājs
C003477_lv_001	speciālās izglītības skolotāja pamatskolā
C003477_lv_002	speciālās izglītības skolotājs pamatskolā
C003478_lv_000	elektronikas mehāniķis
C003478_lv_001	elektronikas mehāniķe
C003478_lv_002	radio un televīzijas iekārtu mehāniķis
C003479_lv_000	žurnāla redaktors
C003479_lv_001	žurnāla galvenais redaktors
C003479_lv_002	žurnāla redaktore
C003480_lv_000	liftu elektromehāniķis
C003480_lv_001	liftu elektromehāniķe
C003480_lv_002	liftu montieris
C003481_lv_000	kafijas, tējas, kakao un garšvielu izplatīšanas vadītājs
C003481_lv_001	kafijas, tējas, kakao un garšvielu sadales vadītāja
C003481_lv_002	kafijas, tējas, kakao un garšvielu sadales vadītājs
C003482_lv_000	personīgais iepirkšanās konsultants
C003482_lv_001	personīgais iepirkšanās gids
C003482_lv_002	personīgā iepirkšanās gide
C003482_lv_003	šoperis
C003483_lv_000	miesassargs
C003483_lv_001	miesassardze
C003484_lv_000	kurpnieks
C003484_lv_001	kurpniece
C003485_lv_000	korektors
C003485_lv_001	informācijas korektors
C003485_lv_002	korektore
C003486_lv_000	stiepšanas pirmapstrādes aprīkojuma operators
C003486_lv_001	uzstiepšanas pirmapstrādes operatore
C003486_lv_002	uzstiepšanas pirmapstrādes operators
C003487_lv_000	veselības atjaunošanas terapeits
C003487_lv_001	deju un kustību terapeits
C003487_lv_002	dzīvniekterapeits
C003487_lv_003	mūzikas terapeits
C003487_lv_004	veselības atjaunošanas terapeite
C003488_lv_000	bioinženieris
C003488_lv_001	bioinženiere
C003488_lv_002	biotehnologs
C003489_lv_000	pūšamo mūzikas instrumentu izgatavotājs
C003489_lv_001	mūzikas instrumentu izgatavotājs
C003489_lv_002	pūšamo mūzikas instrumentu izgatavotāja
C003490_lv_000	jēlādu un izstrādātu ādu importa un eksporta speciālists
C003490_lv_001	jēlādu un izstrādātu ādu importa un eksporta speciāliste
C003491_lv_000	akvakultūras kvalitātes uzraugs
C003491_lv_001	akvakultūras kvalitātes uzraudze
C003492_lv_000	vilciena pavadonis
C003492_lv_001	dienesta vagona pavadonis
C003492_lv_002	pasažieru vagona pavadonis
C003492_lv_003	vagona pavadonis
C003492_lv_004	vilciena pavadone
C003493_lv_000	koku apgriezējs
C003493_lv_001	arborists
C003493_lv_002	augu koku apgriezējs
C003493_lv_003	koku apgriezēja
C003493_lv_004	koku kopējs
C003493_lv_005	koku vainagu veidotājs
C003493_lv_006	krūmu apgriezējs
C003494_lv_000	mežsaimniecības konsultants
C003494_lv_001	mežkopības konsultante
C003494_lv_002	mežkopības konsultants
C003494_lv_003	mežsaimniecības konsultante
C003495_lv_000	mehānisko transportlīdzekļu korpusa montieris
C003495_lv_001	mehānisko transportlīdzekļu korpusa montiere
C003495_lv_002	montāžas darbu atslēdznieks
C003496_lv_000	ostas uzraugs
C003496_lv_001	ostas uzraudze
C003497_lv_000	sociālais pedagogs
C003497_lv_001	sociālā pedagoģe
C003498_lv_000	metrologs
C003498_lv_001	metroloģe
C003498_lv_002	metroloģijas inženieris
C003498_lv_003	metroloģijas tehniķis
C003499_lv_000	bērnu dienas aprūpes centra vadītājs
C003499_lv_001	bērnu dienas aprūpes centra vadītāja
C003500_lv_000	dabas resursu konsultants
C003500_lv_001	dabas resursu konsultante
C003501_lv_000	atsāļošanas tehniķis
C003501_lv_001	atsāļošanas tehniķe
C003502_lv_000	ārvalstu valūtas tirdzniecības brokeris
C003502_lv_001	ārvalstu valūtas tirdzniecības brokere
C003502_lv_002	ārvalstu valūtu brokeris
C003503_lv_000	saimniecības pārzinis
C003503_lv_001	saimniecības pārzine
C003503_lv_002	saimniecības uzraudze
C003503_lv_003	saimniecības uzraugs
C003504_lv_000	būvniecības vadītājs
C003504_lv_001	būvdarbu vadītājs
C003504_lv_002	būvniecības projektu vadītājs
C003504_lv_003	būvprojektu vadītājs
C003504_lv_004	vadītāja būvniecībā
C003504_lv_005	vadītājs būvniecībā
C003505_lv_000	lietotāja pieredzes analītiķis
C003505_lv_001	lietojamības analītiķe
C003505_lv_002	lietojamības analītiķis
C003505_lv_003	lietotāja pieredzes analītiķe
C003506_lv_000	arhīva vadītājs
C003506_lv_001	arhīva vadītāja
C003507_lv_000	vidusskolas moderno valodu skolotājs
C003507_lv_001	moderno valodu skolotāja vidusskolā
C003507_lv_002	moderno valodu skolotājs vidusskolā
C003508_lv_000	drenu licējs
C003508_lv_001	drenu licēja
C003509_lv_000	krupjē
C003510_lv_000	ģeoloģijas tehniķis
C003510_lv_001	ģeoloģijas tehniķe
C003511_lv_000	virsmu apstrādes operators
C003511_lv_001	virsmu apstrādes operatore
C003511_lv_002	virsmu apstrādātājs
C003512_lv_000	koksnes materiālu apstrādātājs
C003512_lv_001	koksnes materiālu apstrādātāja
C003513_lv_000	būvstrādnieks
C003513_lv_001	būvstrādniece
C003514_lv_000	klasisko valodu lektors
C003514_lv_001	grieķu un latīņu valodas pasniedzējs
