C000001_lt_000	Ginkluotųjų pajėgų profesijos
C002927_lt_005	plaušienos malimo specialistas
C002927_lt_006	popieriaus plaušienos kaitinimo katilo operatorius
C002927_lt_007	popieriaus plaušienos smulkintuvo operatorius
C002927_lt_008	popieriaus plaušienos virimo specialistas
C002927_lt_009	popieriaus plaušienos virimo technikas
C002927_lt_010	popieriaus plaušienos virėjas
C002928_lt_000	kalibravimo technikas
C002928_lt_001	elektros ir elektroninės įrangos kalibravimo specialistas
C002928_lt_002	elektros ir elektroninės įrangos kalibravimo technikas
C002928_lt_003	elektros prietaisų kalibravimo technikas
C002928_lt_004	kalibravimo specialistas
C002928_lt_005	kalibravimo technikė
C002928_lt_006	matavimo priemonių ir kalibravimo technikas
C002928_lt_007	matavimo priemonių technikas
C002928_lt_008	matavimo prietaisų kalibravimo technikas
C002928_lt_009	metrologijos specialistas
C002928_lt_010	metrologijos technikas
C002928_lt_011	pirometrų kalibravimo technikas
C002928_lt_012	prietaisų kalibravimo technikas
C002928_lt_013	skaitiklių technikas
C002929_lt_000	laivo inžinierius
C002929_lt_001	laivo inžinierė
C002929_lt_002	laivo mechanikas
C002929_lt_003	laivybos inžinierius
C002929_lt_004	laivų inžinerijos konsultantas
C002929_lt_005	laivų inžinerijos specialistas
C002929_lt_006	vandens transporto priemonių inžinerijos ekspertas
C002929_lt_007	vandens transporto priemonių inžinierius
C002930_lt_000	laivavedžių dispečeris
C002930_lt_001	laivavedžių dispečerė
C002930_lt_002	laivavedžių kontrolierius
C002930_lt_003	laivavedžių koordinatorius
C002931_lt_000	gatavo maisto dietologas
C002931_lt_001	gatavo maisto dietologė
C002931_lt_002	mitybos specialistas
C002932_lt_000	geoterminės elektrinės operatorius
C002932_lt_001	geoterminės elektrinės darbuotojas
C002932_lt_002	geoterminės elektrinės operatorė
C002932_lt_003	geoterminės jėgainės darbuotojas
C002932_lt_004	geoterminės jėgainės operatorius
C002933_lt_000	buhalteris sąskaitininkas
C002933_lt_001	apskaitininkas
C002933_lt_002	apskaitos specialistas
C002933_lt_003	apskaitos tarnautojas
C002933_lt_004	apskaitos technikas
C002933_lt_005	buhalterinės apskaitos specialistas
C002933_lt_006	buhalteris
C002933_lt_007	buhalteris apskaitininkas
C002933_lt_008	buhalterė sąskaitininkė
C002934_lt_000	dujų tiekimo planavimo atstovas
C002934_lt_001	dujų gamybos planuotojas
C002934_lt_002	dujų kontrolierius
C002934_lt_003	dujų paklausos prognozuotojas
C002934_lt_004	dujų tiekimo planavimo atstovė
C002935_lt_000	kompiuterijos dėstytojas
C002935_lt_001	informatikos docentas
C002935_lt_002	informatikos dėstytojas
C002935_lt_003	informatikos lektorius
C002935_lt_004	kompiuterijos docentas
C002935_lt_005	kompiuterijos dėstytoja
C002935_lt_006	kompiuterijos lektorius
C002935_lt_007	universiteto kompiuterijos dėstytojas
C002935_lt_008	universiteto kompiuterijos lektorius
C002936_lt_000	medicinos psichologas
C002936_lt_001	klinikinis psichologas
C002936_lt_002	klinikinės pagalbos psichologas
C002936_lt_003	klinikinės psichologijos ekspertas
C002936_lt_004	ligoninės psichologas
C002936_lt_005	medicinos psichologė
C002937_lt_000	variklinių transporto priemonių variklių surinkėjas
C002937_lt_001	autobusų variklių montuotojas
C002937_lt_002	autobusų variklių surinkėjas
C002937_lt_003	benzininių variklių montuotojas
C002937_lt_004	benzininių variklių surinkėjas
C002937_lt_005	dujinių variklių montuotojas
C002937_lt_006	dujinių variklių surinkėjas
C002937_lt_007	dyzelinių variklių montuotojas
C002937_lt_008	dyzelinių variklių surinkėjas
C002937_lt_009	elektrinių variklių montuotojas
C002937_lt_010	elektrinių variklių surinkėjas
C002937_lt_011	hibridinių variklių montuotojas
C002937_lt_012	hibridinių variklių surinkėjas
C002937_lt_013	lengvųjų automobilių variklių montuotojas
C002937_lt_014	lengvųjų automobilių variklių surinkėjas
C002937_lt_015	sunkvežimių variklių montuotojas
C002937_lt_016	sunkvežimių variklių surinkėjas
C002937_lt_017	variklinių transporto priemonių variklių surinkėja
C002938_lt_000	prekiautojas mediena
C002938_lt_001	prekiautoja mediena
C002939_lt_000	žvejybos kontrolės pareigūnas
C002939_lt_001	žvejybos kontrolės pareigūnė
C002940_lt_000	salyklinės prižiūrėtojas
C002940_lt_001	salyklinės prižiūrėtoja
C002940_lt_002	salyklinės vadovas
C002941_lt_000	logistikos inžinierius
C002941_lt_001	logistikos inžinerijos specialistas
C002941_lt_002	logistikos inžinierė
C002941_lt_003	logistikos specialistas
C002941_lt_004	logistikos technologijų inžinerijos konsultantas
C002941_lt_005	logistikos technologijų inžinierius
C002942_lt_000	saityno kūrėjas
C002942_lt_001	saityno kūrėja
C002942_lt_002	tinklalapių plėtros specialistas
C002942_lt_003	žiniatinklio kūrėjas
C002942_lt_004	žiniatinklio programuotojas
C002943_lt_000	agronomas
C002943_lt_001	agronomijos ekspertas
C002943_lt_002	agronomijos specialistas
C002943_lt_003	agronomė
C002943_lt_004	pasėlių ekspertas
C002943_lt_005	patarėjas augalininkystės klausimais
C002943_lt_006	patarėjas pasėlių klausimais
C002943_lt_007	patarėjas žemės ūkio produkcijos klausimais
C002943_lt_008	žemės ūkio gamybos specialistas
C002944_lt_000	prekybos plėtotės specialistas
C002944_lt_001	importo ir eksporto specialistas
C002944_lt_002	prekybos plėtotės pareigūnas
C002944_lt_003	prekybos plėtotės specialistė
C002944_lt_004	prekybos ryšių skatinimo specialistas
C002944_lt_005	prekybos skatinimo pareigūnas
C002944_lt_006	prekybos skatinimo specialistas
C002945_lt_000	tabako produktų importo ir eksporto vadovas
C002945_lt_001	tabako produktų eksporto vadovas
C002945_lt_002	tabako produktų importo ir eksporto vadovė
C002945_lt_003	tabako produktų importo vadovas
C002945_lt_004	tabako produktų tarptautinės prekybos vadovas
C002946_lt_000	valdymo pultų surinkėjas
C002946_lt_001	elektrinių valdymo pultų montuotojas
C002946_lt_002	elektrinių valdymo pultų surinkėjas
C002946_lt_003	elektrinių valdymo pultų technikas
C002946_lt_004	valdymo pultų montuotojas
C002946_lt_005	valdymo pultų surinkimo technikas
C002946_lt_006	valdymo pultų surinkėja
C002946_lt_007	valdymo pultų technikas
C002947_lt_000	popieriaus technologas
C002947_lt_001	popieriaus technologė
C002948_lt_000	metalo ornamentų gamintojas
C002948_lt_001	kalstymo specialistas
C002948_lt_002	metalo dirbinių meistras
C002948_lt_003	metalo gaminių gamintojas
C002948_lt_004	metalo ornamentų gamintoja
C002948_lt_005	ornamentinių metalo dirbinių meistras
C002948_lt_006	ornamentinių metalo gaminių gamintojas
C002948_lt_007	ornamentinių metalo gaminių meistras
C002948_lt_008	skardininkas
C002948_lt_009	suvirintojas
C002949_lt_000	akmens poliruotojas
C002949_lt_001	akmens poliravimo mašinų operatorius
C002949_lt_002	akmens poliravimo staklių operatorius
C002949_lt_003	akmens poliruotoja
C002949_lt_004	akmens poliruotojas rankiniu būdu
C002949_lt_005	granito poliruotojas
C002949_lt_006	marmuro poliruotojas
C002949_lt_007	paviršių poliruotojas
C002949_lt_008	šlapiojo poliravimo akmens poliruotojas
C002950_lt_000	vaikų prižiūrėtojas
C002950_lt_001	ateinanti auklė
C002950_lt_002	auklė
C002950_lt_003	auklė „au pair“
C002950_lt_004	guvernantė
C002950_lt_005	namų ekonomas
C002950_lt_006	vaikų auklė
C002950_lt_007	vaikų prižiūrėtoja
C002951_lt_000	audiologas
C002951_lt_001	audiologas technikas
C002951_lt_002	audiologijos ekspertas
C002951_lt_003	audiologijos specialistas
C002951_lt_004	audiologė
C002951_lt_005	klausos aparatų technikas
C002951_lt_006	vaikų audiologas
C002952_lt_000	gaminių inžinierius projektuotojas
C002952_lt_001	gaminių inžinierinio projektavimo ekspertas
C002952_lt_002	gaminių inžinierinio projektavimo konsultantas
C002952_lt_003	gaminių inžinierinio projektavimo specialistas
C002952_lt_004	gaminių inžinierius konstruktorius
C002952_lt_005	gaminių inžinierė projektuotoja
C002953_lt_000	bankininkystės produktų vadybininkas
C002953_lt_001	bankininkystės produktų vadybininkė
C002953_lt_002	elektroninės bankininkystės produktų vadybininkas
C002953_lt_003	hipotekos vadybininkas
C002953_lt_004	interneto bankininkystės vadybininkas
C002953_lt_005	kredito produktų vadybininkas
C002953_lt_006	taupymo produktų vadybininkas
C002954_lt_000	botanikos specialistas
C002954_lt_001	augalų ekstraktų specialistas
C002954_lt_002	botanikos specialistė
C002955_lt_000	lingvistikos dėstytojas
C002955_lt_001	lingvistikos docentas
C002955_lt_002	lingvistikos dėstytoja
C002955_lt_003	lingvistikos lektorius
C002955_lt_004	taikomosios lingvistikos docentas
C002955_lt_005	taikomosios lingvistikos dėstytojas
C002955_lt_006	taikomosios lingvistikos lektorius
C002956_lt_000	vynuogyno vyno rūsio valdytojas
C002956_lt_001	vyndarys
C002956_lt_002	vynininkas
C002956_lt_003	vyno gamybos prižiūrėtojas
C002956_lt_004	vynuogyno vyno rūsio atsargų tvarkytojas
C002956_lt_005	vynuogyno vyno rūsio valdytoja
C002957_lt_000	formuotojas
C002957_lt_001	formuotoja
C002957_lt_002	formų liejikas
C002957_lt_003	liejikas
C002957_lt_004	liejyklos darbuotojas
C002958_lt_000	politikos dėstytojas
C002958_lt_001	politikos dėstytoja
C002958_lt_002	politikos lektorius
C002958_lt_003	politikos mokslų docentas
C002958_lt_004	politikos mokslų dėstytojas
C002958_lt_005	politikos mokslų lektorius
C002959_lt_000	riedmenų surinkimo inspektorius
C002959_lt_001	geležinkelių transporto priemonių kokybės inspektorius
C002959_lt_002	geležinkelių transporto priemonių kokybės tikrintojas
C002959_lt_003	riedmenų kokybės inspektorius
C002959_lt_004	riedmenų kokybės tikrintojas
C002959_lt_005	riedmenų surinkimo inspektorė
C002959_lt_006	riedmenų surinkimo kokybės inspektorius
C002959_lt_007	riedmenų surinkimo kokybės tikrintojas
C002960_lt_000	turto agento asistentas
C002960_lt_001	nekilnojamojo turto agento asistentas
C002960_lt_002	turto agento asistentė
C002961_lt_000	telekomunikacijų analitikas
C002961_lt_001	informacinių technologijų analitikas
C002961_lt_002	komunikacijos analitikas
C002961_lt_003	ryšių analitikas
C002961_lt_004	telekomunikacijų analitikė
C002962_lt_000	pavojingųjų krovinių vežimo transporto priemonės vairuotojas
C002962_lt_001	ADR vežėjas
C002962_lt_002	pavojingųjų krovinių transporto specialistas
C002962_lt_003	pavojingųjų krovinių vežimo transporto priemonės vairuotoja
C002962_lt_004	pavojingųjų krovinių vežėjas
C002962_lt_005	pavojingųjų medžiagų vežėjas
C002962_lt_006	sprogiųjų medžiagų vežimo transporto priemonės vairuotojas
C002963_lt_000	užimtumo skatinimo darbuotojas
C002963_lt_001	bedarbių socialinis darbuotojas
C002963_lt_002	socialinis darbuotojas
C002963_lt_003	su bedarbiais dirbantis socialinis darbuotojas
C002963_lt_004	užimtumo skatinimo darbuotoja
C002963_lt_005	užimtumo socialinis darbuotojas
C002964_lt_000	geologas
C002964_lt_001	geofizikos specialistas
C002964_lt_002	geologas konsultantas
C002964_lt_003	geologas žvalgytojas
C002964_lt_004	geologė
C002964_lt_005	geotechnologijų specialistas
C002964_lt_006	geotermijos specialistas
C002964_lt_007	hidrogeologas
C002964_lt_008	inžinierius geologas
C002964_lt_009	nuosėdinių uolienų specialistas
C002964_lt_010	pamatinių uolienų geologas
C002964_lt_011	seismologas
C002964_lt_012	vulkanologas
C002965_lt_000	suaugusiųjų socialinės globos darbuotojas
C002965_lt_001	asmeninis padėjėjas
C002965_lt_002	bendruomenės dienos globos įstaigos darbuotojas
C002965_lt_003	bendrųjų socialinių paslaugų konsultantas
C002965_lt_004	dienos socialinės globos asmens namuose darbuotojas
C002965_lt_005	socialinių paslaugų namuose darbuotojas
C002965_lt_006	socialinės globos darbuotojas
C002965_lt_007	socialinės globos namuose darbuotojas
C002965_lt_008	suaugusiųjų socialinės globos darbuotoja
C002965_lt_009	vietos bendruomenės socialinės globos darbuotojas
C002965_lt_010	į namus atvykstantis socialinis darbuotojas
C002966_lt_000	klavišinių muzikos instrumentų gamintojas
C002966_lt_001	fortepijonų meistras
C002966_lt_002	klavišinių instrumentų gamintojas
C002966_lt_003	klavišinių muzikos instrumentų dirbėjas
C002966_lt_004	klavišinių muzikos instrumentų gamintoja
C002966_lt_005	klavišinių muzikos instrumentų meistras
C002966_lt_006	muzikos instrumentų gamintojas
C002966_lt_007	pianinų meistras
C002966_lt_008	rojalių meistras
C002966_lt_009	vargonų meistras
C002967_lt_000	vykdomasis direktorius
C002967_lt_001	vykdomoji direktorė
C002968_lt_000	apsaugos konsultantas
C002968_lt_001	apsaugos konsultantė
C002969_lt_000	ginkluotųjų pajėgų karininkas
C002969_lt_001	ginkluotųjų pajėgų karininkė
C002969_lt_002	karininkas
C002970_lt_000	operacijų vadovas
C002970_lt_001	operacijų administratorius
C002970_lt_002	operacijų direktorius
C002970_lt_003	operacijų prižiūrėtojas
C002970_lt_004	operacijų vadovė
C002971_lt_000	koroneris
C002971_lt_001	koronerė
C002971_lt_002	patologas
C002971_lt_003	specialusis teismo tardytojas
C002971_lt_004	teismo ekspertas
C002971_lt_005	teismo medicinos ekspertas
C002971_lt_006	teismo tardytojas
C002972_lt_000	armijos generolas
C002972_lt_001	armijos generolė
C002972_lt_002	generolas
C002972_lt_003	generolas leitenantas
C002972_lt_004	generolas majoras
C002972_lt_005	ginkluotųjų pajėgų generolas
C002972_lt_006	karininkas
C002973_lt_000	sugėriklių gamybos mašinų operatorius
C002973_lt_001	sauskelnių gamybos mašinų technikas
C002973_lt_002	sugėriklių gamybos mašinų operatorė
C002973_lt_003	sugėriklių gamybos mašinų specialistas
C002973_lt_004	sugėriklių gamybos mašinų technikas
C002973_lt_005	tamponų gamybos mašinų operatorius
C002973_lt_006	tamponų gamybos mašinų specialistas
C002973_lt_007	tamponų gamybos mašinų technikas
C002973_lt_008	vystyklų gamybos mašinų operatorius
C002973_lt_009	vystyklų gamybos mašinų specialistas
C002974_lt_000	atliekų ir laužo importo ir eksporto vadovas
C002974_lt_001	atliekų ir laužo eksporto vadovas
C002974_lt_002	atliekų ir laužo importo ir eksporto vadovė
C002974_lt_003	atliekų ir laužo importo vadovas
C002974_lt_004	atliekų ir laužo tarptautinės prekybos vadovas
C002974_lt_005	chemijos produktų eksporto vadovas
C002975_lt_000	istorinių šokių choreografas
C002975_lt_001	baroko šokių choreografas
C002975_lt_002	etninių šokių choreografas
C002975_lt_003	istorinių šokių choreografė
C002975_lt_004	viduramžių šokių choreografas
C002976_lt_000	lakų gamintojas
C002976_lt_001	katilo operatorius
C002976_lt_002	lakų gamintoja
C002976_lt_003	lakų gamybos darbininkas
C002976_lt_004	lakų ir dažų gamintojas
C002976_lt_005	lakų maišytojas
C002977_lt_000	mokesčių inspektorius
C002977_lt_001	mokesčių analitikas
C002977_lt_002	mokesčių inspektorė
C002977_lt_003	valstybinis mokesčių inspektorius
C002978_lt_000	vyriausiasis kasininkas
C002978_lt_001	kasų kontrolierius
C002978_lt_002	vyriausioji kasininkė
C002979_lt_000	kūno rengybos instruktorius
C002979_lt_001	aerobikos instruktorius
C002979_lt_002	gimnastikos instruktorius
C002979_lt_003	kūno rengybos instruktorė
C002980_lt_000	visuomenės sveikatos darbuotojas
C002980_lt_001	visuomenės sveikatos darbuotoja
C002981_lt_000	vargonų gamintojas
C002981_lt_001	vargonų meistras
C002981_lt_002	vargonų statytoja
C002982_lt_000	muilo miltelių gamybos įrenginių operatorius
C002982_lt_001	muilo gamybos linijos operatorius
C002982_lt_002	muilo gamyklos darbininkas
C002982_lt_003	muilo miltelių gamybos darbininkas
C002982_lt_004	muilo miltelių gamybos operatorius
C002982_lt_005	muilo miltelių gamybos įrenginių operatorė
C002983_lt_000	pašarų gamybos vadovas
C002983_lt_001	pašarų gamybos proceso vadovas
C002983_lt_002	pašarų gamybos vadovė
C002983_lt_003	pašarų ir mėsos gamybos vadovas
C002983_lt_004	pašarų ir mėsos kokybės vadovas
C002984_lt_000	energijos vartojimo vertintojas
C002984_lt_001	energijos taupymo patarėjas
C002984_lt_002	energijos vartojimo auditorius
C002984_lt_003	energijos vartojimo efektyvumo vertintojas
C002984_lt_004	energijos vartojimo vertintoja
C002984_lt_005	energinio naudingumo sertifikatų vertintojas
C002984_lt_006	namų ūkių energijos vartojimo vertintojas
C002984_lt_007	pastatų energijos vartojimo efektyvumo vertintojas
C002984_lt_008	patarėjas energijos suvartojimo klausimais
C002985_lt_000	didmeninės prekybos chemijos produktais agentas
C002985_lt_001	didmeninio chemijos produktų pirkimo agentas
C002985_lt_002	didmeninės chemijos pramonės produktų prekybos agentas
C002985_lt_003	didmeninės prekybos chemijos pramonės produktais agento padėjėjas
C002985_lt_004	didmeninės prekybos chemijos produktais agentė
C002985_lt_005	didmeninės prekybos chemijos produktais specialistas
C002985_lt_006	didmeninės prekybos chemijos produktais vadybininkas
C002986_lt_000	suvirintojas lazeriu
C002986_lt_001	lazerinio suvirinimo mašinos operatorius
C002986_lt_002	lazerinio suvirinimo specialistas
C002986_lt_003	suvirintoja lazeriu
C002987_lt_000	turgaus prekeivis
C002987_lt_001	turgaus prekeivė
C002988_lt_000	krovikas
C002988_lt_001	baldų krovikas
C002988_lt_002	krovikė
C002988_lt_003	perkraustymo įmonės krovikas
C002988_lt_004	perkraustytojas
C002988_lt_005	įmonių perkraustymo paslaugų įmonės darbininkas
C002989_lt_000	korespondencijos užsienio kalbomis specialistas
