C000001_da_000	Militært arbejde
C003221_da_000	montør af præcisionsinstrumenter
C003221_da_001	finmekaniker
C003221_da_002	instrumentmekaniker
C003222_da_000	teknisk designer inden for varme-, ventilations-, klima- og køleanlæg
C003222_da_001	HVAC-ingeniør
C003222_da_002	teknisk HVAC-designer
C003223_da_000	produktionsmedarbejder inden for frugt- og grøntkonserves
C003223_da_001	medarbejder til frugt- og grøntkonserves
C003223_da_002	produktionsmedarbejder frugt og grønt
C003223_da_003	tekniker til fremstilling af frugt- og grøntkonserves
C003224_da_000	operatør af gummidyppemaskine
C003225_da_000	mineproduktionsleder
C003225_da_001	mineproduktionstekniker
C003226_da_000	dividendeanalytiker
C003226_da_001	renteanalytiker
C003227_da_000	tilsynsførende på vaskeri
C003228_da_000	konditor
C003228_da_001	bager
C003228_da_002	bager specialiseret i kager
C003228_da_003	maskinmedhjælper til fremstilling af søde sager
C003229_da_000	naturrådgiver
C003229_da_001	miljøvogter
C003229_da_002	naturvejleder
C003229_da_003	rådgiver i forbindelse med naturprojekter
C003229_da_004	skovfoged
C003230_da_000	markedsføringsspecialist
C003230_da_001	marketingspecialist
C003231_da_000	duftudvikler
C003231_da_001	duftkemiker
C003231_da_002	parfume- og kosmetikudvikler
C003231_da_003	parfumeudvikler
C003231_da_004	parfumør
C003232_da_000	musik- og videohandler
C003232_da_001	ekspedient i en musik- og videobutik
C003232_da_002	ekspedient i en musik- og videoforretning
C003232_da_003	musik- og videosælger
C003232_da_004	musikhandler
C003232_da_005	pladehandler
C003233_da_000	distributionschef inden for drikkevarer
C003233_da_001	assistent for distributionschef inden for drikkevarer
C003233_da_002	logistikchef inden for drikkevarer
C003233_da_003	supply chain manager inden for drikkevarer
C003234_da_000	patentingeniør
C003235_da_000	distributionschef inden for landbrugsmaskiner og -udstyr
C003235_da_001	assistent for distributionschef inden for landbrugsmaskiner og -udstyr
C003235_da_002	forsyningschef inden for landbrugsmaskiner og -udstyr
C003235_da_003	logistikchef inden for landbrugsmaskiner og -udstyr
C003235_da_004	supply chain manager inden for landbrugsmaskiner og -udstyr
C003236_da_000	akvakulturtekniker med speciale i akvakulturdrift
C003236_da_001	akvakulturtekniker
C003236_da_002	dambrugsmedarbejder
C003237_da_000	engrosforhandler inden for drikkevarer
C003238_da_000	tekniker ved kakaomølle
C003238_da_001	maskinoperatør ved kakaomølle
C003238_da_002	mølleoperatør
C003238_da_003	operatør af kakaomølle
C003239_da_000	arkitekt af IKT-netværk
C003239_da_001	arkitekt inden for netværksteknologi
C003239_da_002	netværksingeniør
C003240_da_000	Mølleoperatør inden for spiritusfremstilling
C003240_da_001	maskintekniker til fremstilling af spiritus
C003240_da_002	medarbejder ved mølle til fremstilling af spiritus
C003240_da_003	produktionsmedarbejder til fremstilling af spiritus
C003241_da_000	regissørassistent
C003241_da_001	instruktørassistent
C003241_da_002	sceneinstruktørassistent
C003242_da_000	delikatesseassistent
C003242_da_001	delikatesseekspedient
C003242_da_002	delikatessehandler
C003242_da_003	delikatessesælger
C003243_da_000	vandkraftingeniør
C003244_da_000	møbelsnedker
C003244_da_001	billedskærer
C003244_da_002	dekupør
C003244_da_003	inventarsnedker
C003245_da_000	byplanlægger
C003245_da_001	byudvikler
C003246_da_000	lysestøber
C003247_da_000	leder af en undervisningsinstitution
C003247_da_001	rektor
C003247_da_002	skoleinspektør
C003247_da_003	skoleleder
C003248_da_000	prissætningsspecialist
C003248_da_001	prissætningsekspert
C003249_da_000	vaskerimedhjælper
C003249_da_001	møntvaskarbejder
C003249_da_002	møntvaskassistent
C003249_da_003	møntvaskeriarbejder
C003249_da_004	møntvaskeriassistent
C003249_da_005	møntvaskerimedhjælper
C003249_da_006	møntvaskmedhjælper
C003249_da_007	renseriassistent
C003249_da_008	renserimedarbejder
C003249_da_009	vaskeriarbejder
C003249_da_010	vaskeriassistent
C003250_da_000	maskinoperatør - glasformning
C003251_da_000	immigrationsrådgiver
C003252_da_000	IKT-systemarkitekt
C003252_da_001	IKT systemarkitekt
C003252_da_002	IT-systemarkitekt
C003252_da_003	systemarkitekt
C003252_da_004	systemarkitekt IKT
C003252_da_005	udvikler af IT-systemer
C003253_da_000	butikschef inden for konfekturevarer
C003253_da_001	butiksbestyrer inden for sukkervarer
C003253_da_002	chokoladebutikschef
C003253_da_003	slikbutiksbestyrer
C003253_da_004	slikbutikschef
C003254_da_000	køkkenassistent
C003254_da_001	køkkenelev
C003254_da_002	køkkenmedarbejder
C003254_da_003	køkkenmedhjælper
C003254_da_004	medarbejder i et køkken
C003255_da_000	husdyrrådgiver
C003255_da_001	kvægbrugsrådgiver
C003255_da_002	kvægrådgiver
C003255_da_003	person der yder rådgivning om kvæghold
C003255_da_004	rådgiver om kvæghold
C003256_da_000	import- og eksportmedarbejder inden for tekstilvarer og tekstilhalvfabrikata og -råmaterialer
C003256_da_001	ekspert i international handel
C003256_da_002	eksportassistent
C003256_da_003	importassistent
C003257_da_000	cocktailbartender
C003257_da_001	cocktailblander
C003257_da_002	cocktailmixer
C003257_da_003	cocktailspecialist
C003257_da_004	drinksspecialist
C003258_da_000	asset manager
C003258_da_001	ejendomsporteføljemanager
C003258_da_002	formueforvalter
C003258_da_003	formuerådgiver
C003258_da_004	forvalter af aktiver
C003258_da_005	porteføljeforvalter
C003258_da_006	rådgiver inden for kapitalforvaltning
C003258_da_007	uafhængig finansiel rådgiver
C003259_da_000	turismechef
C003260_da_000	chief data officer
C003260_da_001	chef for dataafdelingen
C003260_da_002	chef for dataanalyse
C003260_da_003	datachef
C003260_da_004	direktør for dataadministration
C003261_da_000	lægemiddeltekniker
C003261_da_001	produktionstekniker inden for lægemiddelindustrien
C003262_da_000	forlægger
C003262_da_001	bogforlægger
C003262_da_002	forlagsredaktør
C003263_da_000	ansvarlig inden for montage af motorkøretøjer
C003263_da_001	formand inden for motorkøretøjsproduktion
C003263_da_002	sjakformand inden for motorkøretøjsproduktion
C003264_da_000	cykelmager
C003264_da_001	børnecykelbygger
C003264_da_002	børnecykelmager
C003264_da_003	cykelbygger
C003264_da_004	cykelmontør
C003264_da_005	racercykelbygger
C003265_da_000	forlystelsesvært
C003265_da_001	forlystelses- og fritidsassistent
C003266_da_000	IT-ingeniør
C003266_da_001	IKT forsker
C003266_da_002	IT-forsker
C003266_da_003	datalog
C003266_da_004	forsker i IKT
C003267_da_000	ansvarlig for samling af træprodukter
C003268_da_000	maskinoperatør inden for fermentering af cider
C003268_da_001	maskinarbejder til ciderfremstilling
C003268_da_002	maskinarbejder til gæring af cider
C003268_da_003	tekniker til fremstilling af cider
C003269_da_000	arkivar
C003269_da_001	byarkivar
C003269_da_002	rigsarkivar
C003269_da_003	stadsarkivar
C003270_da_000	naturbevarelsesforsker
C003270_da_001	naturbeskyttelsesforsker
C003270_da_002	naturfredningsforsker
C003271_da_000	maskinoperatør inden for fødevareproduktion
C003271_da_001	maskinarbejder til pakkemaskine til fødevarer
C003271_da_002	produktionsmedarbejder til fødevareproduktion
C003271_da_003	tekniker til fødevareproduktion
C003272_da_000	navigatør
C003272_da_001	dæksofficer
C003272_da_002	førstestyrmand
C003272_da_003	navigationsofficer
C003272_da_004	næstkommanderende
C003272_da_005	overstyrmand
C003272_da_006	styrmand
C003273_da_000	affaldsmægler
C003273_da_001	agent inden for affaldshåndtering
C003274_da_000	jobkonsulent
C003274_da_001	arbejdsformidler
C003274_da_002	beskæftigelseskonsulent
C003274_da_003	jobcoach
C003274_da_004	jobrådgiver
C003275_da_000	tæppemontør
C003275_da_001	tæppelægger
C003276_da_000	eskadrillechef
C003277_da_000	smykkepolerer
C003277_da_001	smykkereparatør
C003278_da_000	dekan
C003278_da_001	prodekan
C003279_da_000	major i hæren
C003279_da_001	bataljonskaptajn
C003279_da_002	kaptajnløjtnant
C003279_da_003	major
C003279_da_004	major i militæret
C003280_da_000	råvarehandler
C003281_da_000	speditør
C003281_da_001	distributionsmedarbejder
C003281_da_002	distributør
C003282_da_000	statist
C003282_da_001	TV-statist
C003282_da_002	filmstatist
C003283_da_000	produktchef inden for lædervarer
C003284_da_000	privatpraktiserende tandlæge
C003284_da_001	praktiserende tandlæge
C003284_da_002	privat tandlæge
C003284_da_003	tandlæge
C003285_da_000	flyveklarerer
C003285_da_001	flight dispatcher
C003286_da_000	renovationsarbejder
C003286_da_001	affaldssorterer
C003286_da_002	genindvindingsarbejder
C003286_da_003	sanitør
C003286_da_004	skraldemand
C003287_da_000	sangskriver
C003287_da_001	lyriker
C003287_da_002	sangtekstforfatter
C003288_da_000	projektleder med ansvar for undervandsbyggerier
C003288_da_001	bygningskonstruktør med ansvar for undervandsbyggerier
C003289_da_000	tester af skibsmotorer
C003289_da_001	tester af bådmotorer
C003289_da_002	tester af fartøjsmotorer
C003290_da_000	produkt- og servicechef
C003290_da_001	produktchef
C003291_da_000	vingårdsarbejder
C003291_da_001	druehøster
C003291_da_002	drueplukker
C003291_da_003	vindrueplukker
C003291_da_004	vindyrkningsarbejder
C003291_da_005	vinmarksarbejder
C003292_da_000	dyrestøttet terapeut
C003293_da_000	vedligeholdelsestekniker - fodtøj
C003293_da_001	monterings- og vedligeholdelsestekniker
C003293_da_002	vedligeholdelsestekniker
C003294_da_000	hotelbutler
C003294_da_001	butler på hotel
C003294_da_002	hushovmester
C003294_da_003	ledende tjener
C003294_da_004	oldfrue
C003295_da_000	nådler
C003295_da_001	operatør af en nådlermaskine
C003295_da_002	skomager
C003295_da_003	syer
C003296_da_000	instrumenteringsingeniør
C003296_da_001	instrumenteringstekniker
C003296_da_002	instrumentpaneltekniker
C003296_da_003	instrumenttekniker
C003296_da_004	kontrolpaneltekniker
C003297_da_000	elingeniør inden for minedrift
C003298_da_000	tekniker inden for metrologi
C003299_da_000	teknisk sælger af kontormaskinel og -udstyr
C003300_da_000	skindbereder
C003301_da_000	import- og eksportmedarbejder inden for metaller og metalmalme
C003301_da_001	ekspert i international handel
C003301_da_002	eksportassistent inden for metaller og metalmalme
C003301_da_003	importassistent inden for metaller og metalmalme
C003302_da_000	zoolog registrar
C003302_da_001	dyreregistrator
C003302_da_002	dyresamlingsregistrator
C003302_da_003	zoologisk registrator
C003303_da_000	lektor i kemi
C003304_da_000	privatchauffør
C003305_da_000	import- og eksportmedarbejder inden for elektriske husholdningsapparater
C003305_da_001	ekspert i international handel
C003305_da_002	eksportassistent inden for elektriske husholdningsapparater
C003305_da_003	importassistent inden for elektriske husholdningsapparater
C003306_da_000	idrætsskolelærer
C003307_da_000	anlægsgartner
C003307_da_001	gartner der anlægger og vedligeholder havef
C003307_da_002	landskabsgartner
C003308_da_000	procesoperatør - blanding af skumgummi
C003308_da_001	madrasmager
C003308_da_002	procesoperatør inden for skumgummiproduktion
C003308_da_003	støbeformsarbejder - skumgummi
C003309_da_000	butikschef inden for blomster
C003309_da_001	butiksbestyrer inden for blomster
C003309_da_002	havecenterchef
C003309_da_003	planteskoleleder
C003310_da_000	industrioperatør - cover til kileremme
C003311_da_000	dyreosteopat
C003311_da_001	dyreterapeut
C003311_da_002	osteopat til dyr
C003312_da_000	distributionschef inden for sukker, chokolade og sukkervarer
C003313_da_000	miljøtekniker
C003313_da_001	miljøteknolog
C003313_da_002	tekniker inden for forureningsbekæmpelse
C003313_da_003	tekniker inden for forureningskontrol
C003314_da_000	udstillings- og eventtekniker
C003314_da_001	event elektriker
C003315_da_000	voiceover skuespiller
C003315_da_001	dubber
C003315_da_002	kommentator
C003315_da_003	radiofortæller
C003315_da_004	speaker
C003315_da_005	tv-fortæller
C003315_da_006	voice-over-skuespiller
C003315_da_007	voiceover-skuespiller
C003316_da_000	filosofilærer på gymnasieniveau
C003316_da_001	gymnasielærer i filosofi
C003317_da_000	chef for IKT-leverandørrelationer
C003317_da_001	ansvarlig for forhold til IKT-leverandør
C003317_da_002	chef for forhold til IKT-leverandører
C003317_da_003	chef for forhold til IT-leverandør
C003318_da_000	taksator
C003318_da_001	forsikringsvurderingsmand
C003318_da_002	loss adjuster
C003318_da_003	skadestaksator
C003318_da_004	skadesvurderer
C003318_da_005	taksatorkontrollant
C003319_da_000	underwriter
C003319_da_001	forsikringsunderwriter
C003320_da_000	ekspert i indbovurdering
C003321_da_000	akvakulturtekniker med speciale i udklækning
C003321_da_001	akvakulturtekniker
C003322_da_000	sikkerhedschef
C003322_da_001	sikkerhedsansvarlig
C003323_da_000	import- og eksportmedarbejder inden for kemiske produkter
C003323_da_001	ekspert i international handel
C003323_da_002	eksportassistent inden for kemiske produkter
C003323_da_003	importassistent inden for kemiske produkter
C003324_da_000	sporvognskoordinator
C003324_da_001	trafikovervåger
C003325_da_000	geotekniker
C003326_da_000	totalisator
C003327_da_000	ernæringsekspert i dyrefoder
C003327_da_001	diætist i dyrefoder
C003327_da_002	ernæringsekspert i foder til dyr
C003327_da_003	ernæringsfysiolog i dyrefoder
C003328_da_000	gademadssælger
C003328_da_001	gadehandler
C003328_da_002	gadesælger
C003328_da_003	issælger
C003329_da_000	import- og eksportchef inden for elektriske husholdningsapparater
C003329_da_001	assistent for eksportchef inden for elektriske husholdningsapparater
C003329_da_002	assistent for importchef inden for elektriske husholdningsapparater
C003329_da_003	international handelschef inden for elektriske husholdningsapparater
C003330_da_000	elektronstrålesvejser
C003330_da_001	svejser
C003331_da_000	repræsentant for interessegruppe
C003331_da_001	repræsentant
C003332_da_000	operatør af anodiseringsmaskine
C003332_da_001	procesoperatør - anodisering
C003333_da_000	lektor i ingeniørvidenskab
C003334_da_000	togbetjent
C003334_da_001	billetkontrollør
C003334_da_002	konduktør
C003334_da_003	kontrollør
C003334_da_004	togfører
C003334_da_005	togkonduktør
C003335_da_000	svineproducent
C003335_da_001	griseavler
C003335_da_002	griseproducent
C003335_da_003	person der producerer svin
C003335_da_004	svineavler
C003336_da_000	offsettrykker
C003336_da_001	industrioperatør
C003336_da_002	maskinoperatør
C003336_da_003	operatør af en offsettrykkemaskine
C003336_da_004	operatør af en offsettrykmaskine
C003336_da_005	trykker
C003336_da_006	trykkerimedarbejder
C003337_da_000	nødhjælpsarbejder
C003337_da_001	hjælpearbejder
C003337_da_002	humanitær hjælpearbejder
C003337_da_003	katastrofearbejder
C003337_da_004	medarbejder i hjælpeorganisation
C003337_da_005	nødhjælps- og katastrofearbejder
C003337_da_006	nødhjælpsdelegat
C003337_da_007	nødhjælpsmedarbejder
C003337_da_008	oprydningsarbejder
C003337_da_009	redningsarbejder
C003338_da_000	demontør
C003338_da_001	demonteringsarbejder
C003339_da_000	akvakulturtekniker med speciale i recirkulationsanlæg
C003339_da_001	akvakulturtekniker
C003340_da_000	tekniker inden for materialeprøvning
C003341_da_000	casinochef
C003341_da_001	kasinochef
C003341_da_002	spiladministrator
C003341_da_003	spilbestyrer
C003341_da_004	spilleder
C003341_da_005	spilstyrer
C003342_da_000	kunstterapeut
C003342_da_001	dramaterapeut
C003343_da_000	operatør af bølgepapmaskine
C003343_da_001	operatør af kartonmaskine
C003343_da_002	procesoperatør
C003344_da_000	sølvsmed
C003344_da_001	guld- og sølvsmed
C003344_da_002	guldsmed
C003344_da_003	juveler
C003345_da_000	engrosforhandler inden for landbrugsmaskiner og landbrugsudstyr
C003346_da_000	almen dyrlæge
C003346_da_001	almene dyrlæger
C003346_da_002	dyrlæge med speciale i heste
C003346_da_003	dyrlæge med speciale i kirurgi
C003346_da_004	dyrlæge med speciale i kæledyr
C003346_da_005	dyrlæge med speciale i produktionsdyr
C003346_da_006	dyrlæge uden speciale
C003347_da_000	politisk journalist
C003348_da_000	industriproduktionschef
