C000001_de_000	Angehörige der regulären Streitkräfte
C002903_de_004	Hufbeschlagschmiedin
C002903_de_005	Hufschmied
C002903_de_006	Hufschmiedin
C002904_de_000	Beamter/Beamtin der Küstenwache
C002904_de_001	Beamter der Küstenwache
C002904_de_002	Beamtin der Küstenwache
C002905_de_000	Perückenmacher/Perückenmacherin
C002905_de_001	Perückenmacher
C002905_de_002	Perückenmacherin
C002906_de_000	Matrose/Matrosin
C002906_de_001	Matrose
C002906_de_002	Matrosin
C002907_de_000	IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
C002907_de_001	Anwendungsprogrammierer
C002907_de_002	Anwendungsprogrammiererin
C002907_de_003	Anwendungssoftwareentwickler
C002907_de_004	Anwendungssoftwareentwicklerin
C002907_de_005	Anwendungssoftwareprogrammierer
C002907_de_006	Anwendungssoftwareprogrammiererin
C002907_de_007	Application-Software-Developer
C002907_de_008	Programmierer
C002907_de_009	Programmiererin
C002907_de_010	Softwareprogrammierer
C002907_de_011	Softwareprogrammiererin
C002908_de_000	Stand-up-Komiker/Stand-up-Komikerin
C002908_de_001	Comedian
C002908_de_002	Humorist
C002908_de_003	Humoristin
C002908_de_004	Kabarettist
C002908_de_005	Kabarettistin
C002908_de_006	Kleindarsteller
C002908_de_007	Kleindarstellerin
C002908_de_008	Stand-up-Comedian
C002908_de_009	Stand-up-Komiker
C002908_de_010	Stand-up-Komikerin
C002909_de_000	Schrotsägenführer/Schrotsägenführerin
C002909_de_001	Ablänger
C002909_de_002	Ablängerin
C002909_de_003	Baumfäller
C002909_de_004	Baumfällerin
C002909_de_005	Schrotsägenführer
C002909_de_006	Schrotsägenführerin
C002910_de_000	Harfenbauer/Harfenbauerin
C002910_de_001	Harfenbauer
C002910_de_002	Harfenbauerin
C002910_de_003	Streich- und Saiteninstrumentenbauer - Zupfinstrumente
C002910_de_004	Streich- und Saiteninstrumentenbauerin - Zupfinstrumente
C002910_de_005	Zupfinstrumentenmacher - Harfenbau
C002910_de_006	Zupfinstrumentenmacherin - Harfenbau
C002911_de_000	Grenadier/Grenadierin
C002911_de_001	Fußsoldat
C002911_de_002	Fußsoldatin
C002911_de_003	Grenadier
C002911_de_004	Grenadierin
C002911_de_005	Infanterist
C002911_de_006	Infanteristin
C002911_de_007	Schütze
C002911_de_008	Schützin
C002911_de_009	Soldat der Infanterie
C002911_de_010	Soldatin der Infanterie
C002912_de_000	Vertriebsleiter für Möbel, Teppiche und Beleuchtungseinrichtungen/Vertriebsleiterin für Möbel, Teppiche und Beleuchtungseinrichtungen
C002912_de_001	Vertriebsleiter für Möbel, Teppiche und Beleuchtungseinrichtungen
C002912_de_002	Vertriebsleiterin für Möbel, Teppiche und Beleuchtungseinrichtungen
C002913_de_000	Requisiteur/Requisiteurin
C002913_de_001	Requisitenmeister
C002913_de_002	Requisitenmeisterin
C002913_de_003	Requisitenverwalter
C002913_de_004	Requisitenverwalterin
C002913_de_005	Requisiteur
C002913_de_006	Requisiteurin
C002914_de_000	IT-Consultant für Systemintegration
C002914_de_001	Consultant Systemintegration
C002915_de_000	Musterschneider/Musterschneiderin
C002915_de_001	Musterschneider
C002915_de_002	Musterschneiderin
C002916_de_000	Zahnmedizinischer Fachangestellter/Zahnmedizinische Fachangestellte
C002916_de_001	Ordinationshilfe Zahnarztpraxis
C002916_de_002	Sprechstundenhilfe Zahnarztpraxis
C002916_de_003	Zahnarzthelfer
C002916_de_004	Zahnarzthelfer (Assistenz am Behandlungsstuhl)
C002916_de_005	Zahnarzthelferin
C002916_de_006	Zahnarzthelferin (Assistenz am Behandlungsstuhl)
C002916_de_007	Zahnmedizinisch-technische Assistentin
C002916_de_008	Zahnmedizinisch-technischer Assistent
C002916_de_009	Zahnmedizinische Fachangestellte
C002916_de_010	Zahnmedizinische Fachassistentin
C002916_de_011	Zahnmedizinischer Fachangestellter
C002916_de_012	Zahnmedizinischer Fachassistent
C002916_de_013	Zahnärztliche Fachassistentin
C002916_de_014	Zahnärztlicher Fachassistent
C002917_de_000	Fahrkartenverkäufer/Fahrkartenverkäuferin
C002917_de_001	Kartenverkaufsagent
C002917_de_002	Kartenverkaufsagentin
C002917_de_003	Kartenverkaufsmitarbeiter
C002917_de_004	Kartenverkaufsmitarbeiterin
C002917_de_005	Kartenverkäufer
C002917_de_006	Kartenverkäuferin
C002918_de_000	Verkaufsaufsichtskraft
C002918_de_001	Filialleiter Einzelhandel
C002918_de_002	Filialleiterin Einzelhandel
C002918_de_003	Marktleiter
C002918_de_004	Marktleiterin
C002919_de_000	Produktionsleiter Holz/Produktionsleiterin Holz
C002919_de_001	Industriemeister Holz
C002919_de_002	Industriemeisterin Holz
C002919_de_003	Produktionsleiter Holz
C002919_de_004	Produktionsleiterin Holz
C002920_de_000	Maschinenmonteur/Maschinenmonteurin
C002920_de_001	Industriemechaniker
C002920_de_002	Industriemechanikerin
C002920_de_003	Maschinenbaumonteur
C002920_de_004	Maschinenbaumonteurin
C002920_de_005	Maschinenmonteur
C002920_de_006	Maschinenmonteurin
C002921_de_000	Fachchiropraktiker/Fachchiropraktikerin
C002921_de_001	Fachchiropraktiker
C002921_de_002	Fachchiropraktikerin
C002922_de_000	Tierchiropraktiker/Tierchiropraktikerin
C002922_de_001	Tierchiropraktiker
C002922_de_002	Tierchiropraktikerin
C002922_de_003	Tierhydrotherapeut
C002922_de_004	Tierhydrotherapeutin
C002923_de_000	Solariumfachberater/Solariumfachberaterin
C002923_de_001	Bräunungsberater
C002923_de_002	Bräunungsberaterin
C002923_de_003	Solariumbetreuer
C002923_de_004	Solariumbetreuerin
C002923_de_005	Solariumfachberater
C002923_de_006	Solariumfachberaterin
C002924_de_000	Hochschullehrkraft für Moderne Sprachen
C002924_de_001	Dozent für Moderne Sprachen
C002924_de_002	Dozentin für Moderne Sprachen
C002924_de_003	Professor/in für Moderne Sprachen
C002924_de_004	SpezialistIn für Lebende Sprachen
C002924_de_005	Universitätsassistent/in für Lebende Sprachen
C002924_de_006	WissenschaftlicheR MitarbeiterIn für Lebende Sprachen
C002925_de_000	Manager des Veranstaltungsortes/Managerin des Veranstaltungsortes
C002925_de_001	Eventmanager
C002925_de_002	Eventmanagerin
C002925_de_003	Tagungs- und Bankettmanager
C002925_de_004	Tagungs- und Bankettmanagerin
C002925_de_005	Tagungs- und Bankettplaner
C002925_de_006	Tagungs- und Bankettplanerin
C002925_de_007	Veranstaltungsmanager
C002925_de_008	Veranstaltungsmanagerin
C002926_de_000	Sozialarbeiter im Bereich Palliativversorgung/Sozialarbeiterin im Bereich Palliativversorgung
C002926_de_001	Sozialarbeiter Hospizversorgung
C002926_de_002	Sozialarbeiter im Bereich Palliativversorgung
C002926_de_003	Sozialarbeiterin Hospizversorgung
C002926_de_004	Sozialarbeiterin im Bereich Palliativversorgung
C002927_de_000	Geothermie-Ingenieur/Geothermie-Ingenieurin
C002927_de_001	Berater für Geothermietechnik
C002927_de_002	Beraterin für Geothermietechnik
C002927_de_003	Geothermie 0&M Ingenieur
C002927_de_004	Geothermie 0&M Ingenieurin
C002927_de_005	Geothermie-Berater
C002927_de_006	Geothermie-Ingenieur
C002927_de_007	Geothermie-Ingenieurin
C002927_de_008	Leiter des Geothermiekraftwerks
C002927_de_009	Leiterin des Geothermiekraftwerks
C002928_de_000	Lagerarbeiter/Lagerarbeiterin
C002928_de_001	Fachkraft für Lagerlogistik
C002928_de_002	Fachlagerist
C002928_de_003	Fachlageristin
C002928_de_004	Lagerarbeiter
C002928_de_005	Lagerarbeiterin
C002928_de_006	Lagerfachkraft
C002928_de_007	Lagerhelfer
C002928_de_008	Lagerhelferin
C002928_de_009	Lagerist
C002928_de_010	Lageristin
C002928_de_011	Warenlagerarbeiter
C002928_de_012	Warenlagerarbeiterin
C002929_de_000	Projektmanager/Projektmanagerin
C002929_de_001	Projektmanager
C002929_de_002	Projektmanagerin
C002930_de_000	Branntweinbrenner/Branntweinbrennerin
C002930_de_001	Branntweinbrenner
C002930_de_002	Branntweinbrennerin
C002930_de_003	Schnapsbrenner
C002930_de_004	Schnapsbrennerin
C002931_de_000	Computer-Hardwaretester/Computer-Hardwaretesterin
C002931_de_001	Computer-Hardwaretester
C002931_de_002	Computer-Hardwaretesterin
C002931_de_003	Hardwaretester
C002931_de_004	Hardwaretesterin
C002932_de_000	Pferdepfleger/Pferdepflegerin
C002932_de_001	Pferdepfleger
C002932_de_002	Pferdepflegerin
C002932_de_003	Pferdewirt mit Schwerpunkt Pferdehaltung und Service
C002932_de_004	Pferdewirtin mit Schwerpunkt Pferdehaltung und Service
C002932_de_005	Stallknecht
C002932_de_006	Stallknechtin
C002933_de_000	Fachkraft technischer Vertrieb von Chemikalien
C002933_de_001	Mitarbeiter/in technischer Vertrieb von Chemikalien
C002933_de_002	MitarbeiterIn technischer Vertrieb von Chemikalien
C002934_de_000	Lederwarenverpacker/Lederwarenverpackerin
C002934_de_001	Lederverarbeiterhelfer
C002934_de_002	Lederverarbeiterhelferin
C002934_de_003	Lederwarenverpacker
C002934_de_004	Lederwarenverpackerin
C002934_de_005	Lederwarenzuarbeiter
C002934_de_006	Lederwarenzuarbeiterin
C002935_de_000	Barista
C002935_de_001	Barkeeper
C002935_de_002	Barkeeperin
C002935_de_003	Barmixer
C002935_de_004	Espressozubereiter
C002935_de_005	Espressozubereiterin
C002935_de_006	Kaffeezubereiter
C002935_de_007	Kaffezubereiterin
C002936_de_000	Strahlenschutzbeauftragter/Strahlenschutzbeauftragte
C002936_de_001	Amtssachverständige für Strahlenschutz
C002936_de_002	Amtssachverständiger für Strahlenschutz
C002936_de_003	Strahlenschutzbeauftragte
C002936_de_004	Strahlenschutzbeauftragter
C002936_de_005	Technische Physikerin
C002936_de_006	Technischer Physiker
C002937_de_000	Einzelhändler/Einzelhändlerin
C002937_de_001	Einzelhandelskauffrau
C002937_de_002	Einzelhandelskaufmann
C002937_de_003	Einzelhändler
C002937_de_004	Einzelhändlerin
C002937_de_005	Ladenbesitzer
C002937_de_006	Ladenbesitzerin
C002937_de_007	Ladenbetreiber
C002937_de_008	Ladenbetreiberin
C002937_de_009	Ladeninhaber
C002937_de_010	Ladeninhaberin
C002937_de_011	Verschleißer
C002937_de_012	Verschleißerin
C002938_de_000	Spezialeffekt-Techniker Flugszenen/Spezialeffekt-Technikerin Flugszenen
C002938_de_001	Spezialeffekt-Techniker Flugszenen
C002938_de_002	Spezialeffekt-Technikerin Flugszenen
C002939_de_000	Philosoph/Philosophin
C002939_de_001	Logiker
C002939_de_002	Logikerin
C002939_de_003	Philosoph
C002939_de_004	Philosophin
C002940_de_000	Fachkraft in der Nitroglycerinherstellung (Neutralisation)
C002941_de_000	Buchhaltungsassistent/Buchhaltungsassistentin
C002941_de_001	Buchhaltungsassistent
C002941_de_002	Buchhaltungsassistentin
C002942_de_000	Umweltanalytiker Aquakultur/Umweltanalytikerin Aquakultur
C002942_de_001	Umweltanalytiker Aquakultur
C002942_de_002	Umweltanalytikerin Aquakultur
C002943_de_000	Hochschullehrkraft für Archäologie
C002943_de_001	Dozent/in für Archäologie
C002943_de_002	Hochschullehrer für Archäologie
C002943_de_003	HochschullehrerIn für Archäologie
C002943_de_004	Hochschullehrerin für Archäologie
C002943_de_005	ProfessorIn für Archäologie
C002943_de_006	Universitätslehrer für Archäologie
C002943_de_007	UniversitätslehrerIn für Archäologie
C002943_de_008	Universitätslehrerin für Archäologie
C002944_de_000	Optometrist/Optometristin
C002944_de_001	Augenoptikermeister
C002944_de_002	Augenoptikermeisterin
C002944_de_003	Optometrist
C002944_de_004	Optometristin
C002945_de_000	Lehrkraft für Deutsche Sprache und Literatur Sekundarstufe
C002945_de_001	DeutschlehrerIn Sekundarstufe
C002945_de_002	Lehrer für Deutsch Sekundarstufe
C002945_de_003	Lehrerin für Deutsch Sekundarstufe
C002945_de_004	Literaturlehrer/in Sekundarstufe
C002946_de_000	Finanzmakler/Finanzmaklerin
C002946_de_001	Finanzbroker
C002946_de_002	Finanzbrokerin
C002946_de_003	Finanzmakler
C002946_de_004	Finanzmaklerin
C002947_de_000	Forschungsleiter/Forschungsleiterin
C002947_de_001	Forschungsleiter
C002947_de_002	Forschungsleiterin
C002947_de_003	Laborleiter
C002947_de_004	Laborleiterin
C002947_de_005	wissenschaftliche Direktorin
C002947_de_006	wissenschaftliche Leiterin
C002947_de_007	wissenschaftlicher Direktor
C002947_de_008	wissenschaftlicher Leiter
C002948_de_000	Fischverarbeiter/Fischverarbeiterin
C002948_de_001	Fischhändler
C002948_de_002	Fischhändlerin
C002948_de_003	Fischverarbeiter
C002948_de_004	Fischverarbeiterin
C002948_de_005	Fischwerker
C002948_de_006	Fischwerkerin
C002949_de_000	Wertpapiermakler/Wertpapiermaklerin
C002949_de_001	Investmentbroker
C002949_de_002	Investmentbrokerin
C002949_de_003	Wertpapier-Makler
C002949_de_004	Wertpapier-Maklerin
C002949_de_005	Wertpapiermakler
C002949_de_006	Wertpapiermaklerin
C002950_de_000	Public-Relations-Fachkraft
C002950_de_001	PR-ManagerIn
C002950_de_002	PreseberaterIn
C002950_de_003	Public-Relations-ManagerIn
C002950_de_004	SprecherIn
C002951_de_000	Maskengestalter/Maskengestalterin
C002951_de_001	Maskengestalter
C002951_de_002	Maskengestalterin
C002951_de_003	Maskenmacher
C002951_de_004	Maskenmacherin
C002952_de_000	Pannendienstfahrer/Pannendienstfahrerin
C002952_de_001	Pannendienstfahrer
C002952_de_002	Pannendienstfahrerin
C002952_de_003	Pannenhelfer
C002952_de_004	Pannenhelferin
C002953_de_000	Fachverkäufer für Blumen und Pflanzen/Fachverkäuferin für Blumen und Pflanzen
C002953_de_001	Blumenverkäufer
C002953_de_002	Blumenverkäuferin
C002953_de_003	Einzelhandelskauffrau Gartencenter
C002953_de_004	Einzelhandelskauffrau mit Schwerpunkt Gartencenter
C002953_de_005	Einzelhandelskaufmann Gartencenter
C002953_de_006	Einzelhandelskaufmann mit Schwerpunkt Gartencenter
C002953_de_007	Fachverkäufer für Blumen und Pflanzen
C002953_de_008	Fachverkäufer für Pflanzen und Saatgut
C002953_de_009	Fachverkäuferin für Blumen und Pflanzen
C002953_de_010	Fachverkäuferin für Pflanzen und Saatgut
C002953_de_011	Florist
C002953_de_012	Floristin
C002953_de_013	Gartenbedarfsverkäufer
C002953_de_014	Gartenbedarfsverkäuferin
C002953_de_015	Gartencenterkauffrau
C002953_de_016	Gartencenterkaufmann
C002953_de_017	Gartencenterverkäufer
C002953_de_018	Gartencenterverkäuferin
C002953_de_019	Gartenfachverkäufer
C002953_de_020	Gartenfachverkäuferin
C002954_de_000	Bergbauelektriker/Bergbauelektrikerin
C002954_de_001	Bergbauelektriker
C002954_de_002	Bergbauelektrikerin
C002955_de_000	Aquakulturarbeiter/Aquakulturarbeiterin
C002955_de_001	Aquakulturarbeiter
C002955_de_002	Aquakulturarbeiterin
C002956_de_000	Qualitätsprüfer - Metallprodukte/Qualitätsprüferin - Metallprodukte
C002956_de_001	Qualitätsprüfer - Metallprodukte
C002956_de_002	Qualitätsprüferin - Metallprodukte
C002957_de_000	Servicetechniker – Sicherheits- und Alarmanlagen/Servicetechnikerin – Sicherheits- und Alarmanlagen
C002957_de_001	Servicetechniker - Sicherheits- und Alarmanlagen
C002957_de_002	Servicetechnikerin - Sicherheits- und Alarmanlagen
C002958_de_000	Faserplattenpresser/Faserplattenpresserin
C002958_de_001	Faserplattenhersteller
C002958_de_002	Faserplattenherstellerin
C002958_de_003	Faserplattenpresser
C002958_de_004	Faserplattenpresserin
C002959_de_000	Dekontaminateur/Dekontaminateurin
C002959_de_001	Dekontaminateur
C002959_de_002	Dekontaminateurin
C002960_de_000	Falzmaschinenbediener/Falzmaschinenbedienerin
C002960_de_001	Falzmaschinenbediener
C002960_de_002	Falzmaschinenbedienerin
C002961_de_000	Import-/Exportsachbearbeiter für Büromaschinen und -geräte/Import-/Exportsachbearbeiterin für Büromaschinen und -geräte
C002961_de_001	Import-/Exportsachbearbeiter für Büromaschinen und -geräte
C002961_de_002	Import-/Exportsachbearbeiterin für Büromaschinen und -geräte
C002962_de_000	Manager im Bereich soziale Dienste/Managerin im Bereich soziale Dienste
C002962_de_001	Manager im Bereich soziale Dienste
C002962_de_002	Managerin im Bereich soziale Dienste
C002963_de_000	Pharmazeutisch-kaufmännischer Angestellter/Pharmazeutisch-kaufmännische Angestellte
C002963_de_001	Apothekenhelfer
C002963_de_002	Apothekenhelferin
C002963_de_003	Pharmazeutisch-kaufmännische Angestellte
C002963_de_004	Pharmazeutisch-kaufmännischer Angestellter
C002964_de_000	Vertriebsleiter für Milchprodukte und Speiseöle/Vertriebsleiterin für Milchprodukte und Speiseöle
C002964_de_001	Vertriebsleiter für Milchprodukte und Speiseöle
C002964_de_002	Vertriebsleiterin für Milchprodukte und Speiseöle
C002965_de_000	Pultrusionsmaschinenbediener/Pultrusionmaschinenbedienerin
C002965_de_001	Maschinenbediener für Pultrusionsmaschine
C002965_de_002	Maschinenbedienerin für Pultrusionsmaschine
C002965_de_003	Pultrusionsmaschinenbediener
C002965_de_004	Pultrusionsmaschinenbedienerin
C002966_de_000	Studienbeihilfeberater/Studienbeihilfeberaterin
C002966_de_001	Sachbearbeiter für Studienbeihilfe
C002966_de_002	Sachbearbeiterin für Studienbeihilfe
C002966_de_003	Studienbeihilfeberater
C002966_de_004	Studienbeihilfeberaterin
C002967_de_000	Agrarwissenschaftler/Agrarwissenschaftlerin
C002967_de_001	Agrarforscher
C002967_de_002	Agrarforscherin
C002967_de_003	Agrarwissenschafter
C002967_de_004	Agrarwissenschafterin
C002967_de_005	Agrarwissenschaftler
C002967_de_006	Agrarwissenschaftlerin
C002967_de_007	Landwirtschaftswissenschafter
C002967_de_008	Landwirtschaftswissenschafterin
C002967_de_009	Landwirtschaftswissenschaftler
C002967_de_010	Landwirtschaftswissenschaftlerin
C002968_de_000	Wissenschaftlicher Mitarbeiter/Wissenschaftliche Mitarbeiterin
C002968_de_001	Hochschulassistent
C002968_de_002	HochschulassistentIn
C002968_de_003	Hochschulassistentin
C002968_de_004	Universitätsassistent
C002968_de_005	UniversitätsassistentIn
C002968_de_006	Universitätsassistentin
C002968_de_007	Wissenschaftliche Mitarbeiterin
C002968_de_008	Wissenschaftlicher Mitarbeiter
C002969_de_000	Kindergartenleiter/Kindergartenleiterin
C002969_de_001	Kindergartenleiter
C002969_de_002	Kindergartenleiterin
C002970_de_000	Plakatierer/Plakatiererin
C002970_de_001	Außenwerbungsinstallateur
C002970_de_002	Außenwerbungsinstallateurin
C002970_de_003	Außenwerbungsmonteur
C002970_de_004	Außenwerbungsmonteurin
C002970_de_005	Plakatierer
C002970_de_006	Plakatiererin
C002970_de_007	Plakatkleber
C002970_de_008	Plakatkleberin
C002970_de_009	Werbetafelinstallateur
C002970_de_010	Werbetafelinstallateurin
C002971_de_000	Lastwagenfahrlehrer/Lastwagenfahrlehrerin
C002971_de_001	Lastwagenfahrlehrer
C002971_de_002	Lastwagenfahrlehrerin
C002971_de_003	Lkw-Fahrlehrer
C002971_de_004	Lkw-Fahrlehrerin
C002972_de_000	Therapeut Komplementärmedizin/Therapeutin Komplementärmedizin
C002972_de_001	Heilpraktiker
C002972_de_002	Heilpraktikerin
C002972_de_003	Komplementärtherapeut
C002972_de_004	Komplementärtherapeutin
C002972_de_005	Therapeut Komplementärmedizin
C002972_de_006	Therapeutin Komplementärmedizin
C002973_de_000	Federmacher/Federmacherin
C002973_de_001	Blattfedermacher
C002973_de_002	Blattfedermacherin
C002973_de_003	Federhakenmacher
C002973_de_004	Federhakenmacherin
C002973_de_005	Federhersteller
C002973_de_006	Federherstellerin
C002973_de_007	Federmacher
C002973_de_008	Federmacherin
C002973_de_009	Federpresser
C002973_de_010	Federpresserin
C002973_de_011	Federrichter
C002973_de_012	Federrichterin
C002973_de_013	Federschmied
C002973_de_014	Federschmiedemeister
C002973_de_015	Federschmiedemeisterin
C002973_de_016	Federschmiedin
C002973_de_017	Federwalzer
C002973_de_018	Federwalzerin
C002973_de_019	Federwickler
C002973_de_020	Federwicklerin
C002973_de_021	Feinmechaniker
C002973_de_022	Feinmechanikerin
C002973_de_023	Feinwerktechniker
C002973_de_024	Feinwerktechnikerin
C002973_de_025	Kegelfedermacher
C002973_de_026	Kegelfedermacherin
C002973_de_027	Möbelfedermacher
C002973_de_028	Möbelfedermacherin
C002973_de_029	Schmuckfedermacher
C002973_de_030	Schmuckfedermacherin
C002973_de_031	Schraubenfedermacher
C002973_de_032	Schraubenfedermacherin
C002973_de_033	Uhrfedernmacher
C002973_de_034	Uhrfedernmacherin
C002974_de_000	Fundraiser/Fundraiserin
C002974_de_001	Fundraiser
