C000001_sv_000	Militära yrken
C003269_sv_000	importspeditör, parfymer och kosmetika
C003269_sv_001	exportspeditör, parfymer och kosmetika
C003270_sv_000	jungman, inre fart
C003271_sv_000	stuverichef
C003272_sv_000	distributionschef, elektriska hushållsapparater
C003272_sv_001	logistikchef, elektriska hushållsapparater
C003273_sv_000	inspektör, riskavfall
C003273_sv_001	inspektör, farligt avfall
C003274_sv_000	uthyrningschef
C003274_sv_001	stationschef
C003275_sv_000	grossist, levande djur
C003276_sv_000	energirådgivare
C003276_sv_001	energianalytiker
C003276_sv_002	energikonsult
C003277_sv_000	varumärkeschef
C003278_sv_000	förvaltare, finansieringsprogram
C003279_sv_000	finmekaniker
C003279_sv_001	mikromekaniker
C003280_sv_000	VVS-konstruktör
C003280_sv_001	VVS-projektör
C003280_sv_002	konstruktör, VVS
C003281_sv_000	maskinoperatör, frukt- och grönsakskonservering
C003281_sv_001	processoperatör, frukt- och grönsakskonservering
C003282_sv_000	maskinoperatör, gummidoppning
C003283_sv_000	produktionschef, gruvindustri
C003284_sv_000	finansanalytiker, utdelningar
C003285_sv_000	tvätteriarbetare, förman
C003286_sv_000	konditor
C003286_sv_001	bagare
C003286_sv_002	konditorer
C003286_sv_003	konditorn
C003286_sv_004	sockerbagare
C003287_sv_000	naturvårdsförvaltare
C003287_sv_001	förvaltare av naturvård
C003287_sv_002	gruppledare för förvaltning av naturområden
C003287_sv_003	naturförvaltare
C003287_sv_004	parkvakt
C003288_sv_000	reklamkonsulent
C003288_sv_001	reklamspecialist
C003289_sv_000	doftkemist
C003290_sv_000	specialiserad säljare, musik och film
C003290_sv_001	butikssäljare, musik och film
C003290_sv_002	butikssäljare, skiv- och videobutik
C003291_sv_000	distributionschef, drycker
C003291_sv_001	logistikchef, drycker
C003292_sv_000	patentingenjör
C003293_sv_000	distributionschef, jordbruksmaskiner och utrustning
C003293_sv_001	logistikchef, jordbruksmaskiner och utrustning
C003294_sv_000	vattenbrukstekniker
C003294_sv_001	fiskodlingsarbetare
C003295_sv_000	grossist, drycker
C003296_sv_000	kvarnoperatör, kakaokvarn
C003296_sv_001	maskinoperatör, kakaokvarn
C003296_sv_002	processoperatör, kakaokvarn
C003297_sv_000	it-nätverksarkitekt
C003297_sv_001	nätarkitekt
C003297_sv_002	nätverksingenjör
C003298_sv_000	kvarnoperatör, våtmalning
C003299_sv_000	regiassistent, teater
C003300_sv_000	specialiserad säljare, delikatesser
C003300_sv_001	butikssäljare, delikatessaffär
C003300_sv_002	specialiserad säljare, delikatessaffär
C003301_sv_000	civilingenjör, vattenkraft
C003301_sv_001	vattenkraftsingenjör
C003302_sv_000	strålterapeut
C003302_sv_001	-
C003302_sv_002	RTT
C003302_sv_003	strålbehandlingstekniker
C003302_sv_004	tekniker inom strålterapi
C003302_sv_005	terapeutisk radiograf
C003302_sv_006	terapeutisk radiografi-utövare
C003302_sv_007	terapiradiograf
C003302_sv_008	utövare av terapeutisk radiografi
C003303_sv_000	inredningssnickare
C003303_sv_001	finsnickare
C003303_sv_002	möbelsnickare, skåp
C003304_sv_000	stadsplanerare
C003304_sv_001	smart stadsplanerare
C003305_sv_000	ljusmakare
C003305_sv_001	ljustillverkare
C003306_sv_000	rektor
C003306_sv_001	skolchef
C003307_sv_000	prissättare
C003307_sv_001	prissättningsspecialist
C003308_sv_000	tvätteriarbetare, tvättomat
C003308_sv_001	tvättbiträde, tvättomat
C003309_sv_000	maskinskötare, glas
C003309_sv_001	maskinoperatör, glasgjutning
C003310_sv_000	migrationshandläggare
C003310_sv_001	immigrationshandläggare
C003311_sv_000	systemarkitekt
C003311_sv_001	informationssystemsarkitekt
C003311_sv_002	informationssystemsdesigner
C003311_sv_003	it-systemarkitekt
C003311_sv_004	it-systemdesigner
C003311_sv_005	systemdesigner
C003312_sv_000	butikschef, konfektyr
C003312_sv_001	butikschef, godis
C003313_sv_000	köksbiträde
C003313_sv_001	köksassistent
C003313_sv_002	kökselev
C003313_sv_003	köksmedhjälpare
C003313_sv_004	restaurangelev
C003314_sv_000	husdjursagronom
C003314_sv_001	agronom, lantbrukets djur
C003314_sv_002	rådgivare, lantbrukets djur
C003315_sv_000	importspeditör, textilier, textilhalvfabrikat och textilråvaror
C003315_sv_001	exportspeditör, textilier, textilhalvfabrikat och textilråvaror
C003316_sv_000	cocktailbartender
C003316_sv_001	bartender för cocktails
C003316_sv_002	cocktailbartendrar
C003316_sv_003	flair-bartender
C003316_sv_004	mixolog
C003317_sv_000	kundmäklare
C003318_sv_000	turismchef
C003319_sv_000	datachef
C003319_sv_001	analysansvarig
C003319_sv_002	chef för data
C003319_sv_003	dataansvarig
C003319_sv_004	datachefer
C003320_sv_000	ingenjör, farmaceutisk industri
C003321_sv_000	förläggare
C003322_sv_000	arbetsledare, fordonsmontering
C003323_sv_000	cykelmontör
C003324_sv_000	nöjes- och rekreationsvärd
C003325_sv_000	datavetare
C003325_sv_001	IKT-forskare
C003325_sv_002	IKT-vetenskapsman
C003325_sv_003	IT-forskare
C003325_sv_004	datavetenskapsman
C003326_sv_000	arbetsledare, montering träprodukter
C003327_sv_000	processoperatör, jäsning av cider
C003328_sv_000	arkivarie
C003329_sv_000	naturvårdsforskare
C003330_sv_000	processoperatör, livsmedelsindustri
C003330_sv_001	maskinoperatör, livsmedelsindustri
C003331_sv_000	styrman
C003331_sv_001	andre styrman
C003331_sv_002	däcksbefäl
C003331_sv_003	endestyrman
C003331_sv_004	överstyrman
C003332_sv_000	avfallsmäklare
C003333_sv_000	jobbcoach
C003334_sv_000	mattläggare
C003334_sv_001	golvläggare
C003335_sv_000	fänrik
C003335_sv_001	major i flygvapnet
C003336_sv_000	ädelstensslipare, färdiga smycken
C003337_sv_000	dekan
C003337_sv_001	dekanus
C003337_sv_002	ordförande, fakultetsnämnd
C003337_sv_003	ordförande, områdesnämnd
C003337_sv_004	vicerektor, universitet
C003338_sv_000	major
C003338_sv_001	armémajor
C003338_sv_002	major i armén
C003339_sv_000	råvaruhandlare
C003340_sv_000	speditör vid distributionscentrum
C003341_sv_000	statist
C003342_sv_000	produktionschef, lädervaror
C003343_sv_000	tandläkare
C003344_sv_000	flygklarerare
C003344_sv_001	FOO
C003345_sv_000	miljöarbetare
C003345_sv_001	renhållningsarbetare
C003345_sv_002	sophämtare
C003346_sv_000	sångtextförfattare
C003346_sv_001	lyriker
C003347_sv_000	arbetsledare, anläggningsdykning
C003348_sv_000	provare, fartygsmotorer
C003349_sv_000	produktchef, marknadsföring
C003350_sv_000	vingårdsarbetare
C003350_sv_001	druvplockare
C003350_sv_002	vindruvsplockare
C003350_sv_003	vingårdsman
C003350_sv_004	vinodlingsarbetare
C003351_sv_000	djurunderstödd terapeut
C003352_sv_000	underhållstekniker, skodon
C003352_sv_001	servicetekniker, skodon
C003353_sv_000	butler på hotell
C003353_sv_001	administratör för butlers
C003353_sv_002	förste betjänt på hotell
C003353_sv_003	hotellbutler
C003353_sv_004	hotellbutlern
C003353_sv_005	hotellbutlers
C003353_sv_006	hovmästare på hotell
C003353_sv_007	huschef
C003354_sv_000	sömmare, skinn
C003354_sv_001	skinnsömmerska
C003355_sv_000	ingenjör, instrumentering
C003355_sv_001	instrumenteringsingenjör
C003356_sv_000	elektroingenjör, gruva
C003357_sv_000	mättekniker
C003358_sv_000	företagssäljare, kontorsmaskiner
C003359_sv_000	materialingenjör, mikroelektronik
C003359_sv_001	expert på mikroelektronik
C003359_sv_002	ingenjör för mikroelektronikmaterial
C003359_sv_003	ingenjör i mikroelektronikmaterial
C003359_sv_004	ingenjör specialiserad på mikroelektronikmaterial
C003359_sv_005	konstruktör inom mikroelektronik
C003359_sv_006	konstruktör inom mikroelektronik:specialist på materialteknik inom mikroelektronik
C003359_sv_007	konsult inom materialteknik inom mikroelektronik
C003359_sv_008	konsult inom mikroelektronik inom materialteknik
C003359_sv_009	materialteknisk expert, mikroelektronik
C003359_sv_010	mikroelektronik materialdesigner
C003359_sv_011	mikroelektronik materialtekniker
C003359_sv_012	mikroelektronik materialteknisk expert
C003359_sv_013	rådgivare inom materialteknik inom mikroelektronik
C003359_sv_014	specialist på materialteknik inom mikroelektronik
C003359_sv_015	specialist på mikroelektronik inom materialteknik
C003359_sv_016	specialistmaterial inom mikroelektronik
C003359_sv_017	teknikutvecklare för mikroelektronik
C003359_sv_018	utvecklare av mikroelektronikmaterial
C003360_sv_000	skinnberedare
C003361_sv_000	importspeditör, metaller och metallmalmer
C003361_sv_001	exportspeditör, metaller och metallmalmer
C003362_sv_000	registrator, djurpark
C003362_sv_001	registrator, zoo
C003363_sv_000	lektor, kemi
C003364_sv_000	privatchaufför
C003364_sv_001	limousinförare
C003365_sv_000	importspeditör, elektriska hushållsapparater
C003365_sv_001	exportspeditör, elektriska hushållsapparater
C003366_sv_000	yrkeslärare, idrott
C003367_sv_000	trädgårdsarkitekt
C003367_sv_001	designer av trädgårdar
C003367_sv_002	landskapsarkitekt
C003367_sv_003	trädgårdsarkitekter
C003367_sv_004	trädgårdsdesigner
C003368_sv_000	skumgummiblandare
C003369_sv_000	butikschef, blommor och trädgård
C003370_sv_000	maskinoperatör, kilremsbeläggning
C003371_sv_000	djurosteopat
C003371_sv_001	djurkiropraktor
C003371_sv_002	djurosteopater
C003371_sv_003	djurterapeut
C003371_sv_004	osteopat för djur
C003372_sv_000	distributionschef, socker, choklad och sockerkonfektyrer
C003372_sv_001	logistikchef, socker, choklad och sockerkonfektyrer
C003373_sv_000	miljötekniker
C003374_sv_000	installationselektriker, event
C003374_sv_001	installationselektriker, tillfälliga anläggningar
C003375_sv_000	berättarröst
C003376_sv_000	filosofilärare, gymnasieskola
C003377_sv_000	chef för kundrelationer
C003377_sv_001	IKT-kundrelationsansvarig
C003377_sv_002	ansvarig för IT-kundrelationer
C003377_sv_003	chef för IT-kundrelationer
C003377_sv_004	chefer för kundförhållanden
C003377_sv_005	chefer för kundrelationer
C003377_sv_006	kundrelationschefer
C003378_sv_000	specialist på autonom körning
C003378_sv_001	ADAS test- och valideringsingenjör
C003378_sv_002	ADF-test- och valideringsingenjör
C003378_sv_003	AV-ingenjör
C003378_sv_004	C-V2X specialist
C003378_sv_005	C-V2X-specialist
C003378_sv_006	autonom bilspecialist
C003378_sv_007	autonom fordonsingenjör
C003378_sv_008	autonom fordonsspecialist
C003378_sv_009	autonom körtekniker
C003378_sv_010	bilspecialist autonom körning
C003378_sv_011	fordonsingenjör inom autonom körning
C003378_sv_012	fordonsingenjör inom självkörande bilar
C003378_sv_013	mycket automatiserad drivtekniker
C003378_sv_014	självkörande bilingenjör
C003378_sv_015	specialist på anslutna fordon
C003378_sv_016	uppkopplad bilspecialist
C003379_sv_000	försäkringsutredare, försäkringskassa
C003380_sv_000	försäkringsgivare
C003381_sv_000	värderingsman
C003382_sv_000	vattenbrukstekniker, kläckeri
C003383_sv_000	säkerhetschef
C003383_sv_001	säkerhetsansvarig
C003384_sv_000	importspeditör, kemiska produkter
C003384_sv_001	exportspeditör, kemiska produkter
C003385_sv_000	trafikledare, spårväg
C003386_sv_000	kontrollingenjör, gruvdrift, metallurgi
C003386_sv_001	bergmekaniker
C003386_sv_002	gruvgeolog
C003387_sv_000	ansvarig för kapplöpningsbana
C003388_sv_000	näringsfysiolog för djurfoder
C003388_sv_001	djurfodernäringsfysiolog
C003388_sv_002	expert på näringsämnen för djurfoder
C003388_sv_003	näringsfysiologer för djurfoder
C003388_sv_004	näringsämnesexpert på djurfoder
C003389_sv_000	gatumatsförsäljare
C003390_sv_000	importchef, elektriska hushållsapparater
C003390_sv_001	exportchef, elektriska hushållsapparater
C003391_sv_000	elektronstrålesvetsare
C003392_sv_000	chefstjänsteman vid intresseorganisation
C003392_sv_001	chef vid intresseorganisation
C003392_sv_002	chefstjänsteman vid arbetsgivarförening
C003392_sv_003	chefstjänsteman vid fackförbund
C003392_sv_004	chefstjänsteman vid fackförening
C003392_sv_005	chefstjänsteman vid idrottsorganisation
C003392_sv_006	förbundschef
C003392_sv_007	förbundsdirektör
C003392_sv_008	förbundsordförande
C003392_sv_009	kanslichef vid intresseorganisation
C003393_sv_000	anodiseringsoperatör
C003393_sv_001	anodiserare
C003393_sv_002	ytbehandlare
C003394_sv_000	lektor, ingenjörsvetenskap
C003395_sv_000	tågvärd
C003395_sv_001	konduktör
C003395_sv_002	tågvärdinna
C003396_sv_000	svinuppfödare
C003396_sv_001	person som föder upp svin
C003396_sv_002	uppfödare av svin
C003397_sv_000	offsettryckare
C003398_sv_000	räddningsarbetare, nöd- och katastrofinsatser
C003398_sv_001	biståndsarbetare
C003398_sv_002	insatsarbetare
C003398_sv_003	katastrofarbetare
C003399_sv_000	demonteringsarbetare
C003400_sv_000	vattenbrukstekniker på recirkulationsanläggningar
C003400_sv_001	vattenbrukstekniker
C003401_sv_000	materialprovare
C003401_sv_001	kvalitetstekniker
C003401_sv_002	provningstekniker
C003402_sv_000	floormanager, kasino
C003403_sv_000	konstterapeut
C003404_sv_000	korrugeringsmaskinoperatör
C003405_sv_000	silversmed
C003405_sv_001	smyckesdesigner
C003406_sv_000	grossist, jordbruksmaskiner och utrustning
C003407_sv_000	veterinär inom allmän medicin
C003407_sv_001	djurdoktor inom allmän medicin
C003407_sv_002	djurläkare inom allmän medicin
C003407_sv_003	veterinär för djur inom livsmedelsproduktion
C003408_sv_000	politisk journalist
C003409_sv_000	produktionschef, industri
C003409_sv_001	produktionschef, industriell tillverkning
C003409_sv_002	produktionsledare, industriell produktion
C003410_sv_000	säkerhetschef vid hotellanläggning
C003410_sv_001	chef för säkerheten på hotell
C003410_sv_002	hotellsäkerhetsansvarig
C003410_sv_003	säkerhetsansvarig på hotell
C003410_sv_004	säkerhetschef på hotellanläggningar
C003410_sv_005	säkerhetschefer på hotellanläggning
C003411_sv_000	arborrare
C003411_sv_001	CNC-borrare
C003411_sv_002	NC-borrare
C003411_sv_003	NS-borrare
C003411_sv_004	cylinderborrare
C003411_sv_005	jiggborrare
C003411_sv_006	multipelborrare
C003412_sv_000	manusförfattare
C003412_sv_001	filmförfattare
C003413_sv_000	nätbindare
C003413_sv_001	fiskenättillverkare
C003413_sv_002	nätmakare
C003414_sv_000	konstnär, keramik
C003415_sv_000	civilingenjör, kemi
C003416_sv_000	maskinoperatör, formpressning
C003417_sv_000	undertextare
C003418_sv_000	certifieringsingenjör
C003418_sv_001	fordonshomologeringsingenjör
C003418_sv_002	homologeringsansvarig
C003418_sv_003	homologeringschef
C003418_sv_004	ingenjör för fordonsdesign
C003418_sv_005	ingenjör för motorfordon
C003419_sv_000	utvecklare av e-lärande
C003419_sv_001	e-lärandeproducent
C003419_sv_002	e-lärandeutvecklare
C003420_sv_000	verktygsmakare
C003420_sv_001	stansmakare
C003421_sv_000	serietecknare
C003421_sv_001	karikatyrtecknare
C003421_sv_002	skämttecknare
C003422_sv_000	elektronikinstallatör, fordon
C003422_sv_001	bilelektriker
C003422_sv_002	fordonselektriker
C003422_sv_003	montör fordonselektronik
C003423_sv_000	ansvarig för cigarettmaskin
C003423_sv_001	ansvariga för cigarettmaskin
C003423_sv_002	cigarettmaskinansvarig
C003423_sv_003	cigarettmaskinskötare
C003423_sv_004	skötare av cigarettmaskin
C003424_sv_000	brodermaskinoperatör
C003425_sv_000	religiös ledare
C003425_sv_001	buddhistmunk
C003425_sv_002	buddhistnunna
C003425_sv_003	diakon
C003425_sv_004	imam
C003425_sv_005	kyrkoherde
C003425_sv_006	pastorsadjunkt
C003425_sv_007	präst
C003425_sv_008	rabbin
C003426_sv_000	rörmokare
C003426_sv_001	rörmontör
C003427_sv_000	maskinoperatör, raffinering
C003428_sv_000	laboratorietekniker, kvalitetskontroll, skoindustri
C003429_sv_000	revisor
C003430_sv_000	butikschef, cykelaffär
C003430_sv_001	butikschef, cyklar
C003431_sv_000	mekatroniktekniker
C003431_sv_001	tekniker, mekatronik
C003432_sv_000	maskinoperatör, sprängämnen
C003432_sv_001	spårljuspulverblandare
C003433_sv_000	distributionschef, kött och köttvaror
C003433_sv_001	logistikchef, kött och köttvaror
C003434_sv_000	skeppare
C003435_sv_000	chef, äldreboende
C003435_sv_001	föreståndare, ålderdomshem
C003435_sv_002	pensionärshemsföreståndare
C003435_sv_003	servicehusföreståndare
C003435_sv_004	äldreomsorgschef
C003435_sv_005	ålderdomshemschef
C003435_sv_006	ålderdomshemsföreståndare
C003436_sv_000	truckförare
C003436_sv_001	gaffeltruckförare
C003436_sv_002	lagerarbetare
C003437_sv_000	grävmaskinsförare
C003437_sv_001	grävmaskinist
C003438_sv_000	biolog
C003439_sv_000	VVS-montör, bevattning
C003439_sv_001	installatör, bevattningssystem
C003439_sv_002	montör, bevattningssystem
C003440_sv_000	dokumenthanteringsansvarig
C003440_sv_001	arkivchef
C003440_sv_002	dokumentationsansvarig
C003440_sv_003	dokumenthanterare
C003440_sv_004	dokumentkontrollansvarig
C003440_sv_005	dokumentkontrollant
C003440_sv_006	leddokumentkontrollant
C003440_sv_007	registerchef
C003440_sv_008	specialist på dokumenthantering
C003441_sv_000	produktutvecklingschef, skor
C003442_sv_000	chef, hälsoinformatik
C003443_sv_000	importspeditör, verktygsmaskiner
C003443_sv_001	exportspeditör, verktygsmaskiner
C003444_sv_000	kontrollant, tillverkning flygmotorer
C003444_sv_001	flygmotorkontrollant
C003445_sv_000	inredningsarkitekt
C003446_sv_000	gruvingenjör
C003447_sv_000	lärling, bergarbetare
C003448_sv_000	receptionist, veterinärmottagning
C003449_sv_000	marinbiolog
C003449_sv_001	forskare i marinbiologi
C003449_sv_002	havsbiolog
C003449_sv_003	marin botaniker
C003449_sv_004	marin ekolog
C003449_sv_005	marin zoolog
C003449_sv_006	marinbiologisk forskare
C003449_sv_007	marinbotaniker
C003449_sv_008	marinekolog
C003449_sv_009	marinzoolog
C003450_sv_000	skogvakt
C003450_sv_001	chef för skog
C003450_sv_002	forstmästare
C003450_sv_003	skogsansvarig
C003450_sv_004	skogschefer
C003450_sv_005	skogsvårdsansvarig
C003451_sv_000	fartygsmålare
C003451_sv_001	båtblästrare
C003451_sv_002	båtmålare
C003451_sv_003	marin blaster
C003451_sv_004	marinmålare
C003451_sv_005	maritim målare
C003451_sv_006	skeppsmålare
C003452_sv_000	chef, bensinstation
C003453_sv_000	byggnadskontrollant
C003454_sv_000	teatertekniker
C003455_sv_000	verksamhetschef för IKT
C003455_sv_001	IT-processchef
C003455_sv_002	chef för dataprocessering
C003455_sv_003	system- och nätverksansvarig
C003455_sv_004	verksamhetschef för IT
C003455_sv_005	verksamhetschefer för IKT
