C000001_ro_000	Forțele armate
C003457_ro_001	mecanic agricol
C003457_ro_002	mecanic utilaj agricol
C003457_ro_003	tehnician mașini și utilaje agricole
C003457_ro_004	tehniciană mașini și utilaje agricole
C003458_ro_000	antrenor personal
C003459_ro_000	specialist import-export produse lactate și uleiuri comestibile
C003460_ro_000	operator la utilajele și instalațiile de finisare textilă/operatoare la utilajele și instalațiile de finisare textilă
C003460_ro_001	operatoare uscător textile
C003460_ro_002	operatoare utilaj textil
C003460_ro_003	operator la utilajele și instalațiile de finisare textilă
C003460_ro_004	operator uscător textile
C003460_ro_005	operator utilaj textil
C003461_ro_000	ofițer de politică în domeniul afacerilor externe
C003462_ro_000	lucrător în bucătărie/lucrătoare în bucătărie
C003462_ro_001	femeie de servicu la bucătărie
C003462_ro_002	lucrătoare în bucătărie
C003462_ro_003	lucrătoare în bucătărie la spălarea vaselor și curățenie
C003462_ro_004	lucrător în bucătărie
C003462_ro_005	lucrător în bucătărie la spălarea vaselor și curățenie
C003462_ro_006	spălătoare de vase
C003462_ro_007	spălător de vase
C003463_ro_000	recepționer/recepționeră
C003463_ro_001	recepționer
C003463_ro_002	recepționer birou
C003463_ro_003	recepționer de birou
C003463_ro_004	recepționeră
C003463_ro_005	recepționeră birou
C003463_ro_006	recepționeră de birou
C003464_ro_000	inspector sudură
C003465_ro_000	consilier de doliu
C003465_ro_001	psihoterapeut
C003465_ro_002	psihoterapeut doliu
C003465_ro_003	psihoterapeută
C003466_ro_000	ofițer de politici în domeniul educației
C003467_ro_000	vânzător specializat antichități
C003467_ro_001	vânzător antichități
C003467_ro_002	vânzător expoziție antichități
C003467_ro_003	vânzător galerie antichități
C003467_ro_004	vânzător magazin antichități
C003467_ro_005	vânzător magazin mobilier antic
C003467_ro_006	vânzător specializat magazin antichități
C003468_ro_000	inspector siguranța mineritului
C003469_ro_000	spălător perdele, draperii, covoare
C003469_ro_001	lucrător curățătorie covoare
C003469_ro_002	lucrător spălătorie covoare
C003469_ro_003	lucrător spălătorie perdele și draperii
C003469_ro_004	spălător covoare
C003469_ro_005	spălător perdele și draperii
C003469_ro_006	tehnician curățătorie covoare
C003469_ro_007	tehnician spălătorie covoare
C003470_ro_000	consultant matrimoniale
C003470_ro_001	consultant agenție matrimoniale
C003470_ro_002	manager agenție matrimoniale
C003471_ro_000	funcționar în evidența stocurilor de materii prime/funcționară în evidența stocurilor de materii prime
C003471_ro_001	funcţionar în evidenţa stocurilor de materii prime
C003471_ro_002	funcţionară în evidenţa stocurilor de materii prime
C003471_ro_003	magaziner
C003471_ro_004	magazineră
C003471_ro_005	magazioner
C003471_ro_006	magazioneră
C003471_ro_007	pivnicer
C003471_ro_008	primitor-distribuitor materii prime
C003472_ro_000	reprezentant închirieri autoturisme și autoutilitare
C003472_ro_001	agent închirieri auto
C003472_ro_002	agent închirieri autoturisme și autoutilitare
C003472_ro_003	manager închirieri auto
C003472_ro_004	manager închirieri autoturisme și autoutilitare
C003472_ro_005	reprezentant închirieri auto
C003473_ro_000	gemolog
C003474_ro_000	asistent medical fizioterapie/asistentă medicală fizioterapie
C003474_ro_001	asistent medical fizioterapie
C003474_ro_002	asistentă medicală fizioterapie
C003475_ro_000	constructor de instrumente muzicale electronice/constructoare de instrumente muzicale electronice
C003475_ro_001	constructoare de chitare electrice
C003475_ro_002	constructoare instrumente muzicale electronice
C003475_ro_003	constructor de chitare electrice
C003475_ro_004	constructor de instrumente muzicale electronice
C003476_ro_000	manager magazin optică medicală
C003476_ro_001	optometrist
C003477_ro_000	instructor-formator în învățământul primar pentru elevi cu nevoi speciale
C003477_ro_001	instructor-formator pentru elevi cu nevoi speciale
C003477_ro_002	instructor-formator pentru elevi cu nevoi speciale din învățământul primar
C003477_ro_003	profesoară pentru elevi cu nevoi speciale din învățământul primar
C003477_ro_004	profesoară în învăţământul primar pentru elevi cu nevoi speciale
C003477_ro_005	profesor pentru elevi cu nevoi speciale din învățământul primar
C003477_ro_006	profesor în învăţământul primar pentru elevi cu nevoi speciale
C003478_ro_000	depanator echipamente electronice și electrocasnice/depanatoare echipamente electronice și electrocasnice
C003478_ro_001	depanatoare dispozitive electronice
C003478_ro_002	depanatoare echipamente electronice și electrocasnice
C003478_ro_003	depanator dispozitive electronice
C003478_ro_004	depanator echipamente electronice și electrocasnice
C003478_ro_005	reparatoare echipamente electronice
C003478_ro_006	reparatoare echipamente electronice și electrocasnice
C003478_ro_007	reparator echipamente electronice
C003478_ro_008	reparator echipamente electronice și electrocasnice
C003479_ro_000	redactor revistă
C003480_ro_000	inginer ascensoare
C003480_ro_001	depanatoare de ascensoare
C003480_ro_002	depanator de ascensoare
C003480_ro_003	instalatoare ascensoare
C003480_ro_004	instalatoare lifturi
C003480_ro_005	instalator lifturi
C003480_ro_006	instalator-reparator ascensoare
C003480_ro_007	montatoare ascensoare
C003480_ro_008	montator ascensoare
C003480_ro_009	montator, reglor şi depanator de ascensoare
C003480_ro_010	nstalator ascensoare
C003481_ro_000	director distribuție cafea, ceai, cacao și mirodenii
C003481_ro_001	manager distribuție cafea, ceai, cacao și mirodenii
C003482_ro_000	personal shopper
C003482_ro_001	asistent de shopping
C003482_ro_002	consilier de imagine
C003482_ro_003	consilier la cumpărături
C003483_ro_000	agent gardă de corp
C003483_ro_001	agent gardă personală
C003483_ro_002	agent pază și protecție
C003483_ro_003	bodigard
C003483_ro_004	bodyguard
C003483_ro_005	gardă de corp
C003484_ro_000	cizmar/cizmăriță
C003484_ro_001	ciubotar
C003484_ro_002	ciubotăreasă
C003484_ro_003	cizmar
C003484_ro_004	cizmăriță
C003484_ro_005	pantofar
C003484_ro_006	pantofăreasă
C003485_ro_000	corector/corectoare
C003485_ro_001	corectoare
C003485_ro_002	corectoare editură-presă
C003485_ro_003	corector
C003485_ro_004	corector editură-presă
C003485_ro_005	corector-revizor poligrafie
C003486_ro_000	pregătitor piese încălțăminte/pregătitoare piese încălțăminte
C003486_ro_001	cizmar-confecționer încălțăminte
C003486_ro_002	muncitor confecționer încălțăminte
C003486_ro_003	operator producție tălpi interioare încălțăminte
C003486_ro_004	pregătitoare piese încălțăminte
C003486_ro_005	pregătitor piese încălțăminte
C003486_ro_006	tălpuitor industrial
C003487_ro_000	specialist terapie recreativă
C003487_ro_001	specialist terapie prin recreere
C003487_ro_002	specialist terapie recreațională
C003488_ro_000	bioinginer/bioingineră
C003488_ro_001	bioinginer
C003488_ro_002	bioingineră
C003488_ro_003	inginer specialist în biotehnologie
C003489_ro_000	constructor de instrumente muzicale de suflat/constructoare de instrumente muzicale de suflat
C003489_ro_001	constructoare cutie muzicală
C003489_ro_002	constructoare de alămuri
C003489_ro_003	constructoare de instrumente muzicale de suflat
C003489_ro_004	constructoare diapazon
C003489_ro_005	constructoare instrumente muzicale de suflat din alamă
C003489_ro_006	constructor cutie muzicală
C003489_ro_007	constructor de alămuri
C003489_ro_008	constructor de instrumente muzicale de suflat
C003489_ro_009	constructor diapazon
C003489_ro_010	constructor instrumente muzicale de suflat din alamă
C003490_ro_000	specialist import-export piei tăbăcite, piei argăsite și articole de pielărie
C003491_ro_000	responsabil de controlul calității în acvacultură
C003492_ro_000	însoțitor vagon
C003492_ro_001	conductor vagon de dormit și cușetă
C003492_ro_002	însoțitor vagon de dormit și cușetă
C003492_ro_003	șef tură comandă vagon de dormit și cușetă
C003493_ro_000	îngrijitor arbori și arbuști/îngrijitoare arbori și arbuști
C003493_ro_001	pomicultoare
C003493_ro_002	pomicultor
C003493_ro_003	îngrijitoare arbori și arbuști
C003493_ro_004	îngrijitoare pomi
C003493_ro_005	îngrijitor arbori și arbuști
C003493_ro_006	îngrijitor pomi
C003494_ro_000	consilier inginer silvic
C003494_ro_001	consilier forestier
C003494_ro_002	consilier inginer forestier
C003494_ro_003	consilier silvic
C003495_ro_000	tehnician montator caroserie
C003495_ro_001	carosier
C003495_ro_002	montatoare caroserie
C003495_ro_003	montatoare piese auto
C003495_ro_004	montator caroserie
C003495_ro_005	montator piese auto
C003495_ro_006	tinichigiu carosier
C003495_ro_007	tâmplar carosier
C003496_ro_000	coordonator administrativ activități portuare/coordonatoare administrativă activități portuare
C003496_ro_001	coordonatoare administrativă activități portuare
C003496_ro_002	coordonator administrativ activități portuare
C003496_ro_003	coordonator manevre portuare
C003496_ro_004	responsabil operațiuni portuare
C003496_ro_005	responsabil terminal portuar
C003496_ro_006	responsabilă operațiuni portuare
C003496_ro_007	responsabilă terminal portuar
C003497_ro_000	pedagog social
C003497_ro_001	asistent social
C003497_ro_002	asistentă socială
C003497_ro_003	educator social
C003497_ro_004	lucrătoare socială
C003497_ro_005	lucrător social
C003497_ro_006	pedagog de recuperare
C003497_ro_007	pedagog școlar
C003497_ro_008	prihopedagog
C003497_ro_009	psihopedagoagă
C003498_ro_000	metrolog/metrologă
C003498_ro_001	metrolog
C003498_ro_002	metrologă
C003499_ro_000	director centru de zi
C003499_ro_001	coordonator centru de zi
C003500_ro_000	consilier ecolog
C003501_ro_000	tehnician stație desalinizare
C003502_ro_000	cambist
C003503_ro_000	supraveghetor activități de curățenie și întreținere în hoteluri/supraveghetoare activități de curățenie și întreținere în hoteluri
C003503_ro_001	supraveghetoare activități de curățenie și întreținere în hoteluri
C003503_ro_002	supraveghetor activități de curățenie și întreținere în hoteluri
C003504_ro_000	șef șantier
C003504_ro_001	diriginte șantier
C003504_ro_002	manager proiect construcții
C003505_ro_000	analist al experienței utilizatorilor/analistă a experienței utilizatorilor
C003505_ro_001	analist al experienței utilizatorilor
C003505_ro_002	analist de accesibilitate
C003505_ro_003	analist experiență utilizator
C003505_ro_004	analist privind ușurința de utilizare
C003505_ro_005	analistă a experienței utilizatorilor
C003505_ro_006	analistă de accesibilitate
C003505_ro_007	analistă experiență utilizatori
C003505_ro_008	analistă privind ușurința de utilizare
C003506_ro_000	director arhivă
C003507_ro_000	profesor de limbi moderne în învățământul secundar/profesoară de limbi moderne în învățământul secundar
C003507_ro_001	profesoară de limbi moderne în învățământul gimnazial
C003507_ro_002	profesoară de limbi moderne în învățământul liceal, postliceal
C003507_ro_003	profesoară de limbi moderne în învățământul secundar
C003507_ro_004	profesor de limbi moderne în învățământul gimnazial
C003507_ro_005	profesor de limbi moderne în învățământul liceal, postliceal
C003507_ro_006	profesor de limbi moderne în învățământul secundar
C003508_ro_000	drenor canalist
C003509_ro_000	crupier
C003509_ro_001	cap de masă
C003509_ro_002	dealer
C003509_ro_003	dealer cazinou
C003509_ro_004	dealer jocuri de noroc
C003509_ro_005	șef de masă
C003509_ro_006	șef de masă cazino
C003510_ro_000	tehnician geolog
C003511_ro_000	specialist în tratarea suprafețelor/specialistă în tratarea suprafețelor
C003511_ro_001	specialist protecție anticorozivă a suprafețelor
C003511_ro_002	specialist în tratarea suprafețelor
C003511_ro_003	specialistă protecție anticorozivă a suprafețelor
C003511_ro_004	specialistă în tratarea suprafețelor
C003511_ro_005	vopsitoare industrială
C003511_ro_006	vopsitoare nave
C003511_ro_007	vopsitor industrial
C003511_ro_008	vopsitor nave
C003512_ro_000	finisor lăcuitor produse mobilier/finisoare lăcuitoare produse mobilier
C003512_ro_001	finisoare lăcuitoare produse mobilier
C003512_ro_002	finisor lăcuitor produse mobilier
C003512_ro_003	lucrătoare producție mobilier
C003512_ro_004	lucrător producție mobilier
C003512_ro_005	lăcuitoare mobilier din lemn
C003512_ro_006	lăcuitoare produse mobilier
C003512_ro_007	lăcuitor mobilier din lemn
C003512_ro_008	lăcuitor produse mobilier
C003512_ro_009	operatoare mașină de rindeluit
C003512_ro_010	operatoare mașină de șlefuit și finisat lemn
C003512_ro_011	operator mașină de rindeluit
C003512_ro_012	operator mașină de șlefuit și finisat lemn
C003512_ro_013	șlefuitoare mobilier
C003512_ro_014	șlefuitor mobilier
C003513_ro_000	muncitor construcții clădiri
C003513_ro_001	muncitor construcții
C003513_ro_002	muncitor necalificat construcții clădiri
C003514_ro_000	cadru didactic în învățământul superior în domeniul limbilor clasice
C003514_ro_001	asistent universitar în domeniul limbilor clasice
C003514_ro_002	conferențiar universitar în domeniul limbilor clasice
C003514_ro_003	lector universitar în domeniul limbilor clasice
C003514_ro_004	preparator învățământul universitar în domeniul limbilor clasice
C003514_ro_005	profesor universitar în domeniul limbilor clasice
C003515_ro_000	inginer de calcul
C003516_ro_000	muncitor recoltare acvacultură
C003516_ro_001	lucrător în culturi acvatice
C003516_ro_002	muncitor necalificat în pescuit și culturi acvatice
C003516_ro_003	muncitor piscicol
C003516_ro_004	muncitor piscicol recoltare acvacultură
C003517_ro_000	tehnician forestier
C003517_ro_001	tehnician cadastru forestier
C003517_ro_002	tehnician silvic-cercetare
C003518_ro_000	dresor/dresoare
C003518_ro_001	dresoare
C003518_ro_002	dresor
C003518_ro_003	specialist în comportamentul animalelor
C003518_ro_004	specialistă în comportamentul animalelor
C003519_ro_000	director aeroport
C003519_ro_001	director comercial
