ESCO/ISCO Code,ESCO/ISCO Title,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title
7223.6,drill press operator,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.7,fitter and turner,49-9094.00,Locksmiths and Safe Repairers
7223.7,fitter and turner,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.7,fitter and turner,51-4041.00,Machinists
7223.7,fitter and turner,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.7,fitter and turner,51-4111.00,Tool and Die Makers
7223.7,fitter and turner,51-9161.00,Computer Numerically Controlled Tool Operators
7223.8,gear machinist,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.8,gear machinist,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
7223.8,gear machinist,51-4041.00,Machinists
7223.8,gear machinist,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7223.8,gear machinist,51-4111.00,Tool and Die Makers
7223.8,gear machinist,51-9161.00,Computer Numerically Controlled Tool Operators
7223.8,gear machinist,51-9162.00,Computer Numerically Controlled Tool Programmers
7223.9,heat treatment furnace operator,51-4051.00,Metal-Refining Furnace Operators and Tenders
7223.9,heat treatment furnace operator,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
7224,"Metal polishers, wheel grinders and tool sharpeners",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7224,"Metal polishers, wheel grinders and tool sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners"
7224,"Metal polishers, wheel grinders and tool sharpeners",51-9022.00,"Grinding and Polishing Workers, Hand"
7224.1,metal polisher,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7224.1,metal polisher,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
7224.1,metal polisher,51-9022.00,"Grinding and Polishing Workers, Hand"
7224.2,tool grinder,49-9094.00,Locksmiths and Safe Repairers
7224.2,tool grinder,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
7224.2,tool grinder,51-4111.00,Tool and Die Makers
7224.2,tool grinder,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
7224.2,tool grinder,51-9022.00,"Grinding and Polishing Workers, Hand"
7231,Motor vehicle mechanics and repairers,49-3021.00,Automotive Body and Related Repairers
7231,Motor vehicle mechanics and repairers,49-3023.00,Automotive Service Technicians and Mechanics
7231,Motor vehicle mechanics and repairers,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231,Motor vehicle mechanics and repairers,49-3052.00,Motorcycle Mechanics
7231,Motor vehicle mechanics and repairers,49-3093.00,Tire Repairers and Changers
7231.1,automotive brake technician,49-3023.00,Automotive Service Technicians and Mechanics
7231.1,automotive brake technician,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231.1,automotive brake technician,49-3091.00,Bicycle Repairers
7231.1,automotive brake technician,51-9197.00,Tire Builders
7231.10,vehicle technician,49-3021.00,Automotive Body and Related Repairers
7231.10,vehicle technician,49-3023.00,Automotive Service Technicians and Mechanics
7231.10,vehicle technician,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231.10,vehicle technician,49-3041.00,Farm Equipment Mechanics and Service Technicians
7231.10,vehicle technician,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7231.10,vehicle technician,49-3052.00,Motorcycle Mechanics
7231.10,vehicle technician,49-3092.00,Recreational Vehicle Service Technicians
7231.2,coachbuilder,49-3021.00,Automotive Body and Related Repairers
7231.3,diesel engine mechanic,49-3023.00,Automotive Service Technicians and Mechanics
7231.3,diesel engine mechanic,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231.3,diesel engine mechanic,49-3041.00,Farm Equipment Mechanics and Service Technicians
7231.3,diesel engine mechanic,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7231.4,refurbishing technician,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
7231.4,refurbishing technician,49-3021.00,Automotive Body and Related Repairers
7231.4,refurbishing technician,49-3022.00,Automotive Glass Installers and Repairers
7231.4,refurbishing technician,49-3023.00,Automotive Service Technicians and Mechanics
7231.4,refurbishing technician,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231.4,refurbishing technician,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7231.5,restoration technician,49-3021.00,Automotive Body and Related Repairers
7231.5,restoration technician,49-3022.00,Automotive Glass Installers and Repairers
7231.5,restoration technician,49-3023.00,Automotive Service Technicians and Mechanics
7231.6,roadside vehicle technician,49-3023.00,Automotive Service Technicians and Mechanics
7231.6,roadside vehicle technician,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231.6,roadside vehicle technician,49-3091.00,Bicycle Repairers
7231.6,roadside vehicle technician,49-3092.00,Recreational Vehicle Service Technicians
7231.6,roadside vehicle technician,53-6031.00,Automotive and Watercraft Service Attendants
7231.7,tyre fitter,49-3091.00,Bicycle Repairers
7231.7,tyre fitter,49-3093.00,Tire Repairers and Changers
7231.7,tyre fitter,51-9197.00,Tire Builders
7231.8,vehicle maintenance attendant,33-9094.00,School Bus Monitors
7231.8,vehicle maintenance attendant,49-3023.00,Automotive Service Technicians and Mechanics
7231.8,vehicle maintenance attendant,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7231.8,vehicle maintenance attendant,49-9043.00,"Maintenance Workers, Machinery"
7231.8,vehicle maintenance attendant,53-3051.00,"Bus Drivers, School"
7231.8,vehicle maintenance attendant,53-6031.00,Automotive and Watercraft Service Attendants
7231.8,vehicle maintenance attendant,53-7061.00,Cleaners of Vehicles and Equipment
7231.9,vehicle maintenance supervisor,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7232,Aircraft engine mechanics and repairers,49-3011.00,Aircraft Mechanics and Service Technicians
7232,Aircraft engine mechanics and repairers,53-6032.00,Aircraft Service Attendants
7232.1,aircraft de-icer installer,49-2091.00,Avionics Technicians
7232.1,aircraft de-icer installer,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7232.2,aircraft engine specialist,17-2011.00,Aerospace Engineers
7232.2,aircraft engine specialist,49-3011.00,Aircraft Mechanics and Service Technicians
7232.2,aircraft engine specialist,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
7232.3,aircraft gas turbine engine overhaul technician,49-3011.00,Aircraft Mechanics and Service Technicians
7232.3,aircraft gas turbine engine overhaul technician,49-9081.00,Wind Turbine Service Technicians
7232.3,aircraft gas turbine engine overhaul technician,51-2031.00,Engine and Other Machine Assemblers
7232.4,aircraft maintenance coordinator,53-2022.00,Airfield Operations Specialists
7232.5,aircraft maintenance technician,49-2091.00,Avionics Technicians
7232.5,aircraft maintenance technician,49-3011.00,Aircraft Mechanics and Service Technicians
7232.5,aircraft maintenance technician,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
7233,Agricultural and industrial machinery mechanics and repairers,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233,Agricultural and industrial machinery mechanics and repairers,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233,Agricultural and industrial machinery mechanics and repairers,49-3051.00,Motorboat Mechanics and Service Technicians
7233,Agricultural and industrial machinery mechanics and repairers,49-9041.00,Industrial Machinery Mechanics
7233,Agricultural and industrial machinery mechanics and repairers,49-9043.00,"Maintenance Workers, Machinery"
7233.1,construction equipment technician,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233.1,construction equipment technician,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.1,construction equipment technician,49-9041.00,Industrial Machinery Mechanics
7233.1,construction equipment technician,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7233.10,marine mechanic,49-3051.00,Motorboat Mechanics and Service Technicians
7233.10,marine mechanic,53-5011.00,Sailors and Marine Oilers
7233.10,marine mechanic,53-5031.00,Ship Engineers
7233.11,mining equipment mechanic,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
7233.11,mining equipment mechanic,47-5041.00,Continuous Mining Machine Operators
7233.11,mining equipment mechanic,47-5043.00,"Roof Bolters, Mining"
7233.11,mining equipment mechanic,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233.11,mining equipment mechanic,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.11,mining equipment mechanic,49-9041.00,Industrial Machinery Mechanics
7233.12,moulding machine technician,51-4052.00,"Pourers and Casters, Metal"
7233.12,moulding machine technician,51-4071.00,Foundry Mold and Coremakers
7233.12,moulding machine technician,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
7233.13,pneumatic systems technician,49-9041.00,Industrial Machinery Mechanics
7233.14,rotating equipment mechanic,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233.14,rotating equipment mechanic,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.14,rotating equipment mechanic,49-9041.00,Industrial Machinery Mechanics
7233.14,rotating equipment mechanic,49-9043.00,"Maintenance Workers, Machinery"
7233.14,rotating equipment mechanic,49-9044.00,Millwrights
7233.14,rotating equipment mechanic,49-9071.00,"Maintenance and Repair Workers, General"
7233.15,textile machinery technician,49-9041.00,Industrial Machinery Mechanics
7233.15,textile machinery technician,49-9043.00,"Maintenance Workers, Machinery"
7233.2,crane technician,49-9044.00,Millwrights
7233.2,crane technician,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7233.3,fisheries assistant engineer,49-3051.00,Motorboat Mechanics and Service Technicians
7233.4,fluid power technician,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
7233.5,forge equipment technician,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.5,forge equipment technician,49-9041.00,Industrial Machinery Mechanics
7233.6,greaser,49-3023.00,Automotive Service Technicians and Mechanics
7233.6,greaser,49-9043.00,"Maintenance Workers, Machinery"
7233.6,greaser,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
7233.6,greaser,51-9198.00,Helpers--Production Workers
7233.6,greaser,53-6031.00,Automotive and Watercraft Service Attendants
7233.7,industrial machinery mechanic,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.7,industrial machinery mechanic,49-9041.00,Industrial Machinery Mechanics
7233.7,industrial machinery mechanic,49-9043.00,"Maintenance Workers, Machinery"
7233.7,industrial machinery mechanic,49-9044.00,Millwrights
7233.8,land-based machinery technician,19-4012.01,Precision Agriculture Technicians
7233.8,land-based machinery technician,45-2091.00,Agricultural Equipment Operators
7233.8,land-based machinery technician,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233.8,land-based machinery technician,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.8.1,agricultural machinery technician,19-4012.00,Agricultural Technicians
7233.8.1,agricultural machinery technician,19-4012.01,Precision Agriculture Technicians
7233.8.1,agricultural machinery technician,45-2091.00,Agricultural Equipment Operators
7233.8.1,agricultural machinery technician,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233.8.1,agricultural machinery technician,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines"
7233.8.2,forestry machinery technician,45-2091.00,Agricultural Equipment Operators
7233.8.2,forestry machinery technician,45-3031.00,Fishing and Hunting Workers
7233.8.2,forestry machinery technician,45-4011.00,Forest and Conservation Workers
7233.8.2,forestry machinery technician,45-4021.00,Fallers
7233.8.2,forestry machinery technician,45-4022.00,Logging Equipment Operators
7233.8.2,forestry machinery technician,49-3041.00,Farm Equipment Mechanics and Service Technicians
7233.9,marine fitter,47-2011.00,Boilermakers
7233.9,marine fitter,49-9096.00,Riggers
7234,Bicycle and related repairers,49-3091.00,Bicycle Repairers
7234.1,bicycle mechanic,49-3091.00,Bicycle Repairers
7311,Precision-instrument makers and repairers,49-9062.00,Medical Equipment Repairers
7311,Precision-instrument makers and repairers,49-9064.00,Watch and Clock Repairers
7311,Precision-instrument makers and repairers,51-2061.00,Timing Device Assemblers and Adjusters
7311.1,clock and watchmaker,49-9064.00,Watch and Clock Repairers
7311.1,clock and watchmaker,51-2061.00,Timing Device Assemblers and Adjusters
7311.2,optical instrument assembler,17-3029.08,Photonics Technicians
7311.2,optical instrument assembler,29-1041.00,Optometrists
7311.2,optical instrument assembler,29-2057.00,Ophthalmic Medical Technicians
7311.2,optical instrument assembler,29-2081.00,"Opticians, Dispensing"
7311.2,optical instrument assembler,49-9061.00,Camera and Photographic Equipment Repairers
7311.2,optical instrument assembler,51-2061.00,Timing Device Assemblers and Adjusters
7311.2,optical instrument assembler,51-9083.00,Ophthalmic Laboratory Technicians
7311.3,optical instrument repairer,17-3029.08,Photonics Technicians
7311.3,optical instrument repairer,29-1041.00,Optometrists
7311.3,optical instrument repairer,29-2057.00,Ophthalmic Medical Technicians
7311.3,optical instrument repairer,29-2081.00,"Opticians, Dispensing"
7311.3,optical instrument repairer,49-9061.00,Camera and Photographic Equipment Repairers
7311.3,optical instrument repairer,49-9062.00,Medical Equipment Repairers
7311.3,optical instrument repairer,49-9064.00,Watch and Clock Repairers
7311.3,optical instrument repairer,51-2061.00,Timing Device Assemblers and Adjusters
7311.3,optical instrument repairer,51-9083.00,Ophthalmic Laboratory Technicians
7311.4,precision instrument assembler,17-3028.00,Calibration Technologists and Technicians
7311.4,precision instrument assembler,49-9064.00,Watch and Clock Repairers
7311.4,precision instrument assembler,51-2061.00,Timing Device Assemblers and Adjusters
7311.5,surgical instrument maker,29-2055.00,Surgical Technologists
7311.5,surgical instrument maker,31-9099.02,Endoscopy Technicians
7311.5,surgical instrument maker,49-9062.00,Medical Equipment Repairers
7311.6,watch and clock repairer,49-9064.00,Watch and Clock Repairers
7311.6,watch and clock repairer,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
7311.6,watch and clock repairer,49-9094.00,Locksmiths and Safe Repairers
7311.6,watch and clock repairer,51-2061.00,Timing Device Assemblers and Adjusters
7312,Musical instrument makers and tuners,49-9063.00,Musical Instrument Repairers and Tuners
