C000001_pt_000	Profissões militares
C002756_pt_000	Operador de laboratório cinematográfico/ Operadora de laboratório cinematográfico
C002756_pt_001	Operador de laboratório cinematográfico
C002756_pt_002	Operadora de laboratório cinematográfico
C002757_pt_000	Operador de bate-estacas/Operadora de bate-estacas
C002757_pt_001	Operador de bate-estacas
C002757_pt_002	Operadora de bate-estacas
C002758_pt_000	Criador de bovinos/Criadora de bovinos
C002758_pt_001	Criador de bovinos
C002758_pt_002	Criador de gado
C002758_pt_003	Criadora de bovinos
C002758_pt_004	Criadora de gado
C002758_pt_005	Operador de pecuária
C002758_pt_006	Operador pecuário
C002758_pt_007	Operadora de pecuária
C002758_pt_008	Operadora pecuária
C002758_pt_009	Produtor de bovinos
C002758_pt_010	Produtora de bovinos
C002758_pt_011	Técnica de produção agro-pecuária
C002758_pt_012	Técnico de produção agro-pecuária
C002759_pt_000	Ténico de ensaios de veículos a motor/Técnica de ensaios de veículos a motor
C002759_pt_001	Técnica de ensaios de veículos a motor
C002759_pt_002	Técnico de ensaios de veículos a motor
C002760_pt_000	Especialista em import-export de máquinas, equipamento industrial, embarcações e aeronaves
C002761_pt_000	Planeador de meios de publicidade/Planeadora de meios de publicidade
C002761_pt_001	Planeador de meios de publicidade
C002761_pt_002	Planeadora de meios de publicidade
C002762_pt_000	Fabricante de membranofones
C002763_pt_000	Instrutor de primeiros socorros/Instrutora de primeiros socorros
C002763_pt_001	Instrutor de primeiros socorros
C002763_pt_002	Instrutora de primeiros socorros
C002764_pt_000	Estivador/Estivadora
C002764_pt_001	Operária da estiva
C002764_pt_002	Operário da estiva
C002764_pt_003	Trabalhador da estiva
C002764_pt_004	Trabalhadora da estiva
C002765_pt_000	Operador de equipamento pesado em minas a céu aberto/ Operadora de equipamento pesado em minas a céu aberto
C002765_pt_001	Operador de equipamento pesado em minas a céu aberto
C002765_pt_002	Operadora de equipamento pesado em minas a céu aberto
C002766_pt_000	Imunologista
C002766_pt_001	Investigador em imunologia
C002766_pt_002	Investigadora em imunologia
C002767_pt_000	Especialista em política ambiental
C002767_pt_001	Especialista em política de ambiente
C002768_pt_000	Representante de posto de turismo
C002768_pt_001	Representante de serviço de excursões
C002769_pt_000	Inspetor de aviónica/Inspetora de aviónica
C002769_pt_001	Inspetor de aviónica
C002769_pt_002	Inspetora de aviónica
C002770_pt_000	Engenheiro de processos/Engenheira de processos
C002770_pt_001	Engenheira da processos
C002770_pt_002	Engenheira de sistemas
C002770_pt_003	Engenheiro de processos
C002770_pt_004	Engenheiro de sistemas
C002771_pt_000	Condutor de motociclos para entregas/ Condutora de motociclos para entregas
C002771_pt_001	Condutor de motociclos para entregas
C002771_pt_002	Condutora de motociclos para entregas
C002772_pt_000	Diretor fabril na indústria da madeira/Diretor fabril na indústria da madeira
C002772_pt_001	Administrador de fábrica de madeiras
C002772_pt_002	Administradora de fábrica de madeiras
C002772_pt_003	Diretor de fábrica de mobiliário
C002772_pt_004	Diretor fabril na indústria da madeira
C002772_pt_005	Diretora de fábrica de mobiliário
C002772_pt_006	Diretora fabril na indústria da madeira
C002772_pt_007	Supervisor de fábrica de madeiras
C002772_pt_008	Supervisora de fábrica de madeiras
C002773_pt_000	Professor de Direito/Professora de Direito
C002773_pt_001	Professor de Direito
C002773_pt_002	Professor universitário de Direito
C002773_pt_003	Professora de Direito
C002773_pt_004	Professora universitária de Direito
C002774_pt_000	Diretor de informação/Diretora de informação
C002774_pt_001	Diretor de informação
C002774_pt_002	Diretora de informação
C002775_pt_000	Gerente de loja de lavores
C002775_pt_001	Gerente de atelier de cerâmica
C002775_pt_002	Gerente de loja de bricolage
C002775_pt_003	Gerente de loja de patchwork
C002776_pt_000	Vendedor de tabaco/Vendedora de tabaco
C002776_pt_001	Vendedor de tabaco
C002776_pt_002	Vendedora de tabaco
C002777_pt_000	Tesoureiro de banco/Tesoureira de banco
C002777_pt_001	Tesoureira de banco
C002777_pt_002	Tesoureira de instituição financeira
C002777_pt_003	Tesoureiro de banco
C002777_pt_004	Tesoureiro de instituição financeira
C002778_pt_000	Operador de tratamento térmico do leite/Operadora de tratamento térmico do leite
C002778_pt_001	Operador de tratamento térmico da coalhada
C002778_pt_002	Operador de tratamento térmico do leite
C002778_pt_003	Operadora de tratamento térmico da coalhada
C002778_pt_004	Operadora de tratamento térmico do leite
C002778_pt_005	Técnica de tratamento térmico do leite
C002778_pt_006	Técnico de tratamento térmico do leite
C002779_pt_000	Operador de máquinas de fabrico de tijolos e telhas/ Operadora de máquinas de fabrico de tijolos e telhas
C002779_pt_001	Operador de máquinas de fabrico de tijolos e telhas
C002779_pt_002	Operador de máquinas de mistura de argila
C002779_pt_003	Operadora de máquinas de fabrico de tijolos e telhas
C002779_pt_004	Operadora de máquinas de mistura de argila
C002780_pt_000	Educador do Ensino Especial/Educadora do Ensino Especial
C002780_pt_001	Educador de Educação Especial
C002780_pt_002	Educador de infância de Educação e Ensino Especial
C002780_pt_003	Educador do Ensino Especial
C002780_pt_004	Educadora de Educação Especial
C002780_pt_005	Educadora de infância de Educação e Ensino Especial
C002780_pt_006	Educadora do Ensino Especial
C002781_pt_000	Professor de Artes Circenses/Professora de Artes Circenses
C002781_pt_001	Professor de Artes Circenses
C002781_pt_002	Professor de Circo
C002781_pt_003	Professora de Artes Circenses
C002781_pt_004	Professora de Circo
C002782_pt_000	Representante de vendas de máquinas e equipamentos industriais
C002783_pt_000	Epidemiologista
C002783_pt_001	Epidemióloga
C002783_pt_002	Epidemiólogo
C002784_pt_000	Coordenador de serviço de ação social/Coordenadora de serviço de ação social
C002784_pt_001	Coordenador de serviço de ação social
C002784_pt_002	Coordenadora de serviço de ação social
C002785_pt_000	Diretor de distribuição perfumaria e cosméticos/Diretora de distribuição perfumaria e cosméticos
C002785_pt_001	Diretor de distribuição perfumaria e cosméticos
C002785_pt_002	Diretor de logística perfumaria e cosméticos
C002785_pt_003	Diretora de distribuição perfumaria e cosméticos
C002785_pt_004	Diretora de logística perfumaria e cosméticos
C002786_pt_000	Assistente social especialista em trabalho com jovens
C002787_pt_000	Especialista em desenvolvimento de negócio
C002787_pt_001	Business developer
C002788_pt_000	Gerente de supermercado
C002788_pt_001	Gerente de hipermercado
C002788_pt_002	Gerente de loja de conveniência
C002788_pt_003	Gerente de loja gourmet
C002789_pt_000	Especialista em import-export de peixes, crustáceos e moluscos
C002790_pt_000	Sismólogo/Sismóloga
C002790_pt_001	Investigador científico em sismologia
C002790_pt_002	Investigadora científica em sismologia
C002790_pt_003	Sismóloga
C002790_pt_004	Sismólogo
C002791_pt_000	Técnico de reparações de hardware informático/Técnica de reparações de hardware informático
C002791_pt_001	Técnica de reparações de hardware informático
C002791_pt_002	Técnico de reparações de hardware informático
C002792_pt_000	Cientista biomédico/Cientista biomédica
C002792_pt_001	Cientista biomédica
C002792_pt_002	Cientista biomédico
C002793_pt_000	Empregado de centro de informações ao cliente/Empregada de centro de informações ao cliente
C002793_pt_001	Empregada de centro de informações ao cliente
C002793_pt_002	Empregado de centro de informações ao cliente
C002794_pt_000	Analista de investimentos
C002795_pt_000	Operador de câmbios/Operadora de câmbios
C002795_pt_001	Operador de câmbios
C002795_pt_002	Operadora de câmbios
C002796_pt_000	Instrutor do curso de formação de bombeiros profissionais/Instrutora do curso de formação de bombeiros profissionais
C002796_pt_001	Instructor do curso de formação de bombeiros profissionais
C002796_pt_002	Instructora do curso de formação de bombeiros profissionais
C002796_pt_003	Instrutor do curso de formação de bombeiros profissionais
C002796_pt_004	Instrutora do curso de formação de bombeiros profissionais
C002797_pt_000	Coronel
C002797_pt_001	Comandante de batalhão
C002797_pt_002	Tenente-coronel
C002797_pt_003	Tenente-coronel da Força Aérea
C002798_pt_000	Arboricultor/Arboricultora
C002798_pt_001	Arboricultor
C002798_pt_002	Arboricultora
C002798_pt_003	Arborista
C002798_pt_004	Especialista no cultivo de árvores
C002798_pt_005	Silvicultor
C002798_pt_006	Silvicultora
C002799_pt_000	Colunista
C002800_pt_000	Diretor de importação e exportação/Diretora de importação e exportação
C002800_pt_001	Assistente de exportação
C002800_pt_002	Assistente de logística
C002800_pt_003	Diretor de exportação
C002800_pt_004	Diretor de importação
C002800_pt_005	Diretor de importação e exportação
C002800_pt_006	Diretor de logística
C002800_pt_007	Diretora de exportação
C002800_pt_008	Diretora de importação
C002800_pt_009	Diretora de importação e exportação
C002800_pt_010	Diretora de logística
C002801_pt_000	Porta-voz
C002802_pt_000	Chefe de sala de jogos de casino
C002802_pt_001	Chefe de partida
C002802_pt_002	Pit boss
C002802_pt_003	Supervisor de sala de jogos de casino
C002802_pt_004	Supervisora de sala de jogos de casino
C002803_pt_000	Agente municipal
C002804_pt_000	Técnico de sistemas de travagem automóvel/Técnica de sistemas de travagem automóvel
C002804_pt_001	Técnica de sistemas de travagem automóvel
C002804_pt_002	Técnico de sistemas de travagem automóvel
C002805_pt_000	Operador de fabrico de rações para animais/Operadora de fabrico de rações para animais
C002805_pt_001	Operador de fabrico de rações para animais
C002805_pt_002	Operador de produção de alimentos para animais
C002805_pt_003	Operadora de fabrico de rações para animais
C002805_pt_004	Operadora de produção de alimentos para animais
C002806_pt_000	Gestor de aquisição de propriedades/Gestora de aquisição de propriedades
C002806_pt_001	Gestor de aquisição de propriedades
C002806_pt_002	Gestora de aquisição de propriedades
C002807_pt_000	Analista de resistência dos materiais
C002808_pt_000	Comerciante grossista de metais e minerais metálicos
C002809_pt_000	Gestor de fundos de investimento/Gestora de fundos de investimento
C002809_pt_001	Gestor de fundos de investimento
C002809_pt_002	Gestora de fundos de investimento
C002810_pt_000	Promotor imobiliário/Promotora imobiliária
C002810_pt_001	Construtor imobiliário
C002810_pt_002	Construtora imobiliária
C002810_pt_003	Especulador imobiliário
C002810_pt_004	Especuladora imobiliária
C002810_pt_005	Mediadora imobiliária
C002810_pt_006	Medidador imobiliário
C002810_pt_007	Promotor imobiliário
C002810_pt_008	Promotora imobiliária
C002811_pt_000	Representante de serviço de aluguer de máquinas e equipamentos agrícolas
C002812_pt_000	Coordenador de manutenção dos veículos de transporte rodoviário/Coordenadora de manutenção de veículos de transporte ferroviário
C002812_pt_001	Coordenador de manutenção de veículos de transporte ferroviário
C002812_pt_002	Coordenadora de manutenção de veículos de transporte ferroviário
C002813_pt_000	Operador de fermentação de vinho/Operadora de fermentação de vinho
C002813_pt_001	Operador de destilagem de vinho
C002813_pt_002	Operador de fermentação de vinho
C002813_pt_003	Operador de instalação de fermentação de vinho
C002813_pt_004	Operadora de destilagem de vinho
C002813_pt_005	Operadora de fermentação de vinho
C002813_pt_006	Operadora de instalação de fermentação de vinho
C002814_pt_000	Especialista em mediação artístico-educativa
C002815_pt_000	Calibrador de chapas de madeira/Calibradora de chapas de madeira
C002815_pt_001	Calibrador de chapas de madeira
C002815_pt_002	Calibradora de chapas de madeira
C002816_pt_000	Entalhador de madeira/Entalhadora de madeira
C002816_pt_001	Entalhador de madeira
C002816_pt_002	Entalhadora de madeira
C002816_pt_003	Escultor de madeira
C002816_pt_004	Escultora de madeira
C002817_pt_000	Conselheiro em violência sexual/Conselheira em violência sexual
C002817_pt_001	Assistente social de apoio à vítima
C002817_pt_002	Conselheira em violência sexual
C002817_pt_003	Conselheiro em violência sexual
C002818_pt_000	Cozinheiro de pratos de peixe/Cozinheira de pratos de peixe
C002818_pt_001	Cozinheira de pratos de peixe
C002818_pt_002	Cozinheiro de pratos de peixe
C002819_pt_000	Consultor em viticultura/Consultora em viticultura
C002819_pt_001	Consultor em viticultura
C002819_pt_002	Consultora em viticultura
C002820_pt_000	Especialista em import-export de máquinas para a indústria extractiva, construção e engenharia civil
C002820_pt_001	Especialista em import-export de máquinas para a indústria extrativa, construção e engenharia civil
C002821_pt_000	Diretor de obra/Diretora de obra
C002821_pt_001	Diretor de obra
C002821_pt_002	Diretora de obra
C002822_pt_000	Diretor geral dos transportes marítimos/Diretora geral dos transportes marítimos
C002822_pt_001	Diretor geral dos transportes fluviais
C002822_pt_002	Diretor geral dos transportes marítimos
C002822_pt_003	Diretora geral dos transportes fluviais
C002822_pt_004	Diretora geral dos transportes marítimos
C002823_pt_000	Modelador 3D/Modeladora 3D
C002823_pt_001	Artista 3D
C002823_pt_002	Modelador 3D
C002823_pt_003	Modelador de CGI
C002823_pt_004	Modelador de IGC
C002823_pt_005	Modelador de imagens geradas por computador
C002823_pt_006	Modeladora 3D
C002823_pt_007	Modeladora de CGI
C002823_pt_008	Modeladora de IGC
C002823_pt_009	Modeladora de imagens geradas por computador
C002824_pt_000	Responsável de processos
C002825_pt_000	Geógrafo/Geógrafa
C002825_pt_001	Geógrafa
C002825_pt_002	Geógrafo
C002826_pt_000	Operador de faturação/Operadora de faturação
C002826_pt_001	Operador de faturação
C002826_pt_002	Operadora de faturação
C002827_pt_000	Operador de produção de pasta de papel/ Operadora de produção de pasta de papel
C002827_pt_001	Operador de produção de pasta de papel
C002827_pt_002	Operadora de produção de pasta de papel
C002828_pt_000	Operador de máquinas de galvanoplastia/ Operadora de máquinas de galvanoplastia
C002828_pt_001	Operador de máquinas de galvanoplastia
