C000001_sk_000	Príslušníci ozbrojených síl
C003153_sk_000	supervízor/supervízorka prepravy podanej batožiny
C003153_sk_001	supervízor prepravy podanej batožiny
C003153_sk_002	supervízor toku batožiny na letisku
C003153_sk_003	supervízorka prepravy podanej batožiny
C003153_sk_004	supervízorka toku batožiny na letisku
C003154_sk_000	kreslič/kreslička elektronických zariadení
C003154_sk_001	kreslič elektronických zariadení
C003154_sk_002	kreslička elektronických zariadení
C003155_sk_000	technik/technička telekomunikačných sietí
C003155_sk_001	administrátor telekomunikačných sietí
C003155_sk_002	administrátorka telekomunikačných sietí
C003155_sk_003	správca telekomunikačných sietí
C003155_sk_004	správca telekomunikácií
C003155_sk_005	správkyňa telekomunikačných sietí
C003155_sk_006	správkyňa telekomunikácií
C003156_sk_000	technik/technička výlovu v akvakultúre
C003156_sk_001	technik výlovu v akvakultúre
C003156_sk_002	technička výlovu v akvakultúre
C003157_sk_000	vedúci/vedúca predajne s drogistickým tovarom a občerstvením
C003157_sk_001	vedúca predajne s drogistickým tovarom a občerstvením
C003157_sk_002	vedúci predajne s drogistickým tovarom a občerstvením
C003158_sk_000	operátor/operátorka vyzrňovačky bavlny
C003158_sk_001	operátor vyzrňovačky bavlny
C003158_sk_002	operátorka vyzrňovačky bavlny
C003159_sk_000	koordinátor/koordinátorka učebných osnov
C003159_sk_001	koordinátor učebných osnov
C003159_sk_002	koordinátorka učebných osnov
C003160_sk_000	zememerač/zememeračka
C003160_sk_001	geodet
C003160_sk_002	geodetka
C003160_sk_003	zememerač
C003160_sk_004	zememeračka
C003161_sk_000	vedúci/vedúca predajne počítačov a príslušenstva
C003161_sk_001	vedúca predajne počítačov a príslušenstva
C003161_sk_002	vedúca predajne výpočtovej techniky
C003161_sk_003	vedúci predajne PC techniky
C003161_sk_004	vedúci predajne počítačov a príslušenstva
C003161_sk_005	vedúci predajne výpočtovej techniky
C003162_sk_000	asistent/asistentka v oblasti ľudských zdrojov
C003162_sk_001	asistent v oblasti ľudských zdrojov
C003162_sk_002	asistentka v oblasti ľudských zdrojov
C003163_sk_000	špecialista vŕtač geológ/špecialistka vŕtačka geologička
C003163_sk_001	špecialista vŕtač geológ
C003163_sk_002	špecialistka vŕtačka geologička
C003164_sk_000	asistent/asistentka poslanca
C003164_sk_001	asistent poslanca
C003164_sk_002	asistent poslanca parlamentu
C003164_sk_003	asistentka poslanca
C003164_sk_004	asistentka poslanca parlamentu
C003164_sk_005	poslanecká asistentka
C003164_sk_006	poslanecký asistent
C003165_sk_000	špecialista/špecialistka v oblasti dovozu a vývozu tabakových výrobkov
C003165_sk_001	špecialista v oblasti dovozu a vývozu tabakových výrobkov
C003165_sk_002	špecialistka v oblasti dovozu a vývozu tabakových výrobkov
C003166_sk_000	vedúci/vedúca propagácie
C003166_sk_001	manažér pre propagáciu
C003166_sk_002	manažérka pre propagáciu
C003166_sk_003	vedúca propagácie
C003166_sk_004	vedúci propagácie
C003167_sk_000	firemný kouč/firemná koučka
C003167_sk_001	firemná koučka
C003167_sk_002	firemný kouč
C003168_sk_000	manažér/manažérka dovozu a vývozu farmaceutických výrobkov
C003168_sk_001	manažér dovozu a vývozu farmaceutických výrobkov
C003168_sk_002	manažérka dovozu a vývozu farmaceutických výrobkov
C003169_sk_000	manažér/manažérka vzťahového bankovníctva
C003169_sk_001	manažér vzťahového bankovníctva
C003169_sk_002	manažérka vzťahového bankovníctva
C003170_sk_000	správca/správkyňa konkurznej podstaty
C003170_sk_001	správca konkurznej podstaty
C003170_sk_002	správkyňa konkurznej podstaty
C003171_sk_000	pokladač/pokladačka koľajníc
C003171_sk_001	pokladač koľajníc
C003171_sk_002	pokladačka koľajníc
C003172_sk_000	technik/technička čistiarne odpadových vôd
C003172_sk_001	technik čistiarne odpadových vôd
C003172_sk_002	technička čistiarne odpadových vôd
C003173_sk_000	elektromechanik/elektromechanička leteckej techniky
C003173_sk_001	elektromechanik leteckej techniky
C003173_sk_002	elektromechanička leteckej techniky
C003174_sk_000	operátor/operátorka zariadení na dokončovanie a balenie obuvi
C003174_sk_001	operátor zariadení na dokončovanie a balenie obuvi
C003174_sk_002	operátorka zariadení na dokončovanie a balenie obuvi
C003175_sk_000	kontrolór/kontrolórka mier a váh
C003175_sk_001	kontrolór mier a váh
C003175_sk_002	kontrolórka mier a váh
C003176_sk_000	predavač/predavačka podlahových a stenových krytín
C003176_sk_001	predavač podlahových a nástenných krytín
C003176_sk_002	predavač podlahových a stenových krytín
C003176_sk_003	predavačka podlahových a nástenných krytín
C003176_sk_004	predavačka podlahových a stenových krytín
C003177_sk_000	montážnik/montážnička dosiek plošných spojov
C003177_sk_001	montážnik dosiek plošných spojov
C003177_sk_002	montážnik dosiek s plošnými spojmi
C003177_sk_003	montážnička dosiek plošných spojov
C003177_sk_004	montážnička dosiek s plošnými spojmi
C003178_sk_000	lokalizátor/lokalizátorka
C003178_sk_001	lokalizátor
C003178_sk_002	lokalizátorka
C003179_sk_000	kontrolór/kontrolórka motorov plavidiel
C003179_sk_001	kontrolór motorov plavidiel
C003179_sk_002	kontrolórka motorov plavidiel
C003180_sk_000	operátor/operátorka zariadení na bielenie vosku
C003180_sk_001	operátor zariadení na bielenie vosku
C003180_sk_002	operátorka zariadení na bielenie vosku
C003181_sk_000	manažér/manažérka sortimentu
C003181_sk_001	administrátor sortimentu
C003181_sk_002	administrátorka sortimentu
C003181_sk_003	manažér sortimentu
C003181_sk_004	manažérka sortimentu
C003182_sk_000	vysokoškolský pedagóg/vysokoškolská pedagogička v odbore matematika
C003182_sk_001	vysokoškolská pedagogička v odbore matematika
C003182_sk_002	vysokoškolský pedagóg v odbore matematika
C003183_sk_000	technik/technička kontroly kvality v chemickej výrobe
C003183_sk_001	technik kontroly kvality v chemickej výrobe
C003183_sk_002	technička kontroly kvality v chemickej výrobe
C003184_sk_000	luxusný spoločník/luxusná spoločníčka
C003184_sk_001	eskort
C003185_sk_000	mlynár/mlynárka
C003185_sk_001	mlynár
C003185_sk_002	mlynár manipulant
C003185_sk_003	mlynárka
C003185_sk_004	mlynárka manipulantka
C003185_sk_005	pracovník mlyna
C003185_sk_006	pracovníčka mlyna
C003185_sk_007	spracovateľ obilia
C003185_sk_008	spracovateľka obilia
C003186_sk_000	dekoratér/dekoratérka porcelán
C003186_sk_001	dekoratér porcelánu
C003186_sk_002	dekoratérka porcelánu
C003186_sk_003	maliar porcelánu
C003186_sk_004	maliarka porcelánu
C003187_sk_000	ekonomický novinár/ekonomická novinárka
C003187_sk_001	ekonomická korešpondentka
C003187_sk_002	ekonomická novinárka
C003187_sk_003	ekonomický korešpondent
C003187_sk_004	ekonomický novinár
C003188_sk_000	front of house manažér/manažérka
C003188_sk_001	front of house manažér
C003188_sk_002	front of house manažérka
C003189_sk_000	umelecký riaditeľ/umelecká riaditeľka
C003189_sk_001	umelecká riaditeľka
C003189_sk_002	umelecký riaditeľ
C003190_sk_000	krajčír úpravár/krajčírka úpravárka odevov
C003190_sk_001	krajčír úpravár odevov
C003190_sk_002	krajčírka úpravárka odevov
C003191_sk_000	dizajnér motorov/dizajnérka motorov
C003191_sk_001	dizajnér motorov
C003191_sk_002	dizajnérka motorov
C003191_sk_003	projektant motorov
C003191_sk_004	projektantka motorov
C003192_sk_000	plánovač nákupu/plánovačka nákupu
C003192_sk_001	plánovač nákupu
C003192_sk_002	plánovač zásobovania
C003192_sk_003	plánovačka nákupu
C003192_sk_004	plánovačka zásobovania
C003193_sk_000	pracovník/pracovníčka zlievarne
C003193_sk_001	pracovník zlievarne
C003193_sk_002	pracovníčka zlievarne
C003194_sk_000	manažér/manažérka dovozu a vývozu ovocia a zeleniny
C003194_sk_001	manažér dovozu a vývozu ovocia a zeleniny
C003194_sk_002	manažérka dovozu a vývozu ovocia a zeleniny
C003195_sk_000	manažér/manažérka dovozu a vývozu poľnohospodárskych surovín, osív a krmív
C003195_sk_001	manažér dovozu a vývozu poľnohospodárskych surovín, osív a krmív
C003195_sk_002	manažérka dovozu a vývozu poľnohospodárskych surovín, osív a krmív
C003196_sk_000	balzamovač/balzamovačka
C003196_sk_001	balzamovač
C003196_sk_002	balzamovačka
C003197_sk_000	sladovník/sladovníčka
C003197_sk_001	odborník na slad
C003197_sk_002	odborníčka na slad
C003197_sk_003	pracovník sladovne
C003197_sk_004	pracovníčka sladovne
C003197_sk_005	sladovník
C003197_sk_006	sladovníčka
C003197_sk_007	sladová expertka
C003197_sk_008	sladový expert
C003198_sk_000	opravár/opravárka šperkov
C003198_sk_001	opravár klenotov
C003198_sk_002	opravár šperkov
C003198_sk_003	opravárka klenotov
C003198_sk_004	opravárka šperkov
C003199_sk_000	supervízor/supervízorka montáže železničných koľajových vozidiel
C003199_sk_001	supervízor montáže železničných koľajových vozidiel
C003199_sk_002	supervízorka montáže železničných koľajových vozidiel
C003200_sk_000	špecialista/špecialistka na sociálnu rehabilitáciu
C003200_sk_001	špecialista na sociálnu rehabilitáciu
C003200_sk_002	špecialistka na sociálnu rehabilitáciu
C003201_sk_000	špecialista/špecialistka v oblasti dovozu a vývozu porcelánu skla a porcelánu
C003201_sk_001	špecialista v oblasti dovozu a vývozu skla a porcelánu
C003201_sk_002	špecialistka v oblasti dovozu a vývozu skla a porcelánu
C003202_sk_000	správca/správkyňa webových stránok
C003202_sk_001	administrátor webových stránok
C003202_sk_002	administrátorka webových stránok
C003202_sk_003	správca internetových stránok
C003202_sk_004	správca webovej lokality
C003202_sk_005	správca webového sídla
C003202_sk_006	správca webových stránok
C003202_sk_007	správkyňa internetových stránok
C003202_sk_008	správkyňa webovej lokality
C003202_sk_009	správkyňa webového sídla
C003202_sk_010	správkyňa webových stránok
C003202_sk_011	webmaster
C003202_sk_012	webmasterka
C003203_sk_000	operátor/operátorka kontajnerového žeriavu
C003203_sk_001	operátor kontajnerového žeriavu
C003203_sk_002	operátorka kontajnerového žeriavu
C003204_sk_000	opravár/opravárka obuvi
C003204_sk_001	opravár obuvi
C003204_sk_002	opravárka obuvi
C003205_sk_000	špecialista/špecialistka na povrchové úpravy
C003205_sk_001	špecialista na povrchové úpravy
C003205_sk_002	špecialistka na povrchové úpravy
C003206_sk_000	premietač/premietačka
C003206_sk_001	premietač
C003206_sk_002	premietačka
C003207_sk_000	optoelektronický technik/optoelektronická technička
C003207_sk_001	technik pre optoelektroniku
C003207_sk_002	technička pre optoelektroniku
C003208_sk_000	manažér/manažérka telefonického centra
C003208_sk_001	manažér telefonického centra
C003208_sk_002	manažérka telefonického centra
C003209_sk_000	demolačný robotník/demolačná robotníčka
C003209_sk_001	demolačná robotníčka
C003209_sk_002	demolačný robotník
C003210_sk_000	správca/správkyňa nehnuteľností na bývanie
C003210_sk_001	správca nehnuteľností na bývanie
C003210_sk_002	správkyňa nehnuteľností na bývanie
C003211_sk_000	špecialista/špecialistka v oblasti dovozu a vývozu parfumérskeho a kozmetického tovaru
C003211_sk_001	špecialista v oblasti dovozu a vývozu parfumérskeho a kozmetického tovaru
C003211_sk_002	špecialistka v oblasti dovozu a vývozu parfumérskeho a kozmetického tovaru
C003212_sk_000	nekvalifikovaný lodník/nekvalifikovaná lodníčka
C003212_sk_001	nekvalifikovaná lodníčka
C003212_sk_002	nekvalifikovaný lodník
C003213_sk_000	vedúci/vedúca prevádzky dokov
C003213_sk_001	správca dokov
C003213_sk_002	správkyňa dokov
C003213_sk_003	vedúca prevádzky dokov
C003213_sk_004	vedúci prevádzky dokov
C003214_sk_000	manažér/manažérka distribúcie domácich elektrospotrebičov
C003214_sk_001	manažér distribúcie domácich elektrospotrebičov
C003214_sk_002	manažérka distribúcie domácich elektrospotrebičov
C003215_sk_000	inšpektor/inšpektorka v oblasti nebezpečného odpadu
C003215_sk_001	hazardous waste inspector
C003215_sk_002	inšpektorka v oblasti nebezpečných odpadov
C003216_sk_000	manažér/manažérka požičovne
C003216_sk_001	manažér požičovne
C003216_sk_002	manažérka požičovne
C003216_sk_003	vedúca požičovne
C003216_sk_004	vedúci požičovne
C003217_sk_000	veľkoobchodný sprostredkovateľ/veľkoobchodná sprostredkovateľka v oblasti živých zvierat
C003217_sk_001	veľkoobchodná sprostredkovateľka v oblasti živých zvierat
C003217_sk_002	veľkoobchodný sprostredkovateľ v oblasti živých zvierat
C003218_sk_000	energetický konzultant/energetická konzultantka
C003218_sk_001	energetická konzultantka
C003218_sk_002	energetický konzultant
C003219_sk_000	manažér/manažérka značky
C003219_sk_001	brand manager
C003219_sk_002	brand manažér
C003219_sk_003	manažér značky
C003219_sk_004	manažérka značky
C003219_sk_005	špecialista pre značku
C003219_sk_006	špecialistka pre značku
C003220_sk_000	manažér/manažérka financovania programov
C003220_sk_001	manažér financovania programov
C003220_sk_002	manažérka financovania programov
C003221_sk_000	montážnik/montážnička presných prístrojov
C003221_sk_001	montážnik presných prístrojov
C003221_sk_002	montážnička presných prístrojov
C003222_sk_000	kreslič/kreslička vykurovacích, ventilačných, klimatizačných (a chladiacich )zariadení
C003222_sk_001	kreslič vykurovacích, ventilačných, klimatizačných a chladiacich zariadení
C003222_sk_002	kreslička vykurovacích, ventilačných, klimatizačných a chladiacich zariadení
C003223_sk_000	konzervár/konzervárka ovocia a zeleniny
C003223_sk_001	konzervár ovocia a zeleniny
C003223_sk_002	konzervárka ovocia a zeleniny
C003223_sk_003	pracovník konzervárne na ovocie a zeleninu
C003223_sk_004	pracovníčka konzervárne na ovocie a zeleninu
C003223_sk_005	výrobca zeleninových a ovocných konzerv
C003223_sk_006	výrobkyňa zeleninových a ovocných konzerv
C003224_sk_000	operátor/operátorka namáčacieho stroja
C003224_sk_001	operátor namáčacieho stroja
C003224_sk_002	operátorka namáčacieho stroja
C003225_sk_000	manažér/manažérka výroby v baníctve
C003225_sk_001	manažér výroby v baníctve
C003225_sk_002	manažérka výroby v baníctve
C003225_sk_003	výrobná riaditeľka v baníctve
C003225_sk_004	výrobný riaditeľ v baníctve
C003226_sk_000	analytik/analytička podielov na zisku
C003226_sk_001	analytik podielov na zisku
C003226_sk_002	analytička podielov na zisku
C003227_sk_000	vedúci/vedúca práčovne a čistiarne
C003227_sk_001	riadiaca pracovníčka práčovne a čistiarne
C003227_sk_002	riadiaci pracovník práčovne a čistiarne
C003227_sk_003	vedúca práčovne a čistiarne
C003227_sk_004	vedúci práčovne a čistiarne
C003228_sk_000	cukrovinkár/cukrovinkárka
C003228_sk_001	cukrovinkár
C003228_sk_002	cukrovinkárka
C003228_sk_003	cukrár
C003228_sk_004	cukrárka
C003228_sk_005	výrobca cukroviniek
C003228_sk_006	výrobkyňa cukroviniek
C003229_sk_000	správca/správkyňa vidieckej oblasti
C003229_sk_001	správca chráneného prírodného územia
C003229_sk_002	správca krajinnej oblasti
C003229_sk_003	správca prírodnej rezervácie
C003229_sk_004	správca vidieckej oblasti
C003229_sk_005	správkyňa chráneného prírodného územia
C003229_sk_006	správkyňa krajinnej oblasti
C003229_sk_007	správkyňa prírodnej rezervácie
C003229_sk_008	správkyňa vidieckej oblasti
C003230_sk_000	špecialista/špecialistka v oblasti reklamy
C003230_sk_001	špecialista v oblasti reklamy
C003230_sk_002	špecialistka v oblasti reklamy
C003231_sk_000	chemik/chemička v parfumérskom priemysle
C003231_sk_001	chemik v parfumérskom priemysle
C003231_sk_002	chemička v parfumérskom priemysle
C003232_sk_000	predavač/predavačka audio- a videonosičov
C003232_sk_001	predavač audio- a videonosičov
C003232_sk_002	predavač hudobných nosičov a videonosičov
C003232_sk_003	predavačka audio- a videonosičov
C003232_sk_004	predavačka hudobných nosičov a videonosičov
C003233_sk_000	manažér/manažérka distribúcie nápojov
C003233_sk_001	manažér distribúcie nápojov
C003233_sk_002	manažérka distribúcie nápojov
